0.00000000000000e+00    	0.00000000000000e+00 	 2.85316954890000e+00  	9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
6.30000000000000e-01    	-2.66109250851733e-07 	 2.85317984102502e+00   9.27050983134402e-01 	-4.51412995471189e-06	 2.89171997194154e-05	8.41904006051735e-11		1.00000000042829e+00
6.60000000000000e-01    	-4.21257214289315e-07 	 2.85318047199016e+00   9.27050983136771e-01 	-5.85003633444635e-06	 1.19761777057582e-05	7.39377318840266e-11		1.00000000008883e+00
6.90000000000000e-01    	-6.18104206795534e-07 	 2.85318048515626e+00   9.27050983138941e-01 	-7.28456520546807e-06	 -1.23994121068719e-05	7.43844694721846e-11		1.00000000010341e+00
7.20000000000000e-01    	-8.58655645728108e-07 	 2.85317964735196e+00   9.27050983141609e-01 	-8.75090064165039e-06	 -4.48294325095903e-05	1.12839654637271e-10		1.00000000104313e+00
7.50000000000000e-01    	-1.14262213095071e-06 	 2.85317771235185e+00   9.27050983146508e-01 	-1.01630366861796e-05	 -8.55470641172403e-05	2.31361405469254e-10		1.00000000371079e+00
7.80000000000000e-01    	-1.46686602341099e-06 	 2.85317443398259e+00   9.27050983156847e-01 	-1.14175115420807e-05	 -1.34300178313605e-04	4.85845186846246e-10		1.00000000908345e+00
8.10000000000000e-01    	-1.82492291334172e-06 	 2.85316958199111e+00   9.27050983177666e-01 	-1.23966782939667e-05	 -1.90267136725331e-04	9.41051342693283e-10		1.00000001817763e+00
8.40000000000000e-01    	-2.20664466830306e-06 	 2.85316296012502e+00   9.27050983215961e-01 	-1.29735341632896e-05	 -2.51994777412960e-04	1.66088134583547e-09		1.00000003183484e+00
8.70000000000000e-01    	-2.59800974890763e-06 	 2.85315442564796e+00   9.27050983280464e-01 	-1.30180171324151e-05	 -3.17365939025891e-04	2.69418115755492e-09		1.00000005044530e+00
9.00000000000000e-01    	-2.98114191500514e-06 	 2.85314390930400e+00   9.27050983380930e-01 	-1.24045559544726e-05	 -3.83602958489979e-04	4.05766018706991e-09		1.00000007365255e+00
9.30000000000000e-01    	-3.33457017836639e-06 	 2.85313143457273e+00   9.27050983526922e-01 	-1.10205375587615e-05	 -4.47312163439350e-04	5.71895151958983e-09		1.00000010010481e+00
9.60000000000000e-01    	-3.63375109730818e-06 	 2.85311713493255e+00   9.27050983726128e-01 	-8.77524712102196e-06	 -5.04572505953110e-04	7.58407812135737e-09		1.00000012733520e+00
9.90000000000000e-01    	-3.85185984769960e-06 	 2.85310126778873e+00   9.27050983982436e-01 	-5.60875354783023e-06	 -5.51069217836334e-04	9.49424152219544e-09		1.00000015185436e+00
1.02000000000000e+00    	-3.96083990864333e-06 	 2.85308422373415e+00   9.27050984294113e-01 	-1.50016829809907e-06	 -5.82270806740506e-04	1.12365392399388e-08		1.00000016952076e+00
1.05000000000000e+00    	-3.93268392998825e-06 	 2.85306652990173e+00   9.27050984652551e-01 	3.52529383578280e-06	 -5.93644978780193e-04	1.25716827571344e-08		1.00000017621338e+00
1.08000000000000e+00    	-3.74090181842579e-06 	 2.85304884634175e+00   9.27050985042110e-01 	9.39097487049018e-06	 -5.80906308602778e-04	1.32789790805487e-08		1.00000016877015e+00
1.11000000000000e+00    	-3.36211767301722e-06 	 2.85303195461243e+00   9.27050985441530e-01 	1.59655858003063e-05	 -5.40285836826285e-04	1.32149944870119e-08		1.00000014608183e+00
1.14000000000000e+00    	-2.77772606355234e-06 	 2.85301673810340e+00   9.27050985827212e-01 	2.30624781951558e-05	 -4.68810417423440e-04	1.23779957283215e-08		1.00000011015754e+00
1.17000000000000e+00    	-1.97553099046407e-06 	 2.85300415400671e+00   9.27050986178382e-01 	3.04415439405767e-05	 -3.64577720847170e-04	1.09662988726671e-08		1.00000006692180e+00
1.20000000000000e+00    	-9.51287848484127e-07 	 2.85299519729450e+00   9.27050986483722e-01 	3.78137779309638e-05	 -2.27011467266270e-04	9.41605343768750e-09		1.00000002648204e+00
1.23000000000000e+00    	2.89930596449415e-07 	 2.85299085753660e+00   9.27050986748657e-01 	4.48484282637592e-05	 -5.70808422693794e-05	8.40373921466293e-09		1.00000000263480e+00
1.26000000000000e+00    	1.73261974816942e-06 	 2.85299206987188e+00   9.27050987002013e-01 	5.11825855016104e-05	 1.42531769953718e-04	8.80150404833104e-09		1.00000001146748e+00
1.29000000000000e+00    	3.35005075161778e-06 	 2.85299966190989e+00   9.27050987300566e-01 	5.64330314225769e-05	 3.67329554189511e-04	1.15797003458674e-08		1.00000006905784e+00
1.32000000000000e+00    	5.10386520688677e-06 	 2.85301429875718e+00   9.27050987729894e-01 	6.02101712508970e-05	 6.10979421777743e-04	1.76602079437337e-08		1.00000018846054e+00
1.35000000000000e+00    	6.94411713785858e-06 	 2.85303642870974e+00   9.27050988400265e-01 	6.21338924803504e-05	 8.65379663031922e-04	2.77352400979055e-08		1.00000037637122e+00
1.38000000000000e+00    	8.80981777781397e-06 	 2.85306623240448e+00   9.27050989436877e-01 	6.18511991775697e-05	 1.12082363291680e-03	4.20775062544116e-08		1.00000063003540e+00
1.41000000000000e+00    	1.06300337366529e-05 	 2.85310357835705e+00   9.27050990964712e-01 	5.90554296156031e-05	 1.36626177907414e-03	6.03765601459317e-08		1.00000093507896e+00
1.44000000000000e+00    	1.23255817888095e-05 	 2.85314798781215e+00   9.27050993089347e-01 	5.35067466132089e-05	 1.58965959082707e-03	8.16404896402998e-08		1.00000126493950e+00
1.47000000000000e+00    	1.38113512201120e-05 	 2.85319861168501e+00   9.27050995876276e-01 	4.50533748271997e-05	 1.77844401501063e-03	1.04199755943030e-07		1.00000158244521e+00
1.50000000000000e+00    	1.49992644469574e-05 	 2.85325422207164e+00   9.27050999332227e-01 	3.36527477573549e-05	 1.92002577750207e-03	1.25839773158626e-07		1.00000184381405e+00
1.53000000000000e+00    	1.58018559007846e-05 	 2.85331322035407e+00   9.27051003392524e-01 	1.93913449571685e-05	 2.00238011597666e-03	1.44070841467425e-07		1.00000200494908e+00
1.56000000000000e+00    	1.61364065553051e-05 	 2.85337366333261e+00   9.27051007918446e-01 	2.50159947355967e-06	 2.01466392618305e-03	1.56519984104096e-07		1.00000202943645e+00
1.59000000000000e+00    	1.59295175036795e-05 	 2.85343330809843e+00   9.27051012707676e-01 	-1.66260871983935e-05	 1.94784350425757e-03	1.61402349329806e-07		1.00000189718359e+00
1.62000000000000e+00    	1.51219437219673e-05 	 2.85348967553960e+00   9.27051017519268e-01 	-3.74383804578238e-05	 1.79530416944406e-03	1.58004668708967e-07		1.00000161225806e+00
1.65000000000000e+00    	1.36734443657784e-05 	 2.85354013148341e+00   9.27051022112237e-01 	-5.92232141320255e-05	 1.55341128635483e-03	1.47095029275514e-07		1.00000120829629e+00
1.68000000000000e+00    	1.15673468750004e-05 	 2.85358198355370e+00   9.27051026294189e-01 	-8.11249241037367e-05	 1.22199174707590e-03	1.31166937625612e-07		1.00000074992227e+00
1.71000000000000e+00    	8.81447867495196e-06 	 2.85361259090490e+00   9.27051029973726e-01 	-1.02171387380835e-04	 8.04705946651948e-04	1.14435138755297e-07		1.00000032899528e+00
1.74000000000000e+00    	5.45610252797983e-06 	 2.85362948312847e+00   9.27051033208262e-01 	-1.21313222191805e-04	 3.09282759749986e-04	1.02527525736125e-07		1.00000005518637e+00
1.77000000000000e+00    	1.56550836795277e-06 	 2.85363048385759e+00   9.27051036237812e-01 	-1.37473839590388e-04	 -2.52405993786729e-04	1.01860422854808e-07		1.00000004130393e+00
1.80000000000000e+00    	-2.75202873773023e-06 	 2.85361383396693e+00   9.27051039495738e-01 	-1.49607762192544e-04	 -8.64449687057630e-04	1.18738948345002e-07		1.00000038482780e+00
1.83000000000000e+00    	-7.36111737377043e-06 	 2.85357830881760e+00   9.27051043589562e-01 	-1.56763326220228e-04	 -1.50719300117575e-03	1.58282399445719e-07		1.00000114810210e+00
1.86000000000000e+00    	-1.21000054061663e-05 	 2.85352332376997e+00   9.27051049248764e-01 	-1.58144868502044e-04	 -2.15772358732123e-03	2.23326753898249e-07		1.00000234038773e+00
1.89000000000000e+00    	-1.67861261205178e-05 	 2.85344902220729e+00   9.27051057241623e-01 	-1.53168972160490e-04	 -2.79054824632349e-03	3.13491726723715e-07		1.00000390530255e+00
1.92000000000000e+00    	-2.12231756013210e-05 	 2.85335634060099e+00   9.27051068269011e-01 	-1.41509460512383e-04	 -3.37844355215641e-03	4.24608645279945e-07		1.00000571693663e+00
1.95000000000000e+00    	-2.52093134088243e-05 	 2.85324704571019e+00   9.27051082848646e-01 	-1.23126665489292e-04	 -3.89345775839639e-03	5.48680984411720e-07		1.00000758705811e+00
1.98000000000000e+00    	-2.85459657199695e-05 	 2.85312373983875e+00   9.27051101207655e-01 	-9.82780250374556e-05	 -4.30803212851571e-03	6.74489788896831e-07		1.00000928435682e+00
2.01000000000000e+00    	-3.10466518288985e-05 	 2.85298983115223e+00   9.27051123203376e-01 	-6.75091346156869e-05	 -4.59620196204019e-03	7.88865455179399e-07		1.00001056475948e+00
2.04000000000000e+00    	-3.25452638481113e-05 	 2.85284946735322e+00   9.27051148291333e-01 	-3.16267299234918e-05	 -4.73483097252403e-03	8.78535837626651e-07		1.00001120974985e+00
2.07000000000000e+00    	-3.29033089733361e-05 	 2.85270743248039e+00   9.27051175554850e-01 	8.34263393205430e-06	 -4.70482769317731e-03	9.32344345671843e-07		1.00001106767580e+00
2.10000000000000e+00    	-3.20157660566615e-05 	 2.85256900818228e+00   9.27051203803011e-01 	5.12025994019291e-05	 -4.49228956485828e-03	9.43530229121761e-07		1.00001009159315e+00
2.13000000000000e+00    	-2.98153945067091e-05 	 2.85243980245742e+00   9.27051231733326e-01 	9.56390730639069e-05	 -4.08951954708807e-03	9.11697007467042e-07		1.00000836662389e+00
2.16000000000000e+00    	-2.62755352523881e-05 	 2.85232555048358e+00   9.27051258143886e-01 	1.40267725714732e-04	 -3.49586164935803e-03	8.44081660135463e-07		1.00000612034348e+00
2.19000000000000e+00    	-2.14116264161402e-05 	 2.85223189370859e+00   9.27051282168798e-01 	1.83671525411176e-04	 -2.71830578089520e-03	7.55788129909710e-07		1.00000371145417e+00
2.22000000000000e+00    	-1.52817856154760e-05 	 2.85216414477470e+00   9.27051303502157e-01 	2.24425225476037e-04	 -1.77181874226193e-03	6.68765932392452e-07		1.00000159485312e+00
2.25000000000000e+00    	-7.98685713315015e-06 	 2.85212704702584e+00   9.27051322571747e-01 	2.61106872768402e-04	 -6.79366914391140e-04	6.09489030010360e-07		1.00000026485825e+00
2.28000000000000e+00    	3.29732215004953e-07 	 2.85212453823567e+00   9.27051340625408e-01 	2.92299890112499e-04	 5.28392979443731e-04	6.05501036021334e-07		1.00000018231935e+00
2.31000000000000e+00    	9.48212118870925e-06 	 2.85215952873273e+00   9.27051359701289e-01 	3.16592512004985e-04	 1.81376608161446e-03	6.81210062284853e-07		1.00000169498790e+00
2.34000000000000e+00    	1.92422196879768e-05 	 2.85223370423494e+00   9.27051382467619e-01 	3.32583660369503e-04	 3.13301171143671e-03	8.53504057418141e-07		1.00000496317519e+00
2.37000000000000e+00    	2.93403136803352e-05 	 2.85234736340267e+00   9.27051411936800e-01 	3.38905146799016e-04	 4.43765821077676e-03	1.12787875739172e-06		1.00000990378514e+00
2.40000000000000e+00    	3.94666955310122e-05 	 2.85249929935980e+00   9.27051451080058e-01 	3.34268967574163e-04	 5.67610787785981e-03	1.49579463043320e-06		1.00001616483866e+00
2.43000000000000e+00    	4.92751654047858e-05 	 2.85268673322068e+00   9.27051502389267e-01 	3.17545284897546e-04	 6.79548516064779e-03	1.93388764202566e-06		1.00002313946094e+00
2.46000000000000e+00    	5.83893454773780e-05 	 2.85290530602757e+00   9.27051567448498e-01 	2.87871674266708e-04	 7.74366807066585e-03	2.40544940748001e-06		1.00003002318484e+00
2.49000000000000e+00    	6.64126739785357e-05 	 2.85314913350152e+00   9.27051646585819e-01 	2.44787935370223e-04	 8.47143137730401e-03	2.86428305420405e-06		1.00003591189463e+00
2.52000000000000e+00    	7.29426753486863e-05 	 2.85341092571155e+00   9.27051738673583e-01 	1.88384097633739e-04	 8.93462110557126e-03	3.26066885894113e-06		1.00003993067952e+00
2.55000000000000e+00    	7.75896405955315e-05 	 2.85368217125805e+00   9.27051841131645e-01 	1.19443294285595e-04	 9.09627362831706e-03	3.54879103172481e-06		1.00004137738056e+00
2.58000000000000e+00    	7.99992365352956e-05 	 2.85395338293832e+00   9.27051950163308e-01 	3.95570753017396e-05	 8.92858953661830e-03	3.69464534871152e-06		1.00003985985036e+00
2.61000000000000e+00    	7.98778647391417e-05 	 2.85421439920533e+00   9.27052061220792e-01 	-4.88105074464927e-05	 8.41467269930685e-03	3.68322807531662e-06		1.00003540392962e+00
2.64000000000000e+00    	7.70189072781243e-05 	 2.85445473313732e+00   9.27052169659766e-01 	-1.42331385256167e-04	 7.54994861073728e-03	3.52375108647943e-06		1.00002851059091e+00
2.67000000000000e+00    	7.13274375248717e-05 	 2.85466395819210e+00   9.27052271506450e-01 	-2.36909766275989e-04	 6.34318334377856e-03	3.25176795876767e-06		1.00002014585294e+00
2.70000000000000e+00    	6.28406496258043e-05 	 2.85483211781804e+00   9.27052364231983e-01 	-3.27871953708700e-04	 4.81703519526514e-03	2.92743545007575e-06		1.00001165560040e+00
2.73000000000000e+00    	5.17412599525009e-05 	 2.85495014413167e+00   9.27052447412726e-01 	-4.10243429620672e-04	 3.00808539326026e-03	2.62964687042559e-06		1.00000460843154e+00
2.76000000000000e+00    	3.83615114812007e-05 	 2.85501026945496e+00   9.27052523156410e-01 	-4.79094021720812e-04	 9.66311877509624e-04	2.44639933493216e-06		1.00000058164769e+00
2.79000000000000e+00    	2.31761703873112e-05 	 2.85500641364783e+00   9.27052596194708e-01 	-5.29919973583927e-04	 -1.24600916809444e-03	2.46241002775569e-06		1.00000091667962e+00
2.82000000000000e+00    	6.78398673098547e-06 	 2.85493452998036e+00   9.27052673582236e-01 	-5.59022665106208e-04	 -3.55596624901919e-03	2.74557506669064e-06		1.00000647868393e+00
2.85000000000000e+00    	-1.01216175189356e-05 	 2.85479289285374e+00   9.27052763996425e-01 	-5.63839384674403e-04	 -5.88220752880942e-03	3.33426392740184e-06		1.00001745899328e+00
2.88000000000000e+00    	-2.67905339309708e-05 	 2.85458231204993e+00   9.27052876695330e-01 	-5.43183223726660e-04	 -8.13761038930235e-03	4.22757332574310e-06		1.00003325733134e+00
2.91000000000000e+00    	-4.24593394106826e-05 	 2.85430626036068e+00   9.27053020252176e-01 	-4.97357328006205e-04	 -1.02323441537070e-02	5.38046994082213e-06		1.00005247275338e+00
2.94000000000000e+00    	-5.63959200028047e-05 	 2.85397090434777e+00   9.27053201236197e-01 	-4.28122885420740e-04	 -1.20772230438121e-02	6.70522080772012e-06		1.00007301865945e+00
2.97000000000000e+00    	-6.79408664833401e-05 	 2.85358503148578e+00   9.27053423039468e-01 	-3.38518817906676e-04	 -1.35872287636117e-02	8.07968735350075e-06		1.00009235945774e+00
3.00000000000000e+00    	-7.65414155311267e-05 	 2.85315987085751e+00   9.27053685051590e-01 	-2.32551747192481e-04	 -1.46850692816966e-02	9.36204124238299e-06		1.00010784689841e+00
3.03000000000000e+00    	-8.17745779182316e-05 	 2.85270880871409e+00   9.27053982354482e-01 	-1.14794416899685e-04	 -1.53046330426676e-02	1.04103882734222e-05		1.00011711568131e+00
3.06000000000000e+00    	-8.33574953986393e-05 	 2.85224700438640e+00   9.27054306049181e-01 	1.00537735019981e-05	 -1.53941961479143e-02	1.11048263108015e-05		1.00011848373052e+00
3.09000000000000e+00    	-8.11448295622743e-05 	 2.85179091608733e+00   9.27054644241306e-01 	1.37581937302402e-04	 -1.49192438182496e-02	1.13687809884474e-05		1.00011129525376e+00
3.12000000000000e+00    	-7.51148666340285e-05 	 2.85135774996309e+00   9.27054983612314e-01 	2.63996786447352e-04	 -1.38647762918101e-02	1.11861992148151e-05		1.00009614629847e+00
3.15000000000000e+00    	-6.53477400286360e-05 	 2.85096484926055e+00   9.27055311403765e-01 	3.86313972469586e-04	 -1.22369828117527e-02	1.06114253115075e-05		1.00007494374143e+00
3.18000000000000e+00    	-5.20004447817770e-05 	 2.85062904361490e+00   9.27055617557007e-01 	5.02379230628814e-04	 -1.00641852412467e-02	9.76935824139776e-06		1.00005076886371e+00
3.21000000000000e+00    	-3.52839039113546e-05 	 2.85036598115049e+00   9.27055896696193e-01 	6.10713060634345e-04	 -7.39697500218358e-03	8.84473052198989e-06		1.00002754376460e+00
3.24000000000000e+00    	-1.54470880115695e-05 	 2.85018946820651e+00   9.27056149630293e-01 	7.10202401810472e-04	 -4.30749344398999e-03	8.06091889491171e-06		1.00000952943069e+00
3.27000000000000e+00    	7.22795595193534e-06 	 2.85011084287573e+00   9.27056384086922e-01 	7.99691632017913e-04	 -8.87836256524121e-04	7.65038336356445e-06		1.00000071390897e+00
3.30000000000000e+00    	3.24182468107931e-05 	 2.85013840896694e+00   9.27056614477335e-01 	8.77548454253194e-04	 2.75240339953282e-03	7.82037984606571e-06		1.00000417292975e+00
3.33000000000000e+00    	5.97397530914032e-05 	 2.85027695626050e+00   9.27056860619962e-01 	9.41293377785403e-04	 6.48940191887419e-03	8.71873842831461e-06		1.00002149899215e+00
3.36000000000000e+00    	8.87182777598600e-05 	 2.85052739087293e+00   9.27057145503702e-01 	9.87381212741263e-04	 1.01890943097138e-02	1.04050141443525e-05		1.00005239496377e+00
3.39000000000000e+00    	1.18757056487033e-04 	 2.85088649614969e+00   9.27057492330182e-01 	1.01120777277200e-03	 1.37117620095873e-02	1.28320483220851e-05		1.00009451309525e+00
3.42000000000000e+00    	1.49108557397097e-04 	 2.85134683989313e+00   9.27057921211372e-01 	1.00738563829515e-03	 1.69170654705355e-02	1.58418871922491e-05		1.00014359078131e+00
3.45000000000000e+00    	1.78858688224989e-04 	 2.85189683818997e+00   9.27058445991447e-01 	9.70292635307943e-04	 1.96693435290431e-02	1.91781839543640e-05		1.00019389365786e+00
3.48000000000000e+00    	2.06931034022180e-04 	 2.85252098002825e+00   9.27059071690630e-01 	8.94851014842812e-04	 2.18429857854664e-02	2.25148814697002e-05		1.00023893010284e+00
3.51000000000000e+00    	2.32116809371777e-04 	 2.85320021071949e+00   9.27059793023647e-01 	7.77450941937908e-04	 2.33276770124593e-02	2.54984549203104e-05		1.00027235570865e+00
3.54000000000000e+00    	2.53133067645182e-04 	 2.85391246623549e+00   9.27060594326987e-01 	6.16895953153892e-04	 2.40333132538513e-02	2.77986591295211e-05		1.00028894899391e+00
3.57000000000000e+00    	2.68707718376377e-04 	 2.85463334515645e+00   9.27061451048962e-01 	4.15226917838917e-04	 2.38943962422861e-02	2.91609423305334e-05		1.00028551695780e+00
3.60000000000000e+00    	2.77685571397896e-04 	 2.85533690005620e+00   9.27062332736418e-01 	1.78279419863157e-04	 2.28737243495463e-02	2.94527679427155e-05		1.00026158574477e+00
3.63000000000000e+00    	2.79145557103458e-04 	 2.85599652571683e+00   9.27063207220451e-01 	-8.41504177642764e-05	 2.09652132857793e-02	2.86962371663878e-05		1.00021974989144e+00
3.66000000000000e+00    	2.72516092461096e-04 	 2.85658591739785e+00   9.27064045493624e-01 	-3.58615493678336e-04	 1.81956980318907e-02	2.70807033441608e-05		1.00016559267219e+00
3.69000000000000e+00    	2.57673843242702e-04 	 2.85708006836357e+00   9.27064826615332e-01 	-6.28828029268032e-04	 1.46255901189039e-02	2.49514382491700e-05		1.00010714622664e+00
3.72000000000000e+00    	2.35011310548454e-04 	 2.85745627204787e+00   9.27065541908929e-01 	-8.76926772016766e-04	 1.03482934196647e-02	2.27736185396361e-05		1.00005392689390e+00
3.75000000000000e+00    	2.05460966689377e-04 	 2.85769509090512e+00   9.27066197744293e-01 	-1.08508635564032e-03	 5.48831936832296e-03	2.10745678662491e-05		1.00001564963056e+00
3.78000000000000e+00    	1.70468020584469e-04 	 2.85778125170005e+00   9.27066816340372e-01 	-1.23729196583090e-03	 1.98090414019702e-04	2.03708171398356e-05		1.00000078527279e+00
3.81000000000000e+00    	1.31909914977969e-04 	 2.85770442641373e+00   9.27067434265952e-01 	-1.32105982742015e-03	 -5.34652189086018e-03	2.10895659363446e-05		1.00001516535509e+00
3.84000000000000e+00    	9.19676268456919e-05 	 2.85745985973705e+00   9.27068098637407e-01 	-1.32886993349761e-03	 -1.09518134590850e-02	2.34959887251521e-05		1.00006085248119e+00
3.87000000000000e+00    	5.29607766407036e-05 	 2.85704880868696e+00   9.27068861367216e-01 	-1.25909742613077e-03	 -1.64128426672309e-02	2.76380907199365e-05		1.00013547457063e+00
3.90000000000000e+00    	1.71643485687265e-05 	 2.85647876717932e+00   9.27069772152684e-01 	-1.11628352792473e-03	 -2.15207679733021e-02	3.33192546429139e-05		1.00023216837555e+00
3.93000000000000e+00    	-1.33715465173806e-05 	 2.85576345788062e+00   9.27070871153877e-01 	-9.10670409785211e-04	 -2.60706458850813e-02	4.01052964136486e-05		1.00034019688599e+00
3.96000000000000e+00    	-3.69767209891923e-05 	 2.85492258436045e+00   9.27072182444054e-01 	-6.57025857045666e-04	 -2.98693790834133e-02	4.73681416674207e-05		1.00044620731629e+00
3.99000000000000e+00    	-5.24711374427769e-05 	 2.85398134728302e+00   9.27073709293123e-01 	-3.72888226125581e-04	 -3.27434972133957e-02	5.43627909052535e-05		1.00053599565968e+00
4.02000000000000e+00    	-5.92161960476485e-05 	 2.85296973801040e+00   9.27075432157191e-01 	-7.64538517609727e-05	 -3.45464644200209e-02	6.03288681710767e-05		1.00059655590487e+00
4.05000000000000e+00    	-5.71007972436302e-05 	 2.85192163083250e+00   9.27077309913235e-01 	2.15606847391086e-04	 -3.51652330447642e-02	6.46035835355538e-05		1.00061813109449e+00
4.08000000000000e+00    	-4.64649801156196e-05 	 2.85087370094988e+00   9.27079284438080e-01 	4.90092618060016e-04	 -3.45257952892570e-02	6.67301137027206e-05		1.00059596000785e+00
4.11000000000000e+00    	-2.79730230592212e-05 	 2.84986419974815e+00   9.27081288142477e-01 	7.38680298066572e-04	 -3.25975179201074e-02	6.65447368747266e-05		1.00053143291520e+00
4.14000000000000e+00    	-2.45570462466931e-06 	 2.84893162263504e+00   9.27083253599914e-01 	9.58567824318130e-04	 -2.93960756775303e-02	6.42277923576871e-05		1.00043243262237e+00
4.17000000000000e+00    	2.92531977978412e-05 	 2.84811330863517e+00   9.27085124023192e-01 	1.15221988984270e-03	 -2.49848272592674e-02	6.03076144646796e-05		1.00031273751805e+00
4.20000000000000e+00    	6.64590669292304e-05 	 2.84744401560948e+00   9.27086863101711e-01 	1.32621215511807e-03	 -1.94745077187015e-02	5.56126464014937e-05		1.00019049104775e+00
4.23000000000000e+00    	1.08702062654965e-04 	 2.84695452031435e+00   9.27088462668571e-01 	1.48930895707283e-03	 -1.30211494327014e-02	5.11743013599964e-05		1.00008588180842e+00
4.26000000000000e+00    	1.55786955078121e-04 	 2.84667029771385e+00   9.27089946848446e-01 	1.65004107835095e-03	 -5.82219702664875e-03	4.80908573477738e-05		1.00001831129560e+00
4.29000000000000e+00    	2.07737488279074e-04 	 2.84661033753872e+00   9.27091371744938e-01 	1.81415333336606e-03	 1.88914658605548e-03	4.73695997357586e-05		1.00000343112962e+00
4.32000000000000e+00    	2.64677648826499e-04 	 2.84678615631509e+00   9.27092820323437e-01 	1.98234653748866e-03	 9.85121734255745e-03	4.97693537157829e-05		1.00005048805443e+00
4.35000000000000e+00    	3.26655076496020e-04 	 2.84720105852628e+00   9.27094392856779e-01 	2.14872993010079e-03	 1.77826074227954e-02	5.56674287532501e-05		1.00016040776764e+00
4.38000000000000e+00    	3.93433430121041e-04 	 2.84784969064739e+00   9.27096194019253e-01 	2.30032261538621e-03	 2.53919873894635e-02	6.49731879288799e-05		1.00032497156136e+00
