0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e-01  	5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.43906218615686e-12 	 8.09016994354667e-01   5.87785252290000e-01 	-7.35589408990004e-10	 -2.43787130596056e-09	-8.53134654176973e-20		1.00000000000000e+00
6.00000000000000e-02    	-1.36778184397392e-10 	 8.09016993995922e-01   5.87785252290000e-01 	-1.11837111970308e-08	 -2.71794193947458e-08	-4.71773427028075e-17		1.00000000000000e+00
9.00000000000000e-02    	-9.81323693717813e-10 	 8.09016992457751e-01   5.87785252290000e-01 	-5.23308602939589e-08	 -7.47690756494818e-08	-1.23180254295374e-15		1.00000000000000e+00
1.20000000000000e-01    	-3.82581312717910e-09 	 8.09016990330134e-01   5.87785252290000e-01 	-1.48029021560415e-07	 -3.34687404903742e-08	-6.45868730989991e-15		1.00000000000001e+00
1.50000000000000e-01    	-1.05433160264798e-08 	 8.09016994393066e-01   5.87785252290000e-01 	-3.10825371669002e-07	 4.11353654672030e-07	2.78271236753510e-14		1.00000000000013e+00
1.80000000000000e-01    	-2.30085797457915e-08 	 8.09017024798466e-01   5.87785252290006e-01 	-5.25459715143395e-07	 1.84511902895550e-06	5.06740809362192e-13		1.00000000000184e+00
2.10000000000000e-01    	-4.20134438614241e-08 	 8.09017123757295e-01   5.87785252290052e-01 	-7.32389183801872e-07	 5.15420857944543e-06	3.26971614016675e-12		1.00000000001355e+00
2.40000000000000e-01    	-6.57204183193109e-08 	 8.09017364413082e-01   5.87785252290280e-01 	-8.13907258675117e-07	 1.15065905350050e-05	1.40762347022020e-11		1.00000000006653e+00
2.70000000000000e-01    	-8.77706950508664e-08 	 8.09017858293362e-01   5.87785252291112e-01 	-5.85394582435899e-07	 2.22756072985900e-05	4.68525735250112e-11		1.00000000024827e+00
3.00000000000000e-01    	-9.52355152360227e-08 	 8.09018759592698e-01   5.87785252293578e-01 	2.06032075769060e-07	 3.89051703469545e-05	1.28948843021457e-10		1.00000000075683e+00
3.30000000000000e-01    	-6.66608543606201e-08 	 8.09020264579711e-01   5.87785252299781e-01 	1.87370587581326e-06	 6.27207575225884e-05	3.04763641605877e-10		1.00000000196870e+00
3.60000000000000e-01    	2.95016500742470e-08 	 8.09022604646818e-01   5.87785252313387e-01 	4.77336399603731e-06	 9.46968880248564e-05	6.32954909789539e-10		1.00000000449514e+00
3.90000000000000e-01    	2.35765152018735e-07 	 8.09026031931921e-01   5.87785252339869e-01 	9.27466283319554e-06	 1.35197662706861e-04	1.17120615928851e-09		1.00000000918221e+00
4.20000000000000e-01    	6.05475201307424e-07 	 8.09030797017331e-01   5.87785252386029e-01 	1.57230182083913e-05	 1.83712002107558e-04	1.94363390871010e-09		1.00000001699866e+00
4.50000000000000e-01    	1.20140849102158e-06 	 8.09037118919785e-01   5.87785252458281e-01 	2.43935584584392e-05	 2.38608929365680e-04	2.89067520698245e-09		1.00000002876463e+00
4.80000000000000e-01    	2.09290566630719e-06 	 8.09045148380408e-01   5.87785252559258e-01 	3.54399895135937e-05	 2.96940236488192e-04	3.81002187193336e-09		1.00000004471475e+00
5.10000000000000e-01    	3.35143925755185e-06 	 8.09054926288579e-01   5.87785252682744e-01 	4.88420943289979e-05	 3.54317846485127e-04	4.30860764485628e-09		1.00000006396334e+00
5.40000000000000e-01    	5.04464127767600e-06 	 8.09066339865399e-01   5.87785252807715e-01 	6.43563398052902e-05	 4.04890971417382e-04	3.79662485160075e-09		1.00000008403922e+00
5.70000000000000e-01    	7.22895729914170e-06 	 8.09079079924533e-01   5.87785252893283e-01 	8.14745514264707e-05	 4.41443741542112e-04	1.56024943058529e-09		1.00000010075533e+00
6.00000000000000e-01    	9.94124561604851e-06 	 8.09092603055719e-01   5.87785252877422e-01 	9.93957486589198e-05	 4.55627471189393e-04	-3.05518203510842e-09		1.00000010873795e+00
6.30000000000000e-01    	1.31897895546607e-05 	 8.09106102880536e-01   5.87785252683027e-01 	1.17015935036911e-04	 4.38333414591409e-04	-1.03396078946165e-08		1.00000010291445e+00
6.60000000000000e-01    	1.69453243457053e-05 	 8.09118494563062e-01   5.87785252234741e-01 	1.32939857647453e-04	 3.80202175514664e-04	-1.98141221452347e-08		1.00000008111335e+00
6.90000000000000e-01    	2.11327826632176e-05 	 8.09128416486567e-01   5.87785251488544e-01 	1.45517490641405e-04	 2.72255417581057e-04	-2.98000352759594e-08		1.00000004764918e+00
7.20000000000000e-01    	2.56245212998144e-05 	 8.09134252415951e-01   5.87785250473210e-01 	1.52906317804752e-04	 1.06624820228003e-04	-3.70833025698297e-08		1.00000001737460e+00
7.50000000000000e-01    	3.02357946884995e-05 	 8.09134176559159e-01   5.87785249338418e-01 	1.53158520121131e-04	 -1.22656963563680e-04	-3.68348179502169e-08		1.00000001925113e+00
7.80000000000000e-01    	3.47231831622854e-05 	 8.09126222745275e-01   5.87785248399279e-01 	1.44330107919460e-04	 -4.18847556334364e-04	-2.29559048472388e-08		1.00000009813222e+00
8.10000000000000e-01    	3.87865654714214e-05 	 8.09108377499336e-01   5.87785248162373e-01 	1.24607106525454e-04	 -7.81719581090806e-04	1.10181492212347e-08		1.00000031330617e+00
8.40000000000000e-01    	4.20750538063148e-05 	 8.09078695180455e-01   5.87785249315628e-01 	9.24423467820707e-05	 -1.20687468056108e-03	7.04146559947042e-08		1.00000073254578e+00
8.70000000000000e-01    	4.41970996720667e-05 	 8.09035431643518e-01   5.87785252665145e-01 	4.66954238571463e-05	 -1.68520419069887e-03	1.57421301865276e-07		1.00000142104582e+00
9.00000000000000e-01    	4.47347493925224e-05 	 8.08977191181501e-01   5.87785259007728e-01 	-1.32319214036578e-05	 -2.20255200676010e-03	2.68863468053820e-07		1.00000242570231e+00
9.30000000000000e-01    	4.32617992692236e-05 	 8.08903079909865e-01   5.87785268938923e-01 	-8.72723888238165e-05	 -2.73962980536280e-03	3.94217371386646e-07		1.00000375658699e+00
9.60000000000000e-01    	3.93653905227960e-05 	 8.08812857374160e-01   5.87785282612265e-01 	-1.74588194814103e-04	 -3.27222584924784e-03	5.14448080662434e-07		1.00000536895724e+00
9.90000000000000e-01    	3.26704047363658e-05 	 8.08707077102364e-01   5.87785299483914e-01 	-2.73490051848434e-04	 -3.77173628568916e-03	6.02298516766280e-07		1.00000715037033e+00
1.02000000000000e+00    	2.28658738347706e-05 	 8.08587206181245e-01   5.87785318094533e-01 	-3.81384463221156e-04	 -4.20603253093579e-03	6.24552901242774e-07		1.00000891804231e+00
1.05000000000000e+00    	9.73249642700170e-06 	 8.08455713793182e-01   5.87785335952366e-01 	-4.94753185635303e-04	 -4.54066057628691e-03	5.46531454409040e-07		1.00001043113534e+00
1.08000000000000e+00    	-6.82976251947789e-06 	 8.08316119067946e-01   5.87785349583164e-01 	-6.09168829252792e-04	 -4.74034859564209e-03	3.38649930864831e-07		1.00001142093057e+00
