0.00000000000000e+00    	0.00000000000000e+00 	 5.87785252290000e-01  	-8.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.79133789389489e-12 	 5.87785252317891e-01   -8.09016994370000e-01 	-7.97418958864689e-10	 4.71119152541315e-09	4.44939173472331e-19		1.00000000000000e+00
6.00000000000000e-02    	-1.50932499613578e-10 	 5.87785253234817e-01   -8.09016994370000e-01 	-1.24553252557246e-08	 8.02119535481206e-08	1.96477332794120e-16		1.00000000000000e+00
9.00000000000000e-02    	-1.10875498926320e-09 	 5.87785259738684e-01   -8.09016994370000e-01 	-6.00388407069299e-08	 4.20838835375102e-07	7.08505514186444e-15		1.00000000000009e+00
1.20000000000000e-01    	-4.43716717349310e-09 	 5.87785284295377e-01   -8.09016994369999e-01 	-1.75803598698790e-07	 1.34503121926182e-06	8.87594147957940e-14		1.00000000000092e+00
1.50000000000000e-01    	-1.26022585423866e-08 	 5.87785350179461e-01   -8.09016994369991e-01 	-3.85296977200296e-07	 3.24248016468474e-06	6.12153499765649e-13		1.00000000000533e+00
1.80000000000000e-01    	-2.85205156655100e-08 	 5.87785492293127e-01   -8.09016994369946e-01 	-6.89909873882454e-07	 6.47991195955910e-06	2.85624995456809e-12		1.00000000002123e+00
2.10000000000000e-01    	-5.45538237002549e-08 	 5.87785754643127e-01   -8.09016994369771e-01 	-1.04820129376137e-06	 1.12744069396745e-05	1.00594064521233e-11		1.00000000006411e+00
2.40000000000000e-01    	-9.09590692303576e-08 	 5.87786183695383e-01   -8.09016994369231e-01 	-1.35867877983068e-06	 1.75478724652192e-05	2.85131451477245e-11		1.00000000015489e+00
2.70000000000000e-01    	-1.33878074568748e-07 	 5.87786817293624e-01   -8.09016994367853e-01 	-1.44683646585231e-06	 2.47799549026594e-05	6.76681799932984e-11		1.00000000030807e+00
3.00000000000000e-01    	-1.73036128206421e-07 	 5.87787669384741e-01   -8.09016994364859e-01 	-1.05910615494110e-06	 3.18789370788818e-05	1.37784957128781e-10		1.00000000050869e+00
3.30000000000000e-01    	-1.89391473257662e-07 	 5.87788711393338e-01   -8.09016994359220e-01 	1.34038043153860e-07	 3.70907673890785e-05	2.44076791422822e-10		1.00000000068787e+00
3.60000000000000e-01    	-1.53035948416969e-07 	 5.87789851678850e-01   -8.09016994349930e-01 	2.52424527477233e-06	 3.79651612511355e-05	3.78149235854358e-10		1.00000000072386e+00
3.90000000000000e-01    	-2.16816410956391e-08 	 5.87790915035900e-01   -8.09016994336536e-01 	6.54001868373380e-06	 3.13946889425334e-05	5.10989936979737e-10		1.00000000051420e+00
4.20000000000000e-01    	2.59925385189423e-07 	 5.87791624609003e-01   -8.09016994319748e-01 	1.26103203425705e-05	 1.37380329127890e-05	5.96163065935177e-10		1.00000000017388e+00
4.50000000000000e-01    	7.59348595450614e-07 	 5.87791588838683e-01   -8.09016994301646e-01 	2.11184356931922e-05	 -1.89675903314092e-05	5.95605917633202e-10		1.00000000040288e+00
4.80000000000000e-01    	1.55430351318336e-06 	 5.87790296098873e-01   -8.09016994284608e-01 	3.23485329051065e-05	 -7.07071267727121e-05	5.41155803381915e-10		1.00000000302296e+00
5.10000000000000e-01    	2.72882857939073e-06 	 5.87787119499449e-01   -8.09016994267748e-01 	4.64282905479426e-05	 -1.45111682996452e-04	6.40185627780534e-10		1.00000001160649e+00
5.40000000000000e-01    	4.36772668109257e-06 	 5.87781333902001e-01   -8.09016994239533e-01 	6.32717202284537e-05	 -2.45023987914150e-04	1.42190723499363e-09		1.00000003202003e+00
5.70000000000000e-01    	6.54935188233638e-06 	 5.87772146538045e-01   -8.09016994165658e-01 	8.25268280956032e-05	 -3.72030951684228e-04	3.90239283150946e-09		1.00000007260885e+00
