0.00000000000000e+00    	0.00000000000000e+00 	 -4.04508497190000e+00  	2.93892626150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.38304707065166e-13 	 -4.04508497190000e+00   2.93892626150000e+00 	3.87668752909835e-11	 1.26536296813504e-20	1.72223059528634e-31		1.00000000000000e+00
6.00000000000000e-02    	6.65288703457221e-12 	 -4.04508497190000e+00   2.93892626150000e+00 	5.20083889866481e-10	 2.30469068518334e-19	4.04945496772610e-29		1.00000000000000e+00
9.00000000000000e-02    	4.23210133125941e-11 	 -4.04508497190000e+00   2.93892626150000e+00 	2.06607813710151e-09	 1.28033442563961e-18	8.44327513904076e-28		1.00000000000000e+00
1.20000000000000e-01    	1.41045285003021e-10 	 -4.04508497190000e+00   2.93892626150000e+00 	4.59595679953370e-09	 4.30762426793636e-18	5.64828452734403e-27		1.00000000000000e+00
1.50000000000000e-01    	3.10468138391347e-10 	 -4.04508497190000e+00   2.93892626150000e+00 	6.27314031862020e-09	 1.09006148798246e-17	1.34266254840529e-26		1.00000000000000e+00
1.80000000000000e-01    	4.64515913045334e-10 	 -4.04508497190000e+00   2.93892626150000e+00 	2.54301099229747e-09	 2.28575100773016e-17	-3.72550632707984e-26		1.00000000000000e+00
2.10000000000000e-01    	3.30532496070735e-10 	 -4.04508497190000e+00   2.93892626150000e+00 	-1.45638797632224e-08	 4.18090729436275e-17	-4.52531981297835e-25		1.00000000000000e+00
2.40000000000000e-01    	-6.58491698232634e-10 	 -4.04508497190000e+00   2.93892626150000e+00 	-5.67044510562645e-08	 6.87284365006138e-17	-2.17625202455327e-24		1.00000000000000e+00
2.70000000000000e-01    	-3.47187857435768e-09 	 -4.04508497190000e+00   2.93892626150000e+00 	-1.38945474295079e-07	 1.03376250732583e-16	-7.38473752858708e-24		1.00000000000001e+00
3.00000000000000e-01    	-9.57158119968389e-09 	 -4.04508497190000e+00   2.93892626150000e+00 	-2.78856565203159e-07	 1.43742435373383e-16	-2.00744665538576e-23		1.00000000000004e+00
3.30000000000000e-01    	-2.09655099780237e-08 	 -4.04508497190000e+00   2.93892626150000e+00 	-4.94952803323152e-07	 1.85554183527586e-16	-4.61608102369525e-23		1.00000000000012e+00
3.60000000000000e-01    	-4.02048497293027e-08 	 -4.04508497190000e+00   2.93892626150000e+00 	-8.04531158909074e-07	 2.21922544763267e-16	-9.23926184275408e-23		1.00000000000032e+00
3.90000000000000e-01    	-7.03086874737337e-08 	 -4.04508497190000e+00   2.93892626150000e+00 	-1.22101222405650e-06	 2.43196334966986e-16	-1.63432297119138e-22		1.00000000000075e+00
4.20000000000000e-01    	-1.14603593412203e-07 	 -4.04508497190000e+00   2.93892626150000e+00 	-1.75096297079295e-06	 2.37082135860617e-16	-2.56953461198711e-22		1.00000000000153e+00
4.50000000000000e-01    	-1.76471934365721e-07 	 -4.04508497190000e+00   2.93892626150000e+00 	-2.39103210530408e-06	 1.89073081322003e-16	-3.57666771817706e-22		1.00000000000286e+00
4.80000000000000e-01    	-2.59010322546404e-07 	 -4.04508497190000e+00   2.93892626150000e+00 	-3.12507207906983e-06	 8.32077584656810e-17	-4.32690843455876e-22		1.00000000000488e+00
5.10000000000000e-01    	-3.64608245540116e-07 	 -4.04508497190000e+00   2.93892626150000e+00 	-3.92174663915389e-06	 -9.68449195783525e-17	-4.32257349242648e-22		1.00000000000769e+00
5.40000000000000e-01    	-4.94466002812648e-07 	 -4.04508497190000e+00   2.93892626150000e+00 	-4.73292661362695e-06	 -3.66407020212621e-16	-3.00738369259357e-22		1.00000000001120e+00
5.70000000000000e-01    	-6.48079924895852e-07 	 -4.04508497190000e+00   2.93892626150000e+00 	-5.49315734213400e-06	 -7.38179930231438e-16	-2.63824116734173e-24		1.00000000001509e+00
6.00000000000000e-01    	-8.22730767190144e-07 	 -4.04508497190000e+00   2.93892626150000e+00 	-6.12043813062783e-06	 -1.22048796069267e-15	4.34170642845794e-22		1.00000000001873e+00
6.30000000000000e-01    	-1.01301744850969e-06 	 -4.04508497190000e+00   2.93892626150000e+00 	-6.51848825475299e-06	 -1.81548944420871e-15	8.60347401365313e-22		1.00000000002125e+00
6.60000000000000e-01    	-1.21048229420259e-06 	 -4.04508497190000e+00   2.93892626150000e+00 	-6.58058787589505e-06	 -2.51748616675102e-15	9.41057758075279e-22		1.00000000002165e+00
6.90000000000000e-01    	-1.40337509276758e-06 	 -4.04508497190000e+00   2.93892626150000e+00 	-6.19497981482037e-06	 -3.31147343420640e-15	1.02196176152842e-22		1.00000000001919e+00
7.20000000000000e-01    	-1.57660117368126e-06 	 -4.04508497190000e+00   2.93892626150000e+00 	-5.25170486484817e-06	 -4.17207592721531e-15	-2.49109709580770e-21		1.00000000001379e+00
7.50000000000000e-01    	-1.71189313286539e-06 	 -4.04508497190000e+00   2.93892626150000e+00 	-3.65062574895428e-06	 -5.06300774355783e-15	-7.89956160226071e-21		1.00000000000666e+00
7.80000000000000e-01    	-1.78823674960737e-06 	 -4.04508497190000e+00   2.93892626150000e+00 	-1.31028024413745e-06	 -5.93717819842526e-15	-1.72987801014563e-20		1.00000000000086e+00
8.10000000000000e-01    	-1.78256925969795e-06 	 -4.04508497190000e+00   2.93892626150000e+00 	1.82289989316551e-06	 -6.73753818215560e-15	-3.17842600749410e-20		1.00000000000166e+00
