0.00000000000000e+00    	0.00000000000000e+00 	 -1.54508497190000e+00  	4.75528258150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	3.35765652521295e-13 	 -1.54508497189065e+00   4.75528258150000e+00 	5.50126273156460e-11	 1.56565890013983e-09	4.37479779511959e-21		1.00000000000000e+00
6.00000000000000e-02    	9.74727660088744e-12 	 -1.54508497159663e+00   4.75528258150000e+00 	7.76262554343164e-10	 2.53322539666764e-08	-3.76840392369433e-18		1.00000000000000e+00
9.00000000000000e-02    	6.52386780821941e-11 	 -1.54508496960413e+00   4.75528258150000e+00 	3.31347755310567e-09	 1.26637756615238e-07	-2.17666821790214e-16		1.00000000000001e+00
1.20000000000000e-01    	2.33565699152699e-10 	 -1.54508496242122e+00   4.75528258150000e+00 	8.28991113436205e-09	 3.85747505512218e-07	-3.23808751073781e-15		1.00000000000007e+00
1.50000000000000e-01    	5.75806084028774e-10 	 -1.54508494405314e+00   4.75528258150000e+00 	1.44771619153482e-08	 8.84442351156492e-07	-2.42464874590407e-14		1.00000000000039e+00
1.80000000000000e-01    	1.07179411587111e-09 	 -1.54508490643323e+00   4.75528258150000e+00 	1.74808615053855e-08	 1.67293846178037e-06	-1.17869920097056e-13		1.00000000000140e+00
2.10000000000000e-01    	1.50804119325879e-09 	 -1.54508484094373e+00   4.75528258149999e+00 	8.65740809305966e-09	 2.73105826701752e-06	-4.21989150952919e-13		1.00000000000373e+00
2.40000000000000e-01    	1.33930349248184e-09 	 -1.54508474112663e+00   4.75528258149997e+00 	-2.55260458624850e-08	 3.92861987939711e-06	-1.19323367312818e-12		1.00000000000772e+00
2.70000000000000e-01    	-4.60058629048878e-10 	 -1.54508460652500e+00   4.75528258149991e+00 	-1.03505040358531e-07	 4.99063665792095e-06	-2.77285164989595e-12		1.00000000001246e+00
3.00000000000000e-01    	-5.53396213331588e-09 	 -1.54508444742449e+00   4.75528258149979e+00 	-2.47869466563256e-07	 5.47304914430844e-06	-5.39904643018865e-12		1.00000000001501e+00
3.30000000000000e-01    	-1.62476273189681e-08 	 -1.54508429009738e+00   4.75528258149958e+00 	-4.83782431366716e-07	 4.75431321317717e-06	-8.80898617538007e-12		1.00000000001142e+00
3.60000000000000e-01    	-3.57306412171004e-08 	 -1.54508418200453e+00   4.75528258149927e+00 	-8.36571571685039e-07	 2.04724406594819e-06	-1.16834981353164e-11		1.00000000000245e+00
3.90000000000000e-01    	-6.78363486432598e-08 	 -1.54508419629878e+00   4.75528258149891e+00 	-1.32858149665551e-06	 -3.56589197998225e-06	-1.11873976889407e-11		1.00000000000724e+00
4.20000000000000e-01    	-1.16997802161876e-07 	 -1.54508443490952e+00   4.75528258149867e+00 	-1.97546122390223e-06	 -1.30738571474532e-05	-3.10979693990342e-12		1.00000000008741e+00
4.50000000000000e-01    	-1.87966951452238e-07 	 -1.54508502948398e+00   4.75528258149884e+00 	-2.78214147141816e-06	 -2.74534137836693e-05	1.66816115313877e-11		1.00000000038072e+00
4.80000000000000e-01    	-2.85432488719474e-07 	 -1.54508613952182e+00   4.75528258149980e+00 	-3.73882701678106e-06	 -4.75659590174426e-05	4.87253744733594e-11		1.00000000113825e+00
5.10000000000000e-01    	-4.13522368106535e-07 	 -1.54508794716868e+00   4.75528258150180e+00 	-4.81738215626706e-06	 -7.40392341947851e-05	8.39265539300044e-11		1.00000000275251e+00
5.40000000000000e-01    	-5.75208851963678e-07 	 -1.54509064832820e+00   4.75528258150460e+00 	-5.96851555707344e-06	 -1.07141582576957e-04	9.52155173698165e-11		1.00000000575747e+00
5.70000000000000e-01    	-7.71646167848384e-07 	 -1.54509444000307e+00   4.75528258150674e+00 	-7.12016793408442e-06	 -1.46657944611275e-04	2.81915078639668e-11		1.00000001077962e+00
6.00000000000000e-01    	-1.00148247179660e-06 	 -1.54509950407102e+00   4.75528258150463e+00 	-8.17746688595228e-06	 -1.91777995272956e-04	-2.06710135132976e-10		1.00000001842284e+00
6.30000000000000e-01    	-1.26019767409511e-06 	 -1.54510598802422e+00   4.75528258149140e+00 	-9.02453548329270e-06	 -2.41007410987606e-04	-7.36900974302148e-10		1.00000002908301e+00
6.60000000000000e-01    	-1.53952564635346e-06 	 -1.54511398353000e+00   4.75528258145588e+00 	-9.52832639148643e-06	 -2.92113105803039e-04	-1.72109884413961e-09		1.00000004271043e+00
6.90000000000000e-01    	-1.82702236588706e-06 	 -1.54512350398368e+00   4.75528258138188e+00 	-9.54450796311489e-06	 -3.42112340150841e-04	-3.33016709637210e-09		1.00000005856597e+00
7.20000000000000e-01    	-2.10583991268751e-06 	 -1.54513446249778e+00   4.75528258124830e+00 	-8.92526459277688e-06	 -3.87313870242016e-04	-5.71408204333314e-09		1.00000007504584e+00
7.50000000000000e-01    	-2.35475958520194e-06 	 -1.54514665198083e+00   4.75528258103040e+00 	-7.52870686664620e-06	 -4.23416812164027e-04	-8.95742010521407e-09		1.00000008966923e+00
7.80000000000000e-01    	-2.54852594232269e-06 	 -1.54515972908369e+00   4.75528258070250e+00 	-5.22943632040688e-06	 -4.45669733929806e-04	-1.30304817828517e-08		1.00000009932442e+00
8.10000000000000e-01    	-2.65850806970185e-06 	 -1.54517320381231e+00   4.75528258024207e+00 	-1.92969309529753e-06	 -4.49088802240271e-04	-1.77480641103644e-08		1.00000010084223e+00
8.40000000000000e-01    	-2.65369606059233e-06 	 -1.54518643651086e+00   4.75528257963471e+00 	2.42955347571593e-06	 -4.28729783771916e-04	-2.27516220900607e-08		1.00000009190756e+00
8.70000000000000e-01    	-2.50202116383493e-06 	 -1.54519864370092e+00   4.75528257887918e+00 	7.85822475006748e-06	 -3.80004554445110e-04	-2.75315900014705e-08		1.00000007223260e+00
9.00000000000000e-01    	-2.17196890538557e-06 	 -1.54520891392134e+00   4.75528257799091e+00 	1.43080784699130e-05	 -2.99028750456052e-04	-3.15035878241545e-08		1.00000004481146e+00
9.30000000000000e-01    	-1.63443709759511e-06 	 -1.54521623425629e+00   4.75528257700236e+00 	2.16655198248367e-05	 -1.82983560060294e-04	-3.41443216056984e-08		1.00000001697619e+00
9.60000000000000e-01    	-8.64775827290548e-07 	 -1.54521952768240e+00   4.75528257595846e+00 	2.97467261156588e-05	 -3.04716610701286e-05	-3.51803977461122e-08		1.00000000090670e+00
9.90000000000000e-01    	1.55065664428066e-07 	 -1.54521770073185e+00   4.75528257490586e+00 	3.82954525025975e-05	 1.58154805763930e-04	-3.48074811515897e-08		1.00000001323974e+00
1.02000000000000e+00    	1.43437051612553e-06 	 -1.54520970028659e+00   4.75528257387562e+00 	4.69838395925396e-05	 3.80517366848640e-04	-3.39010204139079e-08		1.00000007350047e+00
1.05000000000000e+00    	2.97155901254580e-06 	 -1.54519457762435e+00   4.75528257286036e+00 	5.54165442510927e-05	 6.32008373404476e-04	-3.41669590829997e-08		1.00000020125277e+00
1.08000000000000e+00    	4.75227162778504e-06 	 -1.54517155716969e+00   4.75528257178843e+00 	6.31385596062885e-05	 9.05683549864299e-04	-3.81756897716873e-08		1.00000041212450e+00
1.11000000000000e+00    	6.74774733457595e-06 	 -1.54514010680230e+00   4.75528257049952e+00 	6.96471546420747e-05	 1.19226835727642e-03	-4.92287509599385e-08		1.00000071317703e+00
1.14000000000000e+00    	8.91362780820307e-06 	 -1.54510000608348e+00   4.75528256872721e+00 	7.44084037124929e-05	 1.48029232154268e-03	-7.10276692427076e-08		1.00000109840038e+00
1.17000000000000e+00    	1.11893318927698e-05 	 -1.54505140841627e+00   4.75528256609439e+00 	7.68787330118818e-05	 1.75635998645730e-03	-1.07147692255719e-07		1.00000154535418e+00
