0.00000000000000e+00    	0.00000000000000e+00 	 -2.42705098310000e+00  	1.76335575690000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.51446224165116e-13 	 -2.42705098310272e+00   1.76335575690000e+00 	4.01933600630034e-11	 -4.64850035209301e-10	-1.35625154678855e-20		1.00000000000000e+00
6.00000000000000e-02    	6.34026928008341e-12 	 -2.42705098319765e+00   1.76335575690000e+00 	4.69672286384174e-10	 -8.46662636031591e-09	-3.63693162665946e-18		1.00000000000000e+00
9.00000000000000e-02    	3.44504451206297e-11 	 -2.42705098390981e+00   1.76335575690000e+00 	1.44794411158064e-09	 -4.70350024355612e-08	-9.12322726701084e-17		1.00000000000000e+00
1.20000000000000e-01    	8.54514332768768e-11 	 -2.42705098674053e+00   1.76335575690000e+00 	1.54895537833931e-09	 -1.58247028274456e-07	-8.30119485394340e-16		1.00000000000001e+00
1.50000000000000e-01    	7.58922605992568e-11 	 -2.42705099471176e+00   1.76335575690000e+00 	-3.63758189103319e-09	 -4.00450412358550e-07	-4.13713983658707e-15		1.00000000000008e+00
1.80000000000000e-01    	-2.68958167495108e-10 	 -2.42705101273995e+00   1.76335575690000e+00 	-2.25966962853006e-08	 -8.39704867720395e-07	-1.32007012231174e-14		1.00000000000035e+00
2.10000000000000e-01    	-1.54722170580691e-09 	 -2.42705104767160e+00   1.76335575690000e+00 	-6.84387345656361e-08	 -1.53591892686353e-06	-2.71725307689323e-14		1.00000000000118e+00
2.40000000000000e-01    	-4.81852181368959e-09 	 -2.42705110783702e+00   1.76335575690000e+00 	-1.58722365036857e-07	 -2.52484210609909e-06	-2.40196109367375e-14		1.00000000000320e+00
2.70000000000000e-01    	-1.17242428143331e-08 	 -2.42705120202307e+00   1.76335575690000e+00 	-3.14427396573184e-07	 -3.79768154935503e-06	7.32082952116532e-14		1.00000000000726e+00
3.00000000000000e-01    	-2.45635934093814e-08 	 -2.42705133782655e+00   1.76335575690001e+00 	-5.58036111273271e-07	 -5.28059396608380e-06	4.41948836204847e-13		1.00000000001410e+00
3.30000000000000e-01    	-4.62992472139770e-08 	 -2.42705151942210e+00   1.76335575690003e+00 	-9.10773351657176e-07	 -6.81661136746146e-06	1.39510481532978e-12		1.00000000002365e+00
3.60000000000000e-01    	-8.04692629644822e-08 	 -2.42705174485774e+00   1.76335575690010e+00 	-1.38915036564891e-06	 -8.15265769073323e-06	3.36185765806625e-12		1.00000000003420e+00
3.90000000000000e-01    	-1.30987714533687e-07 	 -2.42705200306915e+00   1.76335575690025e+00 	-2.00104789393318e-06	 -8.93418184177818e-06	6.75688608106328e-12		1.00000000004191e+00
4.20000000000000e-01    	-2.01824744916975e-07 	 -2.42705227087484e+00   1.76335575690052e+00 	-2.74165272810898e-06	 -8.70956590638795e-06	1.16886231243051e-11		1.00000000004169e+00
4.50000000000000e-01    	-2.96567141347054e-07 	 -2.42705251027067e+00   1.76335575690096e+00 	-3.58962207800352e-06	 -6.94587709651624e-06	1.75005747752708e-11		1.00000000003057e+00
4.80000000000000e-01    	-4.17872360425376e-07 	 -2.42705266637802e+00   1.76335575690156e+00 	-4.50388568556157e-06	 -3.05674698343390e-06	2.22234723748671e-11		1.00000000001481e+00
5.10000000000000e-01    	-5.66841406135698e-07 	 -2.42705266640957e+00   1.76335575690225e+00 	-5.42150222392018e-06	 3.55777413718070e-06	2.21298701889864e-11		1.00000000002103e+00
5.40000000000000e-01    	-7.42348163073795e-07 	 -2.42705241999696e+00   1.76335575690279e+00 	-6.25696129599300e-06	 1.34605688180349e-05	1.16973398238806e-11		1.00000000011017e+00
5.70000000000000e-01    	-9.40373737782740e-07 	 -2.42705182117307e+00   1.76335575690278e+00 	-6.90326430372814e-06	 2.71182454610769e-05	-1.56448280918726e-11		1.00000000039153e+00
6.00000000000000e-01    	-1.15340308737695e-06 	 -2.42705075221966e+00   1.76335575690162e+00 	-7.23502753988403e-06	 4.48366141267468e-05	-6.56416891756588e-11		1.00000000103133e+00
6.30000000000000e-01    	-1.36994679936788e-06 	 -2.42704908947982e+00   1.76335575689859e+00 	-7.11373199206995e-06	 6.66949679597294e-05	-1.40044462587057e-10		1.00000000224941e+00
