0.00000000000000e+00    	0.00000000000000e+00 	 -8.09016994370000e-01  	-5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-5.94538527385525e-13 	 -8.09016994367793e-01   -5.87785252290000e-01 	-9.83778579627035e-11	 3.50850311948630e-10	7.73740720685242e-22		1.00000000000000e+00
6.00000000000000e-02    	-1.81834197495826e-11 	 -8.09016994316164e-01   -5.87785252290000e-01 	-1.48207190171229e-09	 3.91157141655151e-09	7.76044017973874e-19		1.00000000000000e+00
9.00000000000000e-02    	-1.29393457955288e-10 	 -8.09016994094796e-01   -5.87785252290000e-01 	-6.86260296795687e-09	 1.07605159648503e-08	2.21344168231810e-17		1.00000000000000e+00
1.20000000000000e-01    	-4.99744218799650e-10 	 -8.09016993788596e-01   -5.87785252290000e-01 	-1.91666926800356e-08	 4.81671202301344e-09	1.19909602503180e-16		1.00000000000000e+00
1.50000000000000e-01    	-1.36182018603753e-09 	 -8.09016994373319e-01   -5.87785252290000e-01 	-3.95809113726862e-08	 -5.92006115734267e-08	-5.40411005798409e-16		1.00000000000000e+00
1.80000000000000e-01    	-2.92997400643459e-09 	 -8.09016998749160e-01   -5.87785252290000e-01 	-6.53265450699160e-08	 -2.65543164503749e-07	-9.88520544470504e-15		1.00000000000004e+00
2.10000000000000e-01    	-5.24825900684208e-09 	 -8.09017012990970e-01   -5.87785252290001e-01 	-8.74905129407901e-08	 -7.41775652437193e-07	-6.44121465760781e-14		1.00000000000028e+00
2.40000000000000e-01    	-7.97848383409783e-09 	 -8.09017047625301e-01   -5.87785252290005e-01 	-8.92608712821433e-08	 -1.65598755766451e-06	-2.79760813802353e-13		1.00000000000138e+00
2.70000000000000e-01    	-1.01456720681945e-08 	 -8.09017118702778e-01   -5.87785252290022e-01 	-4.49054754359920e-08	 -3.20582497793026e-06	-9.38765182115645e-13		1.00000000000514e+00
3.00000000000000e-01    	-9.86780180308329e-09 	 -8.09017248414509e-01   -5.87785252290071e-01 	8.02107246223231e-08	 -5.59909058576751e-06	-2.60391112803064e-12		1.00000000001568e+00
3.30000000000000e-01    	-4.10452458089981e-09 	 -8.09017465006773e-01   -5.87785252290197e-01 	3.28348496842615e-07	 -9.02654442202567e-06	-6.20292935308311e-12		1.00000000004079e+00
3.60000000000000e-01    	1.15352541372584e-08 	 -8.09017801780858e-01   -5.87785252290476e-01 	7.46736967373375e-07	 -1.36284418339884e-05	-1.29916515208345e-11		1.00000000009315e+00
3.90000000000000e-01    	4.28852204327707e-08 	 -8.09018295023937e-01   -5.87785252291022e-01 	1.38353709665146e-06	 -1.94571951486021e-05	-2.42697818701359e-11		1.00000000019025e+00
4.20000000000000e-01    	9.71732235613384e-08 	 -8.09018980799785e-01   -5.87785252291984e-01 	2.28256043953369e-06	 -2.64392708928273e-05	-4.07430392449470e-11		1.00000000035212e+00
4.50000000000000e-01    	1.82798955758920e-07 	 -8.09019890630028e-01   -5.87785252293511e-01 	3.47701381697168e-06	 -3.43399682154109e-05	-6.15162076153961e-11		1.00000000059566e+00
