0.00000000000000e+00    	0.00000000000000e+00 	 9.51056516300000e-01  	-3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.29408993265406e-12 	 9.51056516304065e-01   -3.09016994370000e-01 	-2.15233786392888e-10	 7.13546761776807e-10	1.85248675161112e-20		1.00000000000000e+00
6.00000000000000e-02    	-4.06309010231341e-11 	 9.51056516463349e-01   -3.09016994370000e-01 	-3.34841105246051e-09	 1.46751513824489e-08	1.04823470952825e-17		1.00000000000000e+00
9.00000000000000e-02    	-2.97445136871215e-10 	 9.51056517770636e-01   -3.09016994370000e-01 	-1.60710980465782e-08	 8.89552792454758e-08	4.46899862506753e-16		1.00000000000000e+00
1.20000000000000e-01    	-1.18590173332150e-09 	 9.51056523355496e-01   -3.09016994370000e-01 	-4.68301652248002e-08	 3.20544165199060e-07	6.38419386796376e-15		1.00000000000005e+00
1.50000000000000e-01    	-3.35397760881293e-09 	 9.51056540062335e-01   -3.09016994369999e-01 	-1.02037240917615e-07	 8.59502512349856e-07	4.92333401958085e-14		1.00000000000037e+00
1.80000000000000e-01    	-7.55305002678830e-09 	 9.51056579915584e-01   -3.09016994369996e-01 	-1.81341598664137e-07	 1.89806681489962e-06	2.54057929127457e-13		1.00000000000182e+00
2.10000000000000e-01    	-1.43597303919320e-08 	 9.51056661039173e-01   -3.09016994369979e-01 	-2.72622482688454e-07	 3.64522333644715e-06	9.84179319390570e-13		1.00000000000668e+00
2.40000000000000e-01    	-2.37522906523409e-08 	 9.51056807608368e-01   -3.09016994369923e-01 	-3.47428523570390e-07	 6.28797181491813e-06	3.06453963050603e-12		1.00000000001983e+00
2.70000000000000e-01    	-3.45664244561365e-08 	 9.51057048474217e-01   -3.09016994369767e-01 	-3.57618115740716e-07	 9.94218791710996e-06	8.00984702983701e-12		1.00000000004949e+00
3.00000000000000e-01    	-4.38772157026812e-08 	 9.51057414211587e-01   -3.09016994369392e-01 	-2.33910330691199e-07	 1.45975195067978e-05	1.80805741916468e-11		1.00000000010657e+00
3.30000000000000e-01    	-4.63739227428294e-08 	 9.51057932494157e-01   -3.09016994368604e-01 	1.13059017532409e-07	 2.00619807921145e-05	3.59154649231221e-11		1.00000000020125e+00
3.60000000000000e-01    	-3.38094698195234e-08 	 9.51058621883063e-01   -3.09016994367138e-01 	7.88762125931704e-07	 2.59127224592189e-05	6.35275083261838e-11		1.00000000033605e+00
3.90000000000000e-01    	5.38446015630284e-09 	 9.51059484316139e-01   -3.09016994364696e-01 	1.90770675699807e-06	 3.14597628617316e-05	1.00681795985757e-10		1.00000000049668e+00
4.20000000000000e-01    	8.62245632683350e-08 	 9.51060496785887e-01   -3.09016994361043e-01 	3.58336488720397e-06	 3.57292060574517e-05	1.43128053954388e-10		1.00000000064471e+00
4.50000000000000e-01    	2.26960496230583e-07 	 9.51061602878784e-01   -3.09016994356145e-01 	5.91549794833340e-06	 3.74716260206274e-05	1.81770943675871e-10		1.00000000071956e+00
4.80000000000000e-01    	4.48448447020618e-07 	 9.51062704999135e-01   -3.09016994350297e-01 	8.97556964103651e-06	 3.51998829896761e-05	2.04439477521405e-10		1.00000000065980e+00
5.10000000000000e-01    	7.73070106702146e-07 	 9.51063658200975e-01   -3.09016994344133e-01 	1.27912067809582e-05	 2.72587196513104e-05	2.02171277702502e-10		1.00000000045333e+00
5.40000000000000e-01    	1.22318571473828e-06 	 9.51064266588041e-01   -3.09016994338362e-01 	1.73308881743030e-05	 1.19261633523581e-05	1.81530752408962e-10		1.00000000022130e+00
5.70000000000000e-01    	1.81914767492430e-06 	 9.51064283204226e-01   -3.09016994333037e-01 	2.24901897379118e-05	 -1.24558276727982e-05	1.83183835818675e-10		1.00000000033048e+00
6.00000000000000e-01    	2.57694222569294e-06 	 9.51063414219768e-01   -3.09016994326198e-01 	2.80809743850302e-05	 -4.73267266306609e-05	3.04719800126231e-10		1.00000000151418e+00
6.30000000000000e-01    	3.50556799144206e-06 	 9.51061328021257e-01   -3.09016994311820e-01 	3.38248775933370e-05	 -9.37366716619151e-05	7.22834163903222e-10		1.00000000496534e+00
6.60000000000000e-01    	4.60429894861871e-06 	 9.51057669541653e-01   -3.09016994277197e-01 	3.93523017139172e-05	 -1.52169772074922e-04	1.70713203049653e-09		1.00000001235212e+00
6.90000000000000e-01    	5.86001246593587e-06 	 9.51052079830887e-01   -3.09016994200167e-01 	4.42078993240957e-05	 -2.22373570460878e-04	3.61595909906422e-09		1.00000002570217e+00
7.20000000000000e-01    	7.24478794082640e-06 	 9.51044220484538e-01   -3.09016994046837e-01 	4.78632102718962e-05	 -3.03207998094603e-04	6.86492685814797e-09		1.00000004711299e+00
7.50000000000000e-01    	8.71399590812522e-06 	 9.51033802138600e-01   -3.09016993770755e-01 	4.97367351639633e-05	 -3.92527646263381e-04	1.18621070198767e-08		1.00000007827584e+00
7.80000000000000e-01    	1.02050996346324e-05 	 9.51020615827205e-01   -3.09016993314523e-01 	4.92212987394367e-05	 -4.87110789388823e-04	1.89106375462847e-08		1.00000011984982e+00
8.10000000000000e-01    	1.16373799940060e-05 	 9.51004565614434e-01   -3.09016992614700e-01 	4.57180984541464e-05	 -5.82647281379236e-04	2.80892602684825e-08		1.00000017078399e+00
8.40000000000000e-01    	1.29127692329571e-05 	 9.50985700579114e-01   -3.09016991610373e-01 	3.86763634310258e-05	 -6.73795202417754e-04	3.91325957866920e-08		1.00000022774789e+00
8.70000000000000e-01    	1.39179399544039e-05 	 9.50964243979893e-01   -3.09016990254918e-01 	2.76370813269497e-05	 -7.54313013861594e-04	5.13432344628108e-08		1.00000028487593e+00
9.00000000000000e-01    	1.45277425396001e-05 	 9.50940617281697e-01   -3.09016988529455e-01 	1.22787993823940e-05	 -8.17270095269332e-04	6.35737741358258e-08		1.00000033404054e+00
9.30000000000000e-01    	1.46100180259676e-05 	 9.50915456704511e-01   -3.09016986455328e-01 	-7.53691341779910e-06	 -8.55334054396368e-04	7.43154943084123e-08		1.00000036582651e+00
9.60000000000000e-01    	1.40317354074413e-05 	 9.50889620076080e-01   -3.09016984101977e-01 	-3.17231225487121e-05	 -8.61128330068895e-04	8.19189323873468e-08		1.00000037127411e+00
9.90000000000000e-01    	1.26663144373153e-05 	 9.50864182039691e-01   -3.09016981586147e-01 	-5.99313658973982e-05	 -8.27648599064978e-04	8.49494163376274e-08		1.00000034429693e+00
1.02000000000000e+00    	1.04019003345360e-05 	 9.50840416086558e-01   -3.09016979058716e-01 	-9.15248984925825e-05	 -7.48721628245688e-04	8.26492477832494e-08		1.00000028448040e+00
1.05000000000000e+00    	7.15025970007821e-06 	 9.50819762441051e-01   -3.09016976676813e-01 	-1.25564559690134e-04	 -6.19485772771170e-04	7.54421708933986e-08		1.00000019976452e+00
1.08000000000000e+00    	2.85587335568011e-06 	 9.50803781508841e-01   -3.09016974561363e-01 	-1.60810245333932e-04	 -4.36868600545646e-04	6.53820567054482e-08		1.00000010835705e+00
1.11000000000000e+00    	-2.49528082169050e-06 	 9.50794093377182e-01   -3.09016972743499e-01 	-1.95740462300677e-04	 -2.00034397153295e-04	5.64251271056896e-08		1.00000003916405e+00
1.14000000000000e+00    	-8.86782499073405e-06 	 9.50792304699603e-01   -3.09016971107015e-01 	-2.28591634023181e-04	 8.92271805563381e-05	5.44024117993535e-08		1.00000003010781e+00
1.17000000000000e+00    	-1.61705623930170e-05 	 9.50799925163791e-01   -3.09016969337427e-01 	-2.57417710641677e-04	 4.26200080286415e-04	6.65934367385334e-08		1.00000012395519e+00
1.20000000000000e+00    	-2.42521428785815e-05 	 9.50818276586226e-01   -3.09016966890470e-01 	-2.80169254742208e-04	 8.03055702723329e-04	1.00856273728393e-07		1.00000036169658e+00
1.23000000000000e+00    	-3.28993654229663e-05 	 9.50848398451150e-01   -3.09016962992996e-01 	-2.94789609416331e-04	 1.20880568062133e-03	1.64350047750279e-07		1.00000077405576e+00
1.26000000000000e+00    	-4.18385740675098e-05 	 9.50890954365362e-01   -3.09016956686783e-01 	-2.99324143326658e-04	 1.62941282481804e-03	2.61983974113101e-07		1.00000137228964e+00
1.29000000000000e+00    	-5.07404606146987e-05 	 9.50946144385928e-01   -3.09016946920159e-01 	-2.92037079144638e-04	 2.04807312007263e-03	3.94825650480952e-07		1.00000213994237e+00
1.32000000000000e+00    	-5.92284038467419e-05 	 9.51013628451921e-01   -3.09016932684181e-01 	-2.71529237117106e-04	 2.44567396901935e-03	5.58779689613990e-07		1.00000302752022e+00
1.35000000000000e+00    	-6.68902632266319e-05 	 9.51092466177808e-01   -3.09016913180060e-01 	-2.36849345363467e-04	 2.80142516129077e-03	7.43883601832658e-07		1.00000395203274e+00
1.38000000000000e+00    	-7.32933221081068e-05 	 9.51181078019648e-01   -3.09016887994337e-01 	-1.87591522124584e-04	 3.09364966787261e-03	9.34542074712779e-07		1.00000480291833e+00
1.41000000000000e+00    	-7.80018617101637e-05 	 9.51277232293090e-01   -3.09016857250000e-01 	-1.23972189201163e-04	 3.30071178011338e-03	1.11092246948171e-06		1.00000545501942e+00
1.44000000000000e+00    	-8.05966633625129e-05 	 9.51378061706210e-01   -3.09016821697378e-01 	-4.68810003101612e-05	 3.40205082982422e-03	1.25156483307214e-06		1.00000578805787e+00
