0.00000000000000e+00    	0.00000000000000e+00 	 9.51056516300000e-01  	3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.42033440402377e-12 	 9.51056516296894e-01   3.09016994370000e-01 	-4.01713375538178e-10	 -4.49330805296781e-10	-1.53263514820323e-20		1.00000000000000e+00
6.00000000000000e-02    	-7.51913929707223e-11 	 9.51056516266769e-01   3.09016994370000e-01 	-6.16934932822710e-09	 -5.53284983995485e-10	-2.00582273099580e-18		1.00000000000000e+00
9.00000000000000e-02    	-5.44289371429093e-10 	 9.51056516551621e-01   3.09016994370000e-01 	-2.91952998296934e-08	 3.06962149112507e-08	1.67932008757603e-16		1.00000000000000e+00
1.20000000000000e-01    	-2.14333215020158e-09 	 9.51056519450033e-01   3.09016994370000e-01 	-8.36981681978180e-08	 1.99899374929877e-07	5.31381006494352e-15		1.00000000000002e+00
1.50000000000000e-01    	-5.97641938099798e-09 	 9.51056532066375e-01   3.09016994370001e-01 	-1.78756996212624e-07	 7.25625910908419e-07	5.95991036255621e-14		1.00000000000028e+00
1.80000000000000e-01    	-1.32321944990288e-08 	 9.51056570000109e-01   3.09016994370006e-01 	-3.09381499027349e-07	 1.95688228633834e-06	3.90492392110321e-13		1.00000000000196e+00
2.10000000000000e-01    	-2.46233810894294e-08 	 9.51056661242798e-01   3.09016994370034e-01 	-4.47362785442252e-07	 4.36766781402572e-06	1.80154509730007e-12		1.00000000000964e+00
2.40000000000000e-01    	-3.95657637095744e-08 	 9.51056849503967e-01   3.09016994370146e-01 	-5.33287882482770e-07	 8.52395620392106e-06	6.44955849860503e-12		1.00000000003647e+00
2.70000000000000e-01    	-5.51526005248326e-08 	 9.51057196118600e-01   3.09016994370499e-01 	-4.71114109580272e-07	 1.50222714199219e-05	1.89825061316416e-11		1.00000000011295e+00
3.00000000000000e-01    	-6.50208783380414e-08 	 9.51057779710329e-01   3.09016994371445e-01 	-1.26580159461612e-07	 2.44021360890161e-05	4.76558851572924e-11		1.00000000029774e+00
3.30000000000000e-01    	-5.82407209248976e-08 	 9.51058692900102e-01   3.09016994373640e-01 	6.69516936918230e-07	 3.70378118916382e-05	1.04557118651901e-10		1.00000000068612e+00
3.60000000000000e-01    	-1.83849469660361e-08 	 9.51060035557311e-01   3.09016994378141e-01 	2.11251368385278e-06	 5.30176675576143e-05	2.03670079412657e-10		1.00000000140767e+00
3.90000000000000e-01    	7.70509547431899e-08 	 9.51061904378534e-01   3.09016994386392e-01 	4.40933519485739e-06	 7.20219502332249e-05	3.55542935259659e-10		1.00000000260330e+00
4.20000000000000e-01    	2.56709778152722e-07 	 9.51064378930362e-01   3.09016994399989e-01 	7.75853523512854e-06	 9.32114720221292e-05	5.58127843775625e-10		1.00000000437429e+00
4.50000000000000e-01    	5.54763851747636e-07 	 9.51067504683230e-01   3.09016994420136e-01 	1.23258034541092e-05	 1.15140566744874e-04	7.85121318779642e-10		1.00000000670464e+00
4.80000000000000e-01    	1.00952079469044e-06 	 9.51071273963725e-01   3.09016994446745e-01 	1.82163750034425e-05	 1.35707487509977e-04	9.75683539256247e-10		1.00000000937418e+00
5.10000000000000e-01    	1.66117873704591e-06 	 9.51075606131531e-01   3.09016994477344e-01 	2.54462783382539e-05	 1.52154134055040e-04	1.03212304607138e-09		1.00000001189920e+00
5.40000000000000e-01    	2.54873036420568e-06 	 9.51080328610861e-01   3.09016994506122e-01 	3.39147583180696e-05	 1.61124623905845e-04	8.33925088998640e-10		1.00000001355568e+00
5.70000000000000e-01    	3.70608952309350e-06 	 9.51085160643227e-01   3.09016994523756e-01 	4.33804683428680e-05	 1.58788834203089e-04	2.76063202257875e-10		1.00000001354788e+00
6.00000000000000e-01    	5.15759353088077e-06 	 9.51089701750431e-01   3.09016994518803e-01 	5.34440979702957e-05	 1.41032798541752e-04	-6.64301510318927e-10		1.00000001137326e+00
6.30000000000000e-01    	6.91311278954468e-06 	 9.51093426881392e-01   3.09016994481489e-01 	6.35399637486173e-05	 1.03712972254087e-04	-1.83637867651981e-09		1.00000000739685e+00
6.60000000000000e-01    	8.96307028458179e-06 	 9.51095690049046e-01   3.09016994410441e-01 	7.29387304787357e-05	 4.29661660949571e-05	-2.81426468857059e-09		1.00000000358307e+00
6.90000000000000e-01    	1.12737304869350e-05 	 9.51095737938818e-01   3.09016994322296e-01 	8.07628587090784e-05	 -4.44382783216740e-05	-2.81244619849663e-09		1.00000000424870e+00
7.20000000000000e-01    	1.37831542092684e-05 	 9.51092734492749e-01   3.09016994263131e-01 	8.60156258528921e-05	 -1.60722383719058e-04	-6.55530856642581e-10		1.00000001661519e+00
7.50000000000000e-01    	1.63982285582217e-05 	 9.51085796859026e-01   3.09016994319468e-01 	8.76236978188879e-05	 -3.06722003027942e-04	5.15671188626947e-09		1.00000005087815e+00
7.80000000000000e-01    	1.89931666328921e-05 	 9.51074042371392e-01   3.09016994625454e-01 	8.44923054667473e-05	 -4.81533507624283e-04	1.62545785847187e-08		1.00000011950673e+00
8.10000000000000e-01    	2.14098296152267e-05 	 9.51056645422398e-01   3.09016995362034e-01 	7.55711810756061e-05	 -6.82212168618981e-04	3.40594211802565e-08		1.00000023556220e+00
8.40000000000000e-01    	2.34601561512000e-05 	 9.51032902262311e-01   3.09016996743970e-01 	5.99286036974713e-05	 -9.03549952945093e-04	5.93190902037532e-08		1.00000040999690e+00
8.70000000000000e-01    	2.49308940439057e-05 	 9.51002300941452e-01   3.09016998991754e-01 	3.68302403280169e-05	 -1.13795898221561e-03	9.15793108675180e-08		1.00000064815335e+00
9.00000000000000e-01    	2.55907220502667e-05 	 9.50964592870667e-01   3.09017002287978e-01 	5.81897734832755e-06	 -1.37548363807194e-03	1.28697096849758e-07		1.00000094599411e+00
9.30000000000000e-01    	2.51997300832151e-05 	 9.50919861856162e-01   3.09017006721471e-01 	-3.32083908944609e-05	 -1.60395927679471e-03	1.66537640633787e-07		1.00000128689327e+00
9.60000000000000e-01    	2.35210989294048e-05 	 9.50868586022002e-01   3.09017012227041e-01 	-7.99319422210059e-05	 -1.80932887468237e-03	1.99009429689922e-07		1.00000164002872e+00
9.90000000000000e-01    	2.03346891194664e-05 	 9.50811687811497e-01   3.09017018533079e-01 	-1.33551302781997e-04	 -1.97612090119857e-03	2.18572048439723e-07		1.00000196144298e+00
1.02000000000000e+00    	1.54521149624229e-05 	 9.50750567294194e-01   3.09017025132516e-01 	-1.92744695911010e-04	 -2.08808264015793e-03	2.17290130677682e-07		1.00000219861742e+00
1.05000000000000e+00    	8.73274524950406e-06 	 9.50687114323666e-01   3.09017031293401e-01 	-2.55648851582346e-04	 -2.12895346391556e-03	1.88405789637996e-07		1.00000229889697e+00
1.08000000000000e+00    	9.99381913381540e-08 	 9.50623695704589e-01   3.09017036122619e-01 	-3.19864208110637e-04	 -2.08335269261090e-03	1.28271071387393e-07		1.00000222133332e+00
1.11000000000000e+00    	-1.04433121226530e-05 	 9.50563114432424e-01   3.09017038689429e-01 	-3.82489630721740e-04	 -1.93774716949290e-03	3.83425047691403e-08		1.00000195057930e+00
1.14000000000000e+00    	-2.28002606926413e-05 	 9.50508539245690e-01   3.09017038204669e-01 	-4.40190379649002e-04	 -1.68145511064002e-03	-7.31787605130260e-08		1.00000151052829e+00
1.17000000000000e+00    	-3.67688702099156e-05 	 9.50463404143431e-01   3.09017034237873e-01 	-4.89302117052634e-04	 -1.30763570237175e-03	-1.90541592534495e-07		1.00000097466339e+00
1.20000000000000e+00    	-5.20339477382753e-05 	 9.50431279116454e-01   3.09017026940183e-01 	-5.25972183680414e-04	 -8.14208858649930e-04	-2.90932287954927e-07		1.00000046979133e+00
1.23000000000000e+00    	-6.81640687721416e-05 	 9.50415715053107e-01   3.09017017228905e-01 	-5.46337088989619e-04	 -2.04646998917550e-04	-3.46582847179368e-07		1.00000017018235e+00
1.26000000000000e+00    	-8.46143229532309e-05 	 9.50420067527668e-01   3.09017006883023e-01 	-5.46732129822594e-04	 5.11418932331014e-04	-3.28587318128517e-07		1.00000028023269e+00
1.29000000000000e+00    	-1.00735740026853e-04 	 9.50447305870386e-01   3.09016998501199e-01 	-5.23925415900519e-04	 1.31783341999111e-03	-2.12181621616017e-07		1.00000100559090e+00
1.32000000000000e+00    	-1.15791963939705e-04 	 9.50499815453772e-01   3.09016995286714e-01 	-4.75364640107142e-04	 2.19183761587027e-03	1.71349184830678e-08		1.00000251505868e+00
1.35000000000000e+00    	-1.28983334808646e-04 	 9.50579202408498e-01   3.09017000647958e-01 	-3.99421159493345e-04	 3.10431495649774e-03	3.57613054996562e-07		1.00000489814237e+00
1.38000000000000e+00    	-1.39478026656525e-04 	 9.50686110906161e-01   3.09017017636522e-01 	-2.95612945829473e-04	 4.02038498632814e-03	7.86630711741065e-07		1.00000812540852e+00
1.41000000000000e+00    	-1.46449306183643e-04 	 9.50820063627706e-01   3.09017048283391e-01 	-1.64786363778976e-04	 4.90035334470164e-03	1.25873130501569e-06		1.00001202023727e+00
1.44000000000000e+00    	-1.49117376029228e-04 	 9.50979336005926e-01   3.09017092930681e-01 	-9.23711566061825e-06	 5.70100809510689e-03	1.70744545106810e-06		1.00001625065873e+00
