0.00000000000000e+00    	0.00000000000000e+00 	 6.65739561410000e+00  	-2.16311896060000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.39259203876121e-12 	 6.65739561409220e+00   -2.16311896060000e+00 	-5.57961935693752e-10	 -1.36895016325923e-09	1.41209763913827e-19		1.00000000000000e+00
6.00000000000000e-02    	-1.00504119978720e-10 	 6.65739561378661e+00   -2.16311896060000e+00 	-8.07818795614427e-09	 -2.81544981251184e-08	4.37308349431638e-17		1.00000000000000e+00
9.00000000000000e-02    	-6.89467207071225e-10 	 6.65739561127856e+00   -2.16311896060000e+00 	-3.56527113112908e-08	 -1.70662040758259e-07	1.23358839242041e-15		1.00000000000002e+00
1.20000000000000e-01    	-2.54807668727509e-09 	 6.65739560056393e+00   -2.16311896060000e+00 	-9.35586788990491e-08	 -6.14968822684977e-07	1.25037829217149e-14		1.00000000000019e+00
1.50000000000000e-01    	-6.56508843403509e-09 	 6.65739556851160e+00   -2.16311896060000e+00 	-1.76721437569671e-07	 -1.64896864695845e-06	6.97583282350069e-14		1.00000000000138e+00
1.80000000000000e-01    	-1.30825233957771e-08 	 6.65739549205253e+00   -2.16311896059999e+00 	-2.51655376649551e-07	 -3.64147031465237e-06	2.55805716401418e-13		1.00000000000666e+00
2.10000000000000e-01    	-2.08643398854794e-08 	 6.65739533641568e+00   -2.16311896059998e+00 	-2.44968220471658e-07	 -6.99341731528766e-06	6.58537031122871e-13		1.00000000002448e+00
2.40000000000000e-01    	-2.57699340922897e-08 	 6.65739505522041e+00   -2.16311896059995e+00 	-3.55158452992368e-08	 -1.20635712027112e-05	1.13727857020149e-12		1.00000000007277e+00
2.70000000000000e-01    	-1.92710234865205e-08 	 6.65739459311556e+00   -2.16311896059992e+00 	5.47906722578723e-07	 -1.90742395838801e-05	7.36902661444655e-13		1.00000000018206e+00
3.00000000000000e-01    	1.29984411792222e-08 	 6.65739389144291e+00   -2.16311896059995e+00 	1.72184878184802e-06	 -2.80055578699496e-05	-3.32897165102539e-12		1.00000000039364e+00
3.30000000000000e-01    	9.24331525605543e-08 	 6.65739289711030e+00   -2.16311896060022e+00 	3.73554169389613e-06	 -3.84891926678851e-05	-1.69544593958847e-11		1.00000000074769e+00
3.60000000000000e-01    	2.48144631958504e-07 	 6.65739157450832e+00   -2.16311896060116e+00 	6.85007722201361e-06	 -4.97138974713011e-05	-5.01018707813266e-11		1.00000000125920e+00
3.90000000000000e-01    	5.16908623555096e-07 	 6.65738991991958e+00   -2.16311896060355e+00 	1.13100092993944e-05	 -6.03559409106220e-05	-1.16433223048662e-10		1.00000000188538e+00
4.20000000000000e-01    	9.42163512417337e-07 	 6.65738797748397e+00   -2.16311896060862e+00 	1.73087908122487e-05	 -6.85469300569125e-05	-2.30361673088283e-10		1.00000000249914e+00
4.50000000000000e-01    	1.57190603456666e-06 	 6.65738585542929e+00   -2.16311896061794e+00 	2.49502528799592e-05	 -7.18899253174047e-05	-4.00522436422416e-10		1.00000000289534e+00
4.80000000000000e-01    	2.45540752646518e-06 	 6.65738374098747e+00   -2.16311896063315e+00 	3.42090284234756e-05	 -6.75320279492039e-05	-6.19645371132725e-10		1.00000000286542e+00
5.10000000000000e-01    	3.63876939948682e-06 	 6.65738191222470e+00   -2.16311896065527e+00 	4.48933473768951e-05	 -5.22979355403226e-05	-8.52586770040024e-10		1.00000000237524e+00
5.40000000000000e-01    	5.15944444174218e-06 	 6.65738074494384e+00   -2.16311896068373e+00 	5.66139283653888e-05	 -2.28845012443038e-05	-1.02660156796965e-09		1.00000000186442e+00
5.70000000000000e-01    	7.03996338548237e-06 	 6.65738071289021e+00   -2.16311896071517e+00 	6.87627162388463e-05	 2.38886368289486e-05	-1.03020141091463e-09		1.00000000264949e+00
6.00000000000000e-01    	9.28121532721587e-06 	 6.65738237971730e+00   -2.16311896074248e+00 	8.05049424690680e-05	 9.07824511110579e-05	-7.28232233686255e-10		1.00000000736125e+00
6.30000000000000e-01    	1.18557270927027e-05 	 6.65738638154732e+00   -2.16311896075458e+00 	9.07874172492482e-05	 1.79811040501832e-04	-8.18978263487057e-14		1.00000002028718e+00
6.60000000000000e-01    	1.47014619788148e-05 	 6.65739339948385e+00   -2.16311896073776e+00 	9.83651259963440e-05	 2.91902835260195e-04	1.19564882798984e-09		1.00000004744148e+00
6.90000000000000e-01    	1.77167051668668e-05 	 6.65740412207657e+00   -2.16311896067933e+00 	1.01847150949586e-04	 4.26573648440967e-04	2.73338897833947e-09		1.00000009616896e+00
7.20000000000000e-01    	2.07566160270064e-05 	 6.65741919847271e+00   -2.16311896057412e+00 	9.97617407372978e-05	 5.81637114095838e-04	4.22235579641889e-09		1.00000017412705e+00
7.50000000000000e-01    	2.36320033141796e-05 	 6.65743918377317e+00   -2.16311896043376e+00 	9.06390856922513e-05	 7.52978962653968e-04	4.92047823701955e-09		1.00000028759634e+00
7.80000000000000e-01    	2.61108170332341e-05 	 6.65746447889802e+00   -2.16311896029804e+00 	7.31091004848297e-05	 9.34420831433483e-04	3.69132618499798e-09		1.00000043924352e+00
8.10000000000000e-01    	2.79227517864960e-05 	 6.65749526800401e+00   -2.16311896024645e+00 	4.60103321876875e-05	 1.11769679369306e-03	-9.62030573797176e-10		1.00000062568134e+00
8.40000000000000e-01    	2.87672236241245e-05 	 6.65753145713192e+00   -2.16311896040719e+00 	8.50504646273271e-06	 1.29256151410733e-03	-1.07574328611591e-08		1.00000083539345e+00
8.70000000000000e-01    	2.83248197767022e-05 	 6.65757261824436e+00   -2.16311896096025e+00 	-3.98053768005981e-05	 1.44704300763763e-03	-2.73748548001471e-08		1.00000104775842e+00
9.00000000000000e-01    	2.62721327065605e-05 	 6.65761794309581e+00   -2.16311896213094e+00 	-9.87713716160088e-05	 1.56784560089035e-03	-5.20905262997646e-08		1.00000123394705e+00
9.30000000000000e-01    	2.22996815444987e-05 	 6.65766621141928e+00   -2.16311896417152e+00 	-1.67599667371478e-04	 1.64090017454662e-03	-8.53490282504059e-08		1.00000136032059e+00
9.60000000000000e-01    	1.61324005644442e-05 	 6.65771577768852e+00   -2.16311896732985e+00 	-2.44778956020617e-04	 1.65204949116286e-03	-1.26353142141619e-07		1.00000139459116e+00
9.90000000000000e-01    	7.55194241650348e-06 	 6.65776458020504e+00   -2.16311897180746e+00 	-3.28034532700547e-04	 1.58784684292287e-03	-1.72779480787255e-07		1.00000131443128e+00
1.02000000000000e+00    	-3.58018793678477e-06 	 6.65781017546519e+00   -2.16311897771239e+00 	-4.14319513849491e-04	 1.43643689879904e-03	-2.20740316430359e-07		1.00000111750521e+00
1.05000000000000e+00    	-1.72998722990711e-05 	 6.65784979969804e+00   -2.16311898501604e+00 	-4.99849586832794e-04	 1.18847903187304e-03	-2.65099916058135e-07		1.00000083116570e+00
1.08000000000000e+00    	-3.35193864656585e-05 	 6.65788045816043e+00   -2.16311899352569e+00 	-5.80186980498468e-04	 8.38066117226567e-04	-3.00211560160856e-07		1.00000051948578e+00
1.11000000000000e+00    	-5.20097133456632e-05 	 6.65789904127978e+00   -2.16311900288548e+00 	-6.50377328125776e-04	 3.83586347381872e-04	-3.21069140155069e-07		1.00000028506459e+00
1.14000000000000e+00    	-7.23877694389072e-05 	 6.65790246510820e+00   -2.16311901261705e+00 	-7.05140234790588e-04	 -1.71527485049309e-04	-3.24771765477196e-07		1.00000026332223e+00
1.17000000000000e+00    	-9.41101234351584e-05 	 6.65788783187255e+00   -2.16311902220629e+00 	-7.39110669362395e-04	 -8.18217108236623e-04	-3.12095685066396e-07		1.00000060788177e+00
1.20000000000000e+00    	-1.16474635317709e-04 	 6.65785260476047e+00   -2.16311903123534e+00 	-7.47123925205951e-04	 -1.54143937978229e-03	-2.88875947116803e-07		1.00000146711373e+00
1.23000000000000e+00    	-1.38631155811976e-04 	 6.65779478956954e+00   -2.16311903954871e+00 	-7.24532145547043e-04	 -2.32007538047636e-03	-2.66844894899556e-07		1.00000295384397e+00
