0.00000000000000e+00    	0.00000000000000e+00 	 5.66311896060000e+00  	4.11449676600000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.72213722591027e-12 	 5.66311896060883e+00   4.11449676600000e+00 	-4.60979902736682e-10	 1.40312779749161e-09	2.72677600468922e-19		1.00000000000000e+00
6.00000000000000e-02    	-9.33315538296072e-11 	 5.66311896081530e+00   4.11449676600000e+00 	-7.95876907940388e-09	 1.56432370688021e-08	5.37898608387246e-17		1.00000000000000e+00
9.00000000000000e-02    	-7.43776412733046e-10 	 5.66311896170060e+00   4.11449676600000e+00 	-4.22780915273806e-08	 4.30336775511089e-08	8.82972087681903e-16		1.00000000000000e+00
1.20000000000000e-01    	-3.22797132264504e-09 	 5.66311896292517e+00   4.11449676600000e+00 	-1.36704468290369e-07	 1.92630848608766e-08	3.55637184468728e-15		1.00000000000001e+00
1.50000000000000e-01    	-9.96806948442331e-09 	 5.66311896058673e+00   4.11449676600000e+00 	-3.33339391420579e-07	 -2.36756440849454e-07	-8.69673798194361e-15		1.00000000000008e+00
1.80000000000000e-01    	-2.46730886057107e-08 	 5.66311894308676e+00   4.11449676600000e+00 	-6.74028221215615e-07	 -1.06196661595026e-06	-1.46071057469941e-13		1.00000000000079e+00
2.10000000000000e-01    	-5.21487730398660e-08 	 5.66311888613055e+00   4.11449676599999e+00 	-1.18769065736665e-06	 -2.96652868511915e-06	-7.67435926586299e-13		1.00000000000511e+00
2.40000000000000e-01    	-9.76890194340031e-08 	 5.66311874761997e+00   4.11449676599994e+00 	-1.87534769319716e-06	 -6.62267432386911e-06	-2.61723812704765e-12		1.00000000002369e+00
2.70000000000000e-01    	-1.66004417400985e-07 	 5.66311846336466e+00   4.11449676599981e+00 	-2.69454669115866e-06	 -1.28208437616509e-05	-6.59829701948185e-12		1.00000000008582e+00
3.00000000000000e-01    	-2.59698991437660e-07 	 5.66311794461674e+00   4.11449676599953e+00 	-3.54516030493581e-06	 -2.23921028140593e-05	-1.25273616006586e-11		1.00000000025699e+00
