0.00000000000000e+00    	0.00000000000000e+00 	 -2.16311896060000e+00  	6.65739561410000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	4.71379349907021e-14 	 -2.16311896059460e+00   6.65739561410000e+00 	9.47530785033213e-12	 9.03727569084701e-10	-1.54058830736678e-20		1.00000000000000e+00
6.00000000000000e-02    	3.04208185778857e-12 	 -2.16311896042489e+00   6.65739561410000e+00 	3.03790616600219e-10	 1.46222502904743e-08	-2.83908532060524e-19		1.00000000000000e+00
9.00000000000000e-02    	3.42932772967357e-11 	 -2.16311895927478e+00   6.65739561410000e+00 	2.26833988923728e-09	 7.30976792788037e-08	8.71308615720559e-17		1.00000000000000e+00
1.20000000000000e-01    	1.88881902151672e-10 	 -2.16311895512867e+00   6.65739561410000e+00 	9.29318740639255e-09	 2.22660668023569e-07	1.73814726582448e-15		1.00000000000002e+00
1.50000000000000e-01    	7.00795463720849e-10 	 -2.16311894452627e+00   6.65739561410000e+00 	2.72958600490140e-08	 5.10516651037349e-07	1.46493962845478e-14		1.00000000000013e+00
1.80000000000000e-01    	2.02020441295188e-09 	 -2.16311892281136e+00   6.65739561410000e+00 	6.47222162747760e-08	 9.65651333518007e-07	7.61581026248855e-14		1.00000000000047e+00
2.10000000000000e-01    	4.88178834827080e-09 	 -2.16311888500960e+00   6.65739561410000e+00 	1.31939808957754e-07	 1.57641783038928e-06	2.85264091060257e-13		1.00000000000125e+00
2.40000000000000e-01    	1.03454108813520e-08 	 -2.16311882739330e+00   6.65739561410002e+00 	2.40003588937003e-07	 2.26767271790553e-06	8.34471229787415e-13		1.00000000000260e+00
2.70000000000000e-01    	1.97908996591038e-08 	 -2.16311874969873e+00   6.65739561410006e+00 	3.98845117245710e-07	 2.88068866441172e-06	1.99310866255733e-12		1.00000000000423e+00
3.00000000000000e-01    	3.48513027058352e-08 	 -2.16311865786294e+00   6.65739561410015e+00 	6.15007967907865e-07	 3.15914670626601e-06	3.97208130334561e-12		1.00000000000518e+00
3.30000000000000e-01    	5.72736808728790e-08 	 -2.16311856705075e+00   6.65739561410031e+00 	8.89117758696144e-07	 2.74428128991793e-06	6.61010205581520e-12		1.00000000000416e+00
3.60000000000000e-01    	8.87029976642965e-08 	 -2.16311850465736e+00   6.65739561410054e+00 	1.21332940579832e-06	 1.18171769068150e-06	8.89404558066184e-12		1.00000000000143e+00
3.90000000000000e-01    	1.30392552433286e-07 	 -2.16311851290773e+00   6.65739561410081e+00 	1.56903143321760e-06	 -2.05827123146047e-06	8.47357238481030e-12		1.00000000000335e+00
