0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e-01  	-5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.84854675755138e-12 	 8.09016994379407e-01   -5.87785252290000e-01 	-3.08105205367593e-10	 1.60924698090221e-09	7.77010607451946e-20		1.00000000000000e+00
6.00000000000000e-02    	-5.86638979732651e-11 	 8.09016994708051e-01   -5.87785252290000e-01 	-4.85574580515669e-09	 2.93102978080119e-08	3.43768103308300e-17		1.00000000000000e+00
9.00000000000000e-02    	-4.34265789977266e-10 	 8.09016997173440e-01   -5.87785252290000e-01 	-2.36296891694650e-08	 1.62828722455718e-07	1.27048249479113e-15		1.00000000000001e+00
1.20000000000000e-01    	-1.75225278574445e-09 	 8.09017006973012e-01   -5.87785252290000e-01 	-6.99282565452233e-08	 5.47829515874632e-07	1.64018602924317e-14		1.00000000000015e+00
1.50000000000000e-01    	-5.02234213921758e-09 	 8.09017034568311e-01   -5.87785252289998e-01 	-1.55182522610122e-07	 1.38630454364718e-06	1.16787068149087e-13		1.00000000000097e+00
1.80000000000000e-01    	-1.14868708335828e-08 	 8.09017096979443e-01   -5.87785252289990e-01 	-2.82272851585178e-07	 2.90694376586784e-06	5.63284384285041e-13		1.00000000000427e+00
2.10000000000000e-01    	-2.22548054957710e-08 	 8.09017217908078e-01   -5.87785252289954e-01 	-4.38206055942804e-07	 5.31714288669318e-06	2.05404710657485e-12		1.00000000001423e+00
2.40000000000000e-01    	-3.77191163622005e-08 	 8.09017426192600e-01   -5.87785252289842e-01 	-5.87174480567831e-07	 8.74066264895718e-06	6.04342351850536e-12		1.00000000003837e+00
2.70000000000000e-01    	-5.67852351384389e-08 	 8.09017752252054e-01   -5.87785252289543e-01 	-6.65083932518572e-07	 1.31470641644162e-05	1.49447870328581e-11		1.00000000008664e+00
3.00000000000000e-01    	-7.59706624035503e-08 	 8.09018222385544e-01   -5.87785252288865e-01 	-5.76602755969644e-07	 1.82807124389598e-05	3.18909056570227e-11		1.00000000016726e+00
3.30000000000000e-01    	-8.84655493977640e-08 	 8.09018851045213e-01   -5.87785252287520e-01 	-1.95646693275392e-07	 2.35982059310751e-05	5.97113790914774e-11		1.00000000027846e+00
3.60000000000000e-01    	-8.32682147198551e-08 	 8.09019631473679e-01   -5.87785252285165e-01 	6.30021571789391e-07	 2.82234319358323e-05	9.90389980024238e-11		1.00000000039848e+00
3.90000000000000e-01    	-4.45253013937816e-08 	 8.09020525368059e-01   -5.87785252281499e-01 	2.06972008718736e-06	 3.09289927009463e-05	1.46061908970475e-10		1.00000000048044e+00
4.20000000000000e-01    	4.87886232138839e-08 	 8.09021452477990e-01   -5.87785252276418e-01 	4.29632939779013e-06	 3.01514774730071e-05	1.91344433602555e-10		1.00000000046379e+00
4.50000000000000e-01    	2.22724298611485e-07 	 8.09022281240510e-01   -5.87785252270165e-01 	7.46877678061571e-06	 2.40460116038184e-05	2.22098766288183e-10		1.00000000031700e+00
4.80000000000000e-01    	5.07635974606684e-07 	 8.09022821678318e-01   -5.87785252263319e-01 	1.17113968482566e-05	 1.05827940691877e-05	2.30863710891044e-10		1.00000000012458e+00
5.10000000000000e-01    	9.36808988649529e-07 	 8.09022821821698e-01   -5.87785252256394e-01 	1.70914373719389e-05	 -1.23149078302609e-05	2.33195585562326e-10		1.00000000022189e+00
5.40000000000000e-01    	1.54440434850891e-06 	 8.09021968845527e-01   -5.87785252248759e-01 	2.35963102280474e-05	 -4.65954035665449e-05	2.95235562577642e-10		1.00000000136396e+00
5.70000000000000e-01    	2.36273978750832e-06 	 8.09019895934934e-01   -5.87785252236606e-01 	3.11124258289629e-05	 -9.38736146261530e-05	5.68722571353403e-10		1.00000000489012e+00
6.00000000000000e-01    	3.41898408398978e-06 	 8.09016195607727e-01   -5.87785252209842e-01 	3.94075740425560e-05	 -1.55207733388522e-04	1.32651904610199e-09		1.00000001282120e+00
