0.00000000000000e+00    	0.00000000000000e+00 	 -1.76335575690000e+00  	-2.42705098310000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.83735927745345e-13 	 -1.76335575688989e+00   -2.42705098310000e+00 	-2.77898741790376e-11	 1.64446251050553e-09	-9.22126676642569e-20		1.00000000000000e+00
6.00000000000000e-02    	-3.12360621675063e-12 	 -1.76335575661779e+00   -2.42705098310000e+00 	-1.67513844676937e-10	 2.20615784244800e-08	-2.02496835603942e-17		1.00000000000000e+00
9.00000000000000e-02    	-2.50693582480729e-12 	 -1.76335575510477e+00   -2.42705098310000e+00 	5.68078915426369e-10	 8.76415243244969e-08	-4.12588317341136e-16		1.00000000000000e+00
1.20000000000000e-01    	7.83248085058375e-11 	 -1.76335575091696e+00   -2.42705098310000e+00 	6.19932663304445e-09	 1.94957128000535e-07	-2.96648188511474e-15		1.00000000000002e+00
1.50000000000000e-01    	5.03630665469585e-10 	 -1.76335574373017e+00   -2.42705098310000e+00 	2.54409033803049e-08	 2.66102028530801e-07	-1.09563289158685e-14		1.00000000000004e+00
1.80000000000000e-01    	1.88268260914649e-09 	 -1.76335573719557e+00   -2.42705098310000e+00 	7.26658623579461e-08	 1.07872694204228e-07	-2.17818533189510e-14		1.00000000000001e+00
2.10000000000000e-01    	5.34211235719754e-09 	 -1.76335574287905e+00   -2.42705098310000e+00 	1.67898452931923e-07	 -6.17788924228131e-07	-8.70584826334637e-15		1.00000000000020e+00
2.40000000000000e-01    	1.26810736700178e-08 	 -1.76335578483272e+00   -2.42705098310000e+00 	3.35654581735934e-07	 -2.40536029143957e-06	8.78507544840240e-14		1.00000000000295e+00
2.70000000000000e-01    	2.64733626081896e-08 	 -1.76335590417446e+00   -2.42705098309999e+00 	6.02564966750023e-07	 -5.89396131454984e-06	2.87495501767309e-13		1.00000000001755e+00
3.00000000000000e-01    	5.00806195933826e-08 	 -1.76335616291915e+00   -2.42705098309998e+00 	9.93846138739704e-07	 -1.18288786720133e-05	2.77158231428455e-13		1.00000000007045e+00
3.30000000000000e-01    	8.75446953534414e-08 	 -1.76335664624061e+00   -2.42705098309999e+00 	1.52881756834640e-06	 -2.09955014341882e-05	-1.28433053340073e-12		1.00000000022157e+00
3.60000000000000e-01    	1.43335117331972e-07 	 -1.76335746235768e+00   -2.42705098310011e+00 	2.21578795010050e-06	 -3.41275424385800e-05	-8.01574319075114e-12		1.00000000058480e+00
3.90000000000000e-01    	2.21938929687797e-07 	 -1.76335873933684e+00   -2.42705098310060e+00 	3.04673940845025e-06	 -5.17942758251283e-05	-2.76110170792527e-11		1.00000000134596e+00
4.20000000000000e-01    	3.27294290447183e-07 	 -1.76336061828715e+00   -2.42705098310203e+00 	3.99231632211604e-06	 -7.42742458884077e-05	-7.38795370952005e-11		1.00000000276630e+00
4.50000000000000e-01    	4.62085160041785e-07 	 -1.76336324268388e+00   -2.42705098310551e+00 	4.99766942195629e-06	 -1.01425271411148e-04	-1.68329525938182e-10		1.00000000515603e+00
4.80000000000000e-01    	6.26931129713942e-07 	 -1.76336674388024e+00   -2.42705098311291e+00 	5.97971241427578e-06	 -1.32562371621003e-04	-3.40229792868292e-10		1.00000000880427e+00
5.10000000000000e-01    	8.19522774304863e-07 	 -1.76337122323356e+00   -2.42705098312704e+00 	6.82631653742787e-06	 -1.66356291668731e-04	-6.23937578897756e-10		1.00000001386051e+00
5.40000000000000e-01    	1.03376772076197e-06 	 -1.76337673165733e+00   -2.42705098315179e+00 	7.39789845849771e-06	 -2.00765465538469e-04	-1.05255767372990e-09		1.00000002018075e+00
5.70000000000000e-01    	1.25902476562956e-06 	 -1.76338324778567e+00   -2.42705098319187e+00 	7.53174933219127e-06	 -2.33013434160384e-04	-1.64785276802686e-09		1.00000002717599e+00
6.00000000000000e-01    	1.47951172785859e-06 	 -1.76339065627266e+00   -2.42705098325233e+00 	7.04930781929720e-06	 -2.59621909445576e-04	-2.40776907837466e-09		1.00000003372661e+00
6.30000000000000e-01    	1.67397616132246e-06 	 -1.76339872801495e+00   -2.42705098333763e+00 	5.76639720913076e-06	 -2.76506880907816e-04	-3.29477501304725e-09		1.00000003824465e+00
6.60000000000000e-01    	1.81571545131096e-06 	 -1.76340710425514e+00   -2.42705098345051e+00 	3.50622719101305e-06	 -2.79141508099161e-04	-4.22999624606743e-09		1.00000003896614e+00
6.90000000000000e-01    	1.87302311865529e-06 	 -1.76341528657212e+00   -2.42705098359077e+00 	1.14708089906428e-07	 -2.62785201512565e-04	-5.09923522907768e-09		1.00000003452804e+00
7.20000000000000e-01    	1.81012048900008e-06 	 -1.76342263467534e+00   -2.42705098375453e+00 	-4.52265065040285e-06	 -2.22773496575749e-04	-5.77668296166345e-09		1.00000002482424e+00
7.50000000000000e-01    	1.58860680745545e-06 	 -1.76342837368379e+00   -2.42705098393450e+00 	-1.04632667809598e-05	 -1.54858346022463e-04	-6.16988462647823e-09		1.00000001204529e+00
7.80000000000000e-01    	1.16942664971587e-06 	 -1.76343161218543e+00   -2.42705098412189e+00 	-1.76907024580203e-05	 -5.55836036794595e-05	-6.28507872065230e-09		1.00000000170125e+00
8.10000000000000e-01    	5.15312358558400e-07 	 -1.76343137184866e+00   -2.42705098431057e+00 	-2.61000340362383e-05	 7.73239285055032e-05	-6.30571986751988e-09		1.00000000333010e+00
8.40000000000000e-01    	-4.06386299656261e-07 	 -1.76342662871180e+00   -2.42705098450356e+00 	-3.54869273775153e-05	 2.44571147386147e-04	-6.66982228489310e-09		1.00000003053718e+00
8.70000000000000e-01    	-1.62061925026869e-06 	 -1.76341636553753e+00   -2.42705098472156e+00 	-4.55419175117426e-05	 4.44948804122567e-04	-8.12536899622770e-09		1.00000010002675e+00
9.00000000000000e-01    	-3.14147598018170e-06 	 -1.76339963382249e+00   -2.42705098501257e+00 	-5.58511622503788e-05	 6.75042209877773e-04	-1.17394838546471e-08		1.00000022940064e+00
9.30000000000000e-01    	-4.96915649225257e-06 	 -1.76337562324167e+00   -2.42705098546074e+00 	-6.59045263922411e-05	 9.29029228948031e-04	-1.88384277476132e-08		1.00000043371926e+00
9.60000000000000e-01    	-7.08729909649856e-06 	 -1.76334373553018e+00   -2.42705098619217e+00 	-7.51112774332450e-05	 1.19859033343657e-03	-3.08632848060976e-08		1.00000072112999e+00
9.90000000000000e-01    	-9.46088913644316e-06 	 -1.76330365911206e+00   -2.42705098737519e+00 	-8.28229898257935e-05	 1.47295183030845e-03	-4.91408579104331e-08		1.00000108822278e+00
1.02000000000000e+00    	-1.20349499914202e-05 	 -1.76325544022853e+00   -2.42705098921258e+00 	-8.83625488020626e-05	 1.73907806185771e-03	-7.45896144582139e-08		1.00000151609908e+00
1.05000000000000e+00    	-1.47341747433595e-05 	 -1.76319954594243e+00   -2.42705099192455e+00 	-9.10575238952028e-05	 1.98202157735573e-03	-1.07403530048394e-07		1.00000196834857e+00
1.08000000000000e+00    	-1.74635979924651e-05 	 -1.76313691424434e+00   -2.42705099572277e+00 	-9.02757578420774e-05	 2.18543222881960e-03	-1.46777754936785e-07		1.00000239212902e+00
1.11000000000000e+00    	-2.01103398167592e-05 	 -1.76306898658982e+00   -2.42705100077759e+00 	-8.54608811519213e-05	 2.33221720173356e-03	-1.90753549033098e-07		1.00000272326663e+00
1.14000000000000e+00    	-2.25463873628388e-05 	 -1.76299771857838e+00   -2.42705100718355e+00 	-7.61656663015543e-05	 2.40533457645804e-03	-2.36260295300168e-07		1.00000289571365e+00
1.17000000000000e+00    	-2.46323241976602e-05 	 -1.76292556514858e+00   -2.42705101492974e+00 	-6.20816656169961e-05	 2.38869361403243e-03	-2.79415356002316e-07		1.00000285485162e+00
1.20000000000000e+00    	-2.62218820370429e-05 	 -1.76285543760248e+00   -2.42705102388359e+00 	-4.30643473931584e-05	 2.26812609574186e-03	-3.16106543656510e-07		1.00000257312200e+00
1.23000000000000e+00    	-2.71671788184566e-05 	 -1.76279063096205e+00   -2.42705103379587e+00 	-1.91537996098444e-05	 2.03238525547325e-03	-3.42829323019942e-07		1.00000206547627e+00
1.26000000000000e+00    	-2.73245208079263e-05 	 -1.76273472155956e+00   -2.42705104433378e+00 	9.40819651574125e-06	 1.67412264667282e-03	-3.57688176645915e-07		1.00000140138666e+00
