0.00000000000000e+00    	0.00000000000000e+00 	 6.65739561410000e+00  	-2.16311896060000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-3.39259204112890e-13 	 6.65739561409922e+00   -2.16311896060000e+00 	-5.57961936455362e-11	 -1.36895016265418e-10	1.41209763842891e-21		1.00000000000000e+00
6.00000000000000e-02    	-1.00504122046237e-11 	 6.65739561406866e+00   -2.16311896060000e+00 	-8.07818829673049e-10	 -2.81544979325822e-09	4.37308346097484e-19		1.00000000000000e+00
9.00000000000000e-02    	-6.89467322958287e-11 	 6.65739561381786e+00   -2.16311896060000e+00 	-3.56527241395286e-09	 -1.70662035248078e-08	1.23358834894797e-17		1.00000000000000e+00
1.20000000000000e-01    	-2.54807872272839e-10 	 6.65739561274639e+00   -2.16311896060000e+00 	-9.35588476273863e-09	 -6.14968765957031e-08	1.25037816953700e-16		1.00000000000000e+00
1.50000000000000e-01    	-6.56510701934558e-10 	 6.65739560954116e+00   -2.16311896060000e+00 	-1.76722659419802e-08	 -1.64896832177668e-07	6.97583140717512e-16		1.00000000000001e+00
1.80000000000000e-01    	-1.30826342475734e-09 	 6.65739560189525e+00   -2.16311896060000e+00 	-2.51661358983739e-08	 -3.64146905690307e-07	2.55805628614397e-15		1.00000000000007e+00
2.10000000000000e-01    	-2.08648281652015e-09 	 6.65739558633158e+00   -2.16311896060000e+00 	-2.44990327309707e-08	 -6.99341369805039e-07	6.58536699394314e-15		1.00000000000024e+00
2.40000000000000e-01    	-2.57716432117943e-09 	 6.65739555821207e+00   -2.16311896060000e+00 	-3.55816510961588e-09	 -1.20635630795672e-06	1.13727773834174e-14		1.00000000000073e+00
2.70000000000000e-01    	-1.92760054226638e-09 	 6.65739551200161e+00   -2.16311896060000e+00 	5.47742365857477e-08	 -1.90742251135483e-06	7.36900823005964e-15		1.00000000000182e+00
3.00000000000000e-01    	1.29859642306875e-09 	 6.65739544183440e+00   -2.16311896060000e+00 	1.72149530996271e-07	 -2.80055378423270e-06	-3.32897887338775e-14		1.00000000000394e+00
3.30000000000000e-01    	9.24057298676066e-09 	 6.65739534240120e+00   -2.16311896060000e+00 	3.73487676411089e-07	 -3.84891730664683e-06	-1.69544991802631e-13		1.00000000000748e+00
3.60000000000000e-01    	2.48090981353563e-08 	 6.65739521014105e+00   -2.16311896060001e+00 	6.84897506948364e-07	 -4.97138883720995e-06	-5.01020506995332e-13		1.00000000001259e+00
3.90000000000000e-01    	5.16814357547689e-08 	 6.65739504468218e+00   -2.16311896060004e+00 	1.13084014593832e-06	 -6.03559437441663e-06	-1.16433843737418e-12		1.00000000001885e+00
4.20000000000000e-01    	9.42014117413737e-08 	 6.65739485043864e+00   -2.16311896060009e+00 	1.73067526673282e-06	 -6.85469010544508e-06	-2.30363338155743e-12		1.00000000002499e+00
4.50000000000000e-01    	1.57169246391681e-07 	 6.65739463823349e+00   -2.16311896060018e+00 	2.49480831378692e-06	 -7.18897006880294e-06	-4.00525904247624e-12		1.00000000002895e+00
4.80000000000000e-01    	2.45513327001266e-07 	 6.65739442679074e+00   -2.16311896060033e+00 	3.42072537303203e-06	 -6.75311986617218e-06	-6.19650584170282e-12		1.00000000002865e+00
5.10000000000000e-01    	3.63845533175928e-07 	 6.65739424391883e+00   -2.16311896060055e+00 	4.48925504863843e-06	 -5.22956689856537e-06	-8.52590274958106e-12		1.00000000002375e+00
5.40000000000000e-01    	5.15912438377961e-07 	 6.65739412720144e+00   -2.16311896060084e+00 	5.66142812686305e-06	 -2.28793246699709e-06	-1.02659187335470e-11		1.00000000001864e+00
5.70000000000000e-01    	7.03965992320220e-07 	 6.65739412401876e+00   -2.16311896060115e+00 	6.87631180906958e-06	 2.38990517632842e-06	-1.03015336256412e-11		1.00000000002650e+00
6.00000000000000e-01    	9.28088333228531e-07 	 6.65739429074461e+00   -2.16311896060142e+00 	8.05017321481399e-06	 9.08014366868203e-06	-7.28104634719218e-12		1.00000000007363e+00
6.30000000000000e-01    	1.18551532645014e-06 	 6.65739469100273e+00   -2.16311896060154e+00 	9.07727582124293e-06	 1.79842927406106e-05	1.73141621972947e-15		1.00000000020292e+00
6.60000000000000e-01    	1.47001141897071e-06 	 6.65739539291771e+00   -2.16311896060138e+00 	9.83253359310716e-06	 2.91952701411262e-05	1.19605302963775e-11		1.00000000047452e+00
6.90000000000000e-01    	1.77135364264644e-06 	 6.65739646536024e+00   -2.16311896060079e+00 	1.01761438145402e-05	 4.26646751212983e-05	2.73387105147839e-11		1.00000000096191e+00
7.20000000000000e-01    	2.07498441650815e-06 	 6.65739797326006e+00   -2.16311896059974e+00 	9.96019595607677e-06	 5.81737987964580e-05	4.22265002039661e-11		1.00000000174170e+00
7.50000000000000e-01    	2.36189068612805e-06 	 6.65739997213848e+00   -2.16311896059834e+00 	9.03711679101745e-06	 7.53110249110497e-05	4.92000792826413e-11		1.00000000287671e+00
7.80000000000000e-01    	2.60876060578819e-06 	 6.65740250209120e+00   -2.16311896059698e+00 	7.26966913591559e-06	 9.34582014859752e-05	3.68911763646382e-11		1.00000000439364e+00
8.10000000000000e-01    	2.78845837166570e-06 	 6.65740558152647e+00   -2.16311896059646e+00 	4.54208153599540e-06	 1.11788312554946e-04	-9.67337656875461e-12		1.00000000625863e+00
8.40000000000000e-01    	2.87084316697940e-06 	 6.65740920102731e+00   -2.16311896059807e+00 	7.71757755238844e-07	 1.29276348924011e-04	-1.07674153827245e-10		1.00000000835648e+00
8.70000000000000e-01    	2.82393996133073e-06 	 6.65741331775492e+00   -2.16311896060361e+00 	-4.07909330332061e-06	 1.44724677747585e-04	-2.73909565614839e-10		1.00000001048094e+00
9.00000000000000e-01    	2.61544884552745e-06 	 6.65741785083868e+00   -2.16311896061532e+00 	-9.99264660453044e-06	 1.56803463832893e-04	-5.21135944459108e-10		1.00000001234359e+00
9.30000000000000e-01    	2.21455663600910e-06 	 6.65742267820171e+00   -2.16311896063573e+00 	-1.68862529664306e-05	 1.64105832567133e-04	-8.53789091665509e-10		1.00000001360793e+00
9.60000000000000e-01    	1.59399079794122e-06 	 6.65742763524822e+00   -2.16311896066733e+00 	-2.46056217429981e-05	 1.65216526155317e-04	-1.26388586793601e-09		1.00000001395097e+00
9.90000000000000e-01    	7.32232610625216e-07 	 6.65743251578631e+00   -2.16311896071212e+00 	-3.29211403982151e-05	 1.58791840044962e-04	-1.72818583852188e-09		1.00000001314932e+00
1.02000000000000e+00    	-3.84214671025488e-07 	 6.65743707547989e+00   -2.16311896077118e+00 	-4.15279880949323e-05	 1.43647688999465e-04	-2.20781523980199e-09		1.00000001117962e+00
1.05000000000000e+00    	-1.75862468345297e-06 	 6.65744103801546e+00   -2.16311896084423e+00 	-5.00505635188510e-05	 1.18851799054596e-04	-2.65143275334854e-09		1.00000000831540e+00
