0.00000000000000e+00    	0.00000000000000e+00 	 -4.75528258150000e+00  	1.54508497190000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	2.74085675294977e-13 	 -4.75528258149865e+00   1.54508497190000e+00 	4.52701180601727e-11	 2.37163176078879e-10	7.33766826517034e-22		1.00000000000000e+00
6.00000000000000e-02    	8.30372178096084e-12 	 -4.75528258144571e+00   1.54508497190000e+00 	6.74055302595751e-10	 4.87761375401174e-09	1.00696445426789e-19		1.00000000000000e+00
9.00000000000000e-02    	5.84656546103018e-11 	 -4.75528258101120e+00   1.54508497190000e+00 	3.07865295514310e-09	 2.95662699460808e-08	-1.19156547750500e-18		1.00000000000000e+00
1.20000000000000e-01    	2.23022898146674e-10 	 -4.75528257915495e+00   1.54508497190000e+00 	8.45253637251802e-09	 1.06539994612561e-07	-6.15263894635794e-17		1.00000000000001e+00
1.50000000000000e-01    	5.98567009443852e-10 	 -4.75528257360206e+00   1.54508497190000e+00 	1.70555123668527e-08	 2.85674788590174e-07	-7.06339829147727e-16		1.00000000000004e+00
1.80000000000000e-01    	1.26255209363824e-09 	 -4.75528256035594e+00   1.54508497190000e+00 	2.71792390703476e-08	 6.30864677964478e-07	-4.55059308021179e-15		1.00000000000020e+00
2.10000000000000e-01    	2.19923047275341e-09 	 -4.75528253339272e+00   1.54508497190000e+00 	3.41688518456762e-08	 1.21157078027574e-06	-2.05184257137156e-14		1.00000000000073e+00
2.40000000000000e-01    	3.19912019671138e-09 	 -4.75528248467720e+00   1.54508497190000e+00 	2.96637704803992e-08	 2.08994642502103e-06	-7.18307846962339e-14		1.00000000000218e+00
2.70000000000000e-01    	3.74094315034826e-09 	 -4.75528240462012e+00   1.54508497189999e+00 	1.21256824864067e-09	 3.30450524114317e-06	-2.07183149652885e-13		1.00000000000546e+00
3.00000000000000e-01    	2.86930178542994e-09 	 -4.75528228305926e+00   1.54508497189998e+00 	-6.76068675831064e-08	 4.85180631541854e-06	-5.11079408487020e-13		1.00000000001177e+00
