0.00000000000000e+00    	0.00000000000000e+00 	 1.54508497190000e+00  	4.75528258150000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.26805266950706e-13 	 1.54508497190287e+00   4.75528258150000e+00 	2.13108715782682e-11	 4.72777809900906e-10	-4.20525908901578e-21		1.00000000000000e+00
6.00000000000000e-02    	4.19201156324710e-12 	 1.54508497198555e+00   4.75528258150000e+00 	3.52625793578282e-10	 6.89366881758686e-09	-1.40180834966995e-18		1.00000000000000e+00
9.00000000000000e-02    	3.23098311098420e-11 	 1.54508497249082e+00   4.75528258150000e+00 	1.80174647751071e-09	 3.06964727774904e-08	-4.07353766539531e-17		1.00000000000000e+00
1.20000000000000e-01    	1.35852100948029e-10 	 1.54508497410169e+00   4.75528258150000e+00 	5.61207650699099e-09	 8.15308763298828e-08	-4.16768268850780e-16		1.00000000000000e+00
1.50000000000000e-01    	4.06686791465433e-10 	 1.54508497763535e+00   4.75528258150000e+00 	1.31784699020857e-08	 1.56855407456403e-07	-2.32061795368034e-15		1.00000000000001e+00
1.80000000000000e-01    	9.75462621975627e-10 	 1.54508498351174e+00   4.75528258150000e+00 	2.56073993419859e-08	 2.30938537509698e-07	-8.43396546327248e-15		1.00000000000003e+00
2.10000000000000e-01    	1.99493566968942e-09 	 1.54508499090496e+00   4.75528258150000e+00 	4.31691200735032e-08	 2.45000192980054e-07	-2.14293567390120e-14		1.00000000000003e+00
2.40000000000000e-01    	3.60603599717499e-09 	 1.54508499663798e+00   4.75528258150000e+00 	6.47068690187390e-08	 1.00245455476640e-07	-3.65707769800855e-14		1.00000000000001e+00
2.70000000000000e-01    	5.88651938350305e-09 	 1.54508499393203e+00   4.75528258150000e+00 	8.70801962948954e-08	 -3.44608143683323e-07	-2.49369839625292e-14		1.00000000000006e+00
3.00000000000000e-01    	8.78446228358271e-09 	 1.54508497116591e+00   4.75528258150000e+00 	1.04725025188490e-07	 -1.27002301832350e-06	9.12347237006549e-14		1.00000000000081e+00
3.30000000000000e-01    	1.20413268970594e-08 	 1.54508491083217e+00   4.75528258150001e+00 	1.09411155893619e-07	 -2.88572776970165e-06	4.58587281861411e-13		1.00000000000417e+00
3.60000000000000e-01    	1.51116202969033e-08 	 1.54508478889372e+00   4.75528258150003e+00 	9.02683573585374e-08	 -5.41394873384615e-06	1.28019339323098e-12		1.00000000001466e+00
3.90000000000000e-01    	1.70880686346637e-08 	 1.54508457474207e+00   4.75528258150009e+00 	3.41351882128281e-08	 -9.06619234941545e-06	2.72872493313225e-12		1.00000000004110e+00
4.20000000000000e-01    	1.66425128677626e-08 	 1.54508423193609e+00   4.75528258150020e+00 	-7.37388922040614e-08	 -1.40146674947289e-05	4.73995879677630e-12		1.00000000009821e+00
4.50000000000000e-01    	1.19932291592523e-08 	 1.54508371985742e+00   4.75528258150038e+00 	-2.48636276905853e-07	 -2.03600983933092e-05	6.65880236473471e-12		1.00000000020730e+00
4.80000000000000e-01    	9.08959256283973e-10 	 1.54508299635702e+00   4.75528258150058e+00 	-5.04988873364652e-07	 -2.80982649433449e-05	6.75522124653630e-12		1.00000000039488e+00
5.10000000000000e-01    	-1.92414570298330e-08 	 1.54508202139012e+00   4.75528258150073e+00 	-8.54733436495676e-07	 -3.70880676282561e-05	1.69895089841479e-12		1.00000000068813e+00
5.40000000000000e-01    	-5.13873103775227e-08 	 1.54508076154795e+00   4.75528258150058e+00 	-1.30549832517265e-06	 -4.70242034913491e-05	-1.38338892847274e-11		1.00000000110649e+00
5.70000000000000e-01    	-9.85988019622741e-08 	 1.54507919530039e+00   4.75528258149972e+00 	-1.85874217291954e-06	 -5.74176219770582e-05	-4.71786293898629e-11		1.00000000165012e+00
6.00000000000000e-01    	-1.63875002186283e-07 	 1.54507731867002e+00   4.75528258149749e+00 	-2.50798518689058e-06	 -6.75867805345809e-05	-1.07059381655664e-10		1.00000000228713e+00
6.30000000000000e-01    	-2.49882038197285e-07 	 1.54507515097309e+00   4.75528258149295e+00 	-3.23728571375130e-06	 -7.66623295405916e-05	-2.02124735321744e-10		1.00000000294380e+00
6.60000000000000e-01    	-3.58651200949515e-07 	 1.54507274019242e+00   4.75528258148495e+00 	-4.02011717507448e-06	 -8.36072295702013e-05	-3.38613323920246e-10		1.00000000350317e+00
6.90000000000000e-01    	-4.91251228322086e-07 	 1.54507016749953e+00   4.75528258147220e+00 	-4.81879298913849e-06	 -8.72534625825669e-05	-5.17400382182921e-10		1.00000000381819e+00
7.20000000000000e-01    	-6.47453213659651e-07 	 1.54506755042352e+00   4.75528258145355e+00 	-5.58456978663565e-06	 -8.63554790680072e-05	-7.31025114556595e-10		1.00000000374423e+00
