0.00000000000000e+00    	0.00000000000000e+00 	 -9.51056516300000e-01  	3.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-2.43588275638571e-13 	 -9.51056516300706e-01   3.09016994370000e-01 	-4.04819549120514e-11	 -1.23879646123152e-10	-4.98287121033972e-22		1.00000000000000e+00
6.00000000000000e-02    	-7.61764409617139e-12 	 -9.51056516328359e-01   3.09016994370000e-01 	-6.26741503270388e-10	 -2.54776933097526e-09	-2.98484427356765e-19		1.00000000000000e+00
9.00000000000000e-02    	-5.55324955808976e-11 	 -9.51056516555319e-01   3.09016994370000e-01 	-2.99237074791589e-09	 -1.54436246797222e-08	-1.30136712547163e-17		1.00000000000000e+00
1.20000000000000e-01    	-2.20392050551648e-10 	 -9.51056517524912e-01   3.09016994370000e-01 	-8.66742454891704e-09	 -5.56500266060414e-08	-1.88245654567671e-16		1.00000000000000e+00
1.50000000000000e-01    	-6.20076909313192e-10 	 -9.51056520425405e-01   3.09016994370000e-01 	-1.87483203817664e-08	 -1.49219173389641e-07	-1.46388868412625e-15		1.00000000000001e+00
1.80000000000000e-01    	-1.38780412104014e-09 	 -9.51056527344371e-01   3.09016994370000e-01 	-3.30047526811444e-08	 -3.29525434784662e-07	-7.60167132619292e-15		1.00000000000005e+00
2.10000000000000e-01    	-2.61824728161401e-09 	 -9.51056541428324e-01   3.09016994369999e-01 	-4.89454712025103e-08	 -6.32851100923786e-07	-2.95995189714423e-14		1.00000000000020e+00
2.40000000000000e-01    	-4.28672572566647e-09 	 -9.51056566874356e-01   3.09016994369998e-01 	-6.09807760843950e-08	 -1.09166132628042e-06	-9.25843013496936e-14		1.00000000000060e+00
2.70000000000000e-01    	-6.14649223851094e-09 	 -9.51056608691323e-01   3.09016994369993e-01 	-5.98230722892289e-08	 -1.72607332001130e-06	-2.43010804761707e-13		1.00000000000149e+00
3.00000000000000e-01    	-7.61327493973865e-09 	 -9.51056672187353e-01   3.09016994369982e-01 	-3.22569825971945e-08	 -2.53428976497160e-06	-5.50827595681742e-13		1.00000000000321e+00
3.30000000000000e-01    	-7.64986057393740e-09 	 -9.51056762166895e-01   3.09016994369958e-01 	3.86125060234392e-08	 -3.48297979175256e-06	-1.09889544881618e-12		1.00000000000607e+00
3.60000000000000e-01    	-4.66626264440301e-09 	 -9.51056881852359e-01   3.09016994369913e-01 	1.72560450966944e-07	 -4.49873211808233e-06	-1.95292291032092e-12		1.00000000001013e+00
3.90000000000000e-01    	3.54743346610958e-09 	 -9.51057031580166e-01   3.09016994369837e-01 	3.90862519949807e-07	 -5.46175820536661e-06	-3.11201555222323e-12		1.00000000001499e+00
4.20000000000000e-01    	1.98383715472210e-08 	 -9.51057207355941e-01   3.09016994369724e-01 	7.14359352810570e-07	 -6.20297823455548e-06	-4.45363088816590e-12		1.00000000001949e+00
4.50000000000000e-01    	4.76427322319618e-08 	 -9.51057399385614e-01   3.09016994369571e-01 	1.16104380633029e-06	 -6.50547575769538e-06	-5.70538717137998e-12		1.00000000002183e+00
4.80000000000000e-01    	9.08596091381988e-08 	 -9.51057590725323e-01   3.09016994369386e-01 	1.74330495708374e-06	 -6.11106159004116e-06	-6.49419214662040e-12		1.00000000002019e+00
5.10000000000000e-01    	1.53639296993408e-07 	 -9.51057756210449e-01   3.09016994369189e-01 	2.46501258445416e-06	 -4.73235465155366e-06	-6.53170005373763e-12		1.00000000001424e+00
5.40000000000000e-01    	2.40084485417248e-07 	 -9.51057861830442e-01   3.09016994369001e-01 	3.31866656544656e-06	 -2.07038467755939e-06	-5.98412022351024e-12		1.00000000000765e+00
5.70000000000000e-01    	3.53870038036626e-07 	 -9.51057864709577e-01   3.09016994368824e-01 	4.28286337143517e-06	 2.16272734775324e-06	-6.03605189203299e-12		1.00000000001151e+00
6.00000000000000e-01    	4.97794820793773e-07 	 -9.51057713833488e-01   3.09016994368604e-01 	5.32034352449844e-06	 8.21692208161399e-06	-9.59079203512852e-12		1.00000000004791e+00
6.30000000000000e-01    	6.73286907173133e-07 	 -9.51057351627100e-01   3.09016994368162e-01 	6.37687723549724e-06	 1.62745521772916e-05	-2.19618290378234e-11		1.00000000015276e+00
6.60000000000000e-01    	8.79890863206178e-07 	 -9.51056716442411e-01   3.09016994367117e-01 	7.38121941914347e-06	 2.64197005520958e-05	-5.13218442371297e-11		1.00000000037624e+00
6.90000000000000e-01    	1.11477211888714e-06 	 -9.51055745956310e-01   3.09016994364804e-01 	8.24632001609298e-06	 3.86085642511594e-05	-1.08616171197591e-10		1.00000000077931e+00
7.20000000000000e-01    	1.37227810611183e-06 	 -9.51054381412120e-01   3.09016994360193e-01 	8.87191247220970e-06	 5.26432202305105e-05	-2.06651294794160e-10		1.00000000142501e+00
7.50000000000000e-01    	1.64359838861636e-06 	 -9.51052572567406e-01   3.09016994351869e-01 	9.14852496418668e-06	 6.81511747035844e-05	-3.58164906937028e-10		1.00000000236414e+00
7.80000000000000e-01    	1.91656602431510e-06 	 -9.51050283139143e-01   3.09016994338069e-01 	8.96286922225079e-06	 8.45730315840438e-05	-5.72885967378285e-10		1.00000000361647e+00
8.10000000000000e-01    	2.17563960730131e-06 	 -9.51047496470286e-01   3.09016994316829e-01 	8.20446515813844e-06	 1.01160388044303e-04	-8.53889019315094e-10		1.00000000515037e+00
8.40000000000000e-01    	2.40209970529453e-06 	 -9.51044221083967e-01   3.09016994286241e-01 	6.77326116765171e-06	 1.16985675584174e-04	-1.19389241920318e-09		1.00000000686576e+00
8.70000000000000e-01    	2.57448477088014e-06 	 -9.51040495747798e-01   3.09016994244805e-01 	4.58791553784577e-06	 1.30965122453710e-04	-1.57246940770141e-09		1.00000000858646e+00
9.00000000000000e-01    	2.66928026458944e-06 	 -9.51036393645288e-01   3.09016994191846e-01 	1.59431959595596e-06	 1.41895336973803e-04	-1.95533644820163e-09		1.00000001006841e+00
9.30000000000000e-01    	2.66186105970852e-06 	 -9.51032025247947e-01   3.09016994127897e-01 	-2.22612623203302e-06	 1.48503229937712e-04	-2.29685422354289e-09		1.00000001102908e+00
9.60000000000000e-01    	2.52767174437121e-06 	 -9.51027539502660e-01   3.09016994054955e-01 	-6.84902102896837e-06	 1.49508145024571e-04	-2.54654481340480e-09		1.00000001119980e+00
9.90000000000000e-01    	2.24361289300883e-06 	 -9.51023122996014e-01   3.09016993976475e-01 	-1.22008173362814e-05	 1.43694193090866e-04	-2.65976587592468e-09		1.00000001039844e+00
1.02000000000000e+00    	1.78958458103335e-06 	 -9.51018996830167e-01   3.09016993896993e-01 	-1.81545743768133e-05	 1.29989938283991e-04	-2.61173496569556e-09		1.00000000861349e+00
1.05000000000000e+00    	1.15012231005897e-06 	 -9.51015411042284e-01   3.09016993821295e-01 	-2.45281246829062e-05	 1.07551812564029e-04	-2.41299619726077e-09		1.00000000608451e+00
1.08000000000000e+00    	3.16046119588198e-07 	 -9.51012636518265e-01   3.09016993753142e-01 	-3.10850935284497e-05	 7.58469916282366e-05	-2.12337941862914e-09		1.00000000335952e+00
1.11000000000000e+00    	-7.13967959711534e-07 	 -9.51010954487042e-01   3.09016993693642e-01 	-3.75391007212607e-05	 3.47309975630532e-05	-1.86078463084694e-09		1.00000000130771e+00
1.14000000000000e+00    	-1.93199277614989e-06 	 -9.51010643828075e-01   3.09016993639482e-01 	-4.35613312862955e-05	 -1.54849559296257e-05	-1.80100379499976e-09		1.00000000106869e+00
1.17000000000000e+00    	-3.31973299858046e-06 	 -9.51011966574828e-01   3.09016993581346e-01 	-4.87914897279448e-05	 -7.39818574964265e-05	-2.16548529891315e-09		1.00000000392696e+00
1.20000000000000e+00    	-4.84778545726598e-06 	 -9.51015152143044e-01   3.09016993502891e-01 	-5.28519589219340e-05	 -1.39400736150424e-04	-3.19554895329207e-09		1.00000001111295e+00
1.23000000000000e+00    	-6.47536777329201e-06 	 -9.51020380946033e-01   3.09016993380707e-01 	-5.53647789201938e-05	 -2.09834587203442e-04	-5.11399036768490e-09		1.00000002354791e+00
1.26000000000000e+00    	-8.15059151953882e-06 	 -9.51027768171618e-01   3.09016993185558e-01 	-5.59708550593419e-05	 -2.82847689816135e-04	-8.07798474141704e-09		1.00000004156778e+00
1.29000000000000e+00    	-9.81133550075317e-06 	 -9.51037348578624e-01   3.09016992885093e-01 	-5.43506124335775e-05	 -3.55524520875402e-04	-1.21302244599224e-08		1.00000006467584e+00
1.32000000000000e+00    	-1.13867486979227e-05 	 -9.51049063217564e-01   3.09016992447932e-01 	-5.02451494028574e-05	 -4.24549147843428e-04	-1.71576708174114e-08		1.00000009138327e+00
1.35000000000000e+00    	-1.27993820414279e-05 	 -9.51062748984639e-01   3.09016991848740e-01 	-4.34768201501919e-05	 -4.86314488565937e-04	-2.28684909401825e-08		1.00000011919600e+00
1.38000000000000e+00    	-1.39679148942719e-05 	 -9.51078131875905e-01   3.09016991073599e-01 	-3.39681071687903e-05	 -5.37059222398519e-04	-2.87970981125261e-08		1.00000014479321e+00
1.41000000000000e+00    	-1.48104076832850e-05 	 -9.51094824717392e-01   3.09016990124708e-01 	-2.17576373613842e-05	 -5.73028498768115e-04	-3.43443636601386e-08		1.00000016441751e+00
