0.00000000000000e+00    	0.00000000000000e+00 	 3.09016994370000e-01  	-9.51056516300000e-01    -1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
7.20000000000000e-01    	-5.09116638400598e-01 	 3.09023350648411e-01   -9.51056515631503e-01 	-9.99906448694161e-01	 -2.80043856944848e-04	8.24922216055901e-09		1.41414744088611e+00
7.50000000000000e-01    	-5.30328737715481e-01 	 3.09016343558836e-01   -9.51056515393748e-01 	-9.99886612045542e-01	 -3.78438783454196e-04	1.48552312767468e-08		1.41413343789185e+00
7.80000000000000e-01    	-5.51540669386706e-01 	 3.09007439111196e-01   -9.51056514970633e-01 	-9.99875580354466e-01	 -4.56274451052756e-04	2.57353537494290e-08		1.41412566074432e+00
8.10000000000000e-01    	-5.72752547503852e-01 	 3.08997242436541e-01   -9.51056514276575e-01 	-9.99877151451222e-01	 -4.97645870277242e-04	4.01254989074831e-08		1.41412678556260e+00
8.40000000000000e-01    	-5.93964522628197e-01 	 3.08986686734553e-01   -9.51056513260438e-01 	-9.99894272520564e-01	 -4.87916975628682e-04	5.55675028892330e-08		1.41413888790402e+00
8.70000000000000e-01    	-6.15176769415366e-01 	 3.08976981261835e-01   -9.51056511936356e-01 	-9.99928426158904e-01	 -4.16101745882985e-04	6.85617219489497e-08		1.41416301414699e+00
9.00000000000000e-01    	-6.36389468029884e-01 	 3.08969508687062e-01   -9.51056510390113e-01 	-9.99979105274678e-01	 -2.77197794329356e-04	7.61892517021430e-08		1.41419881481515e+00
9.30000000000000e-01    	-6.57602780840060e-01 	 3.08965676515978e-01   -9.51056508744433e-01 	-1.00004347130258e+00	 -7.41226128096196e-05	7.82350286604912e-08		1.41424430350243e+00
9.60000000000000e-01    	-6.78816826880188e-01 	 3.08966734819020e-01   -9.51056507082317e-01 	-1.00011627875966e+00	 1.81097807754963e-04	7.88294638518869e-08		1.41429579785719e+00
9.90000000000000e-01    	-7.00031657336490e-01 	 3.08973579479327e-01   -9.51056505350962e-01 	-1.00019012313381e+00	 4.67187623016318e-04	8.64610299228664e-08		1.41434808328032e+00
1.02000000000000e+00    	-7.21247235686570e-01 	 3.08986565519019e-01   -9.51056503289834e-01 	-1.00025603061621e+00	 7.54725338367015e-04	1.11639855647989e-07		1.41439481630641e+00
1.05000000000000e+00    	-7.42463425989136e-01 	 3.09005357754217e-01   -9.51056500431705e-01 	-1.00030436185052e+00	 1.00854754126819e-03	1.62508240973314e-07		1.41442915464343e+00
1.08000000000000e+00    	-7.63679992159274e-01 	 3.09028845326500e-01   -9.51056496205826e-01 	-1.00032595400760e+00	 1.19133364062571e-03	2.39951964370695e-07		1.41444456714893e+00
1.11000000000000e+00    	-7.84896609948050e-01 	 3.09055142199122e-01   -9.51056490128792e-01 	-1.00031338305199e+00	 1.26807291569009e-03	3.34651523874698e-07		1.41443574344045e+00
1.14000000000000e+00    	-8.06112891921568e-01 	 3.09081687602032e-01   -9.51056482016009e-01 	-1.00026219731068e+00	 1.21095125877756e-03	4.28394137133373e-07		1.41439949440458e+00
1.17000000000000e+00    	-8.27328424182851e-01 	 3.09105449273692e-01   -9.51056472110320e-01 	-1.00017195894338e+00	 1.00407181447238e-03	5.00546635975987e-07		1.41433551734272e+00
1.20000000000000e+00    	-8.48542812063805e-01 	 3.09123219261532e-01   -9.51056461029704e-01 	-1.00004693403005e+00	 6.47363071200005e-04	5.38178695989766e-07		1.41424689829681e+00
1.23000000000000e+00    	-8.69755730654668e-01 	 3.09131978467635e-01   -9.51056449494871e-01 	-9.99896295134594e-01	 1.59045807862183e-04	5.45881310350476e-07		1.41414024280471e+00
1.26000000000000e+00    	-8.90966974917845e-01 	 3.09129293766154e-01   -9.51056437897319e-01 	-9.99733741342276e-01	 -4.23865966277003e-04	5.50138084549848e-07		1.41402536513348e+00
1.29000000000000e+00    	-9.12176503335635e-01 	 3.09113702144819e-01   -9.51056425870339e-01 	-9.99576497941962e-01	 -1.04736843193965e-03	5.94215074447957e-07		1.41391452083176e+00
1.32000000000000e+00    	-9.33384468698457e-01 	 3.09085031565038e-01   -9.51056412077270e-01 	-9.99443728191067e-01	 -1.64465930135856e-03	7.23090510166264e-07		1.41382123011546e+00
1.35000000000000e+00    	-9.54591229953637e-01 	 3.09044609353839e-01   -9.51056394390341e-01 	-9.99354468321199e-01	 -2.14250293212459e-03	9.62861690395829e-07		1.41375879968023e+00
1.38000000000000e+00    	-9.75797340242045e-01 	 3.08995316597833e-01   -9.51056370491706e-01 	-9.99325276689144e-01	 -2.46924864449207e-03	1.30321616819733e-06		1.41373869785771e+00
1.41000000000000e+00    	-9.97003508524007e-01 	 3.08941461072858e-01   -9.51056338727699e-01 	-9.99367857872365e-01	 -2.56370599797190e-03	1.69258028651142e-06		1.41376896554554e+00
1.44000000000000e+00    	-1.01821053550840e+00 	 3.08888460675810e-01   -9.51056298871952e-01 	-9.99486968863367e-01	 -2.38387568562143e-03	2.05203269278170e-06		1.41385285082825e+00
1.47000000000000e+00    	-1.03941922860422e+00 	 3.08842352200218e-01   -9.51056252398696e-01 	-9.99678923335824e-01	 -1.91443485614642e-03	2.30649675506704e-06		1.41398784111746e+00
1.50000000000000e+00    	-1.06063030463176e+00 	 3.08809163966007e-01   -9.51056201995129e-01 	-9.99930970997906e-01	 -1.17190522643537e-03	2.42280524527762e-06		1.41416523791548e+00
1.53000000000000e+00    	-1.08184429216646e+00 	 3.08794212223714e-01   -9.51056150337420e-01 	-1.00022174023179e+00	 -2.06600656766470e-04	2.43806440607052e-06		1.41437038017702e+00
1.56000000000000e+00    	-1.10306144678824e+00 	 3.08801397365753e-01   -9.51056098516875e-01 	-1.00052280249758e+00	 8.99249980361654e-04	2.46211191900562e-06		1.41458357369729e+00
1.59000000000000e+00    	-1.12428169165953e+00 	 3.08832584219376e-01   -9.51056044770727e-01 	-1.00080126603372e+00	 2.03740421504294e-03	2.64623901928150e-06		1.41478172348869e+00
1.62000000000000e+00    	-1.14550459281326e+00 	 3.08887149359204e-01   -9.51055984191858e-01 	-1.00102316048908e+00	 3.08326207594117e-03	3.12460813215277e-06		1.41494059039606e+00
1.65000000000000e+00    	-1.16672937396245e+00 	 3.08961766887612e-01   -9.51055909793640e-01 	-1.00115725917628e+00	 3.90852556177877e-03	3.94942950109924e-06		1.41503750275003e+00
1.68000000000000e+00    	-1.18795497061878e+00 	 3.09050483141345e-01   -9.51055814757254e-01 	-1.00117891978078e+00	 4.39567338209019e-03	5.04898558845865e-06		1.41505425739913e+00
1.71000000000000e+00    	-1.20918011892835e+00 	 3.09145102077685e-01   -9.51055695092292e-01 	-1.00107351310431e+00	 4.45272703110600e-03	6.23363150853404e-06		1.41497986044179e+00
1.74000000000000e+00    	-1.23040347160731e+00 	 3.09235869354656e-01   -9.51055551568530e-01 	-1.00083904550050e+00	 4.02659752176634e-03	7.25811253247562e-06		1.41481271147055e+00
1.77000000000000e+00    	-1.25162373173663e+00 	 3.09312407629624e-01   -9.51055389853657e-01 	-1.00048764895036e+00	 3.11329908814250e-03	7.92400714919335e-06		1.41456185032547e+00
1.80000000000000e+00    	-1.27283979436228e+00 	 3.09364821972402e-01   -9.51055218383534e-01 	-1.00004569828725e+00	 1.76351392826807e-03	8.18369441276310e-06		1.41424697585364e+00
1.83000000000000e+00    	-1.29405088494995e+00 	 3.09384866259021e-01   -9.51055044436284e-01 	-9.99552410779478e-01	 8.23873960857688e-05	8.19798270494997e-06		1.41389710684687e+00
1.86000000000000e+00    	-1.31525668210948e+00 	 3.09367042652015e-01   -9.51054869816596e-01 	-9.99056893079290e-01	 -1.77699927364899e-03	8.31065870864712e-06		1.41354795935785e+00
1.89000000000000e+00    	-1.33645740974593e+00 	 3.09309500113111e-01   -9.51054688043144e-01 	-9.98613736067159e-01	 -3.62633961961325e-03	8.93392375050282e-06		1.41323831828919e+00
1.92000000000000e+00    	-1.35765388202376e+00 	 3.09214606867754e-01   -9.51054484644388e-01 	-9.98277428791542e-01	 -5.26011013538035e-03	1.03787644954823e-05		1.41300583640019e+00
1.95000000000000e+00    	-1.37884748509976e+00 	 3.09089096955342e-01   -9.51054241072964e-01 	-9.98096063310581e-01	 -6.47727494148952e-03	1.26969076961216e-05		1.41288276472181e+00
1.98000000000000e+00    	-1.40004008432705e+00 	 3.08943731500673e-01   -9.51053941187500e-01 	-9.98105003990957e-01	 -7.10449594711404e-03	1.56092485742013e-05		1.41289209534844e+00
2.01000000000000e+00    	-1.42123385536849e+00 	 3.08792467742289e-01   -9.51053577857322e-01 	-9.98321346123104e-01	 -7.01828025648451e-03	1.85706744464126e-05		1.41304450274139e+00
2.04000000000000e+00    	-1.44243105134119e+00 	 3.08651187452638e-01   -9.51053156706668e-01 	-9.98740028545689e-01	 -6.16339887034902e-03	2.09681369747521e-05		1.41333634798824e+00
2.07000000000000e+00    	-1.46363373270151e+00 	 3.08536093865474e-01   -9.51052694750074e-01 	-9.99332345869883e-01	 -4.56512691722468e-03	2.23870597245642e-05		1.41374890924335e+00
2.10000000000000e+00    	-1.48484349778097e+00 	 3.08461934770627e-01   -9.51052213578453e-01 	-1.00004731786650e+00	 -2.33338136335496e-03	2.28378619867148e-05		1.41424894667175e+00
2.13000000000000e+00    	-1.50606125568181e+00 	 3.08440242006094e-01   -9.51051729166254e-01 	-1.00081595769343e+00	 3.42375929893053e-04	2.28329563268538e-05		1.41479069085022e+00
2.16000000000000e+00    	-1.52728707758717e+00 	 3.08477789075650e-01   -9.51051242262309e-01 	-1.00155802379184e+00	 3.20762167085646e-03	2.32530160271488e-05		1.41531931534877e+00
2.19000000000000e+00    	-1.54852014845441e+00 	 3.08575456739492e-01   -9.51050733748592e-01 	-1.00219045024544e+00	 5.96572892612854e-03	2.50258650631744e-05		1.41577586118392e+00
2.22000000000000e+00    	-1.56975882255900e+00 	 3.08727662024428e-01   -9.51050167870783e-01 	-1.00263641938589e+00	 8.30745912807913e-03	2.87294994927119e-05		1.41610338753267e+00
2.25000000000000e+00    	-1.59100076908806e+00 	 3.08922452982125e-01   -9.51049503225479e-01 	-1.00283401163071e+00	 9.94417713801942e-03	3.42832866099212e-05		1.41625384120137e+00
2.28000000000000e+00    	-1.61224318307347e+00 	 3.09142305599379e-01   -9.51048707936030e-01 	-1.00274351925068e+00	 1.06413690100737e-02	4.08791556925329e-05		1.41619483327851e+00
2.31000000000000e+00    	-1.63348303492297e+00 	 3.09365587303313e-01   -9.51047773019978e-01 	-1.00235276596613e+00	 1.02487704768142e-02	4.72229231958750e-05		1.41591528947400e+00
2.34000000000000e+00    	-1.65471733746058e+00 	 3.09568579960129e-01   -9.51046717769276e-01 	-1.00168003301671e+00	 8.72352023574958e-03	5.20300572838909e-05		1.41542890710088e+00
2.37000000000000e+00    	-1.67594341819086e+00 	 3.09727889716548e-01   -9.51045583462497e-01 	-1.00077437459237e+00	 6.14324246142583e-03	5.45986380475126e-05		1.41477457259088e+00
2.40000000000000e+00    	-1.69715919038888e+00 	 3.09823016501356e-01   -9.51044416249409e-01 	-9.99713187353843e-01	 2.70681641404616e-03	5.52191774187106e-05		1.41401336163186e+00
2.43000000000000e+00    	-1.71836341465431e+00 	 3.09838817835842e-01   -9.51043244953378e-01 	-9.98596926557531e-01	 -1.27823978288368e-03	5.52137711160786e-05		1.41322236703063e+00
2.46000000000000e+00    	-1.73955593151834e+00 	 3.09767586052130e-01   -9.51042062734784e-01 	-9.97540934829968e-01	 -5.42143953906071e-03	5.65273965930608e-05		1.41248621652159e+00
2.49000000000000e+00    	-1.76073782943824e+00 	 3.09610471651516e-01   -9.51040821331003e-01 	-9.96664576129332e-01	 -9.28620522880026e-03	6.09806189940008e-05		1.41188757152871e+00
2.52000000000000e+00    	-1.78191149939727e+00 	 3.09378033141864e-01   -9.51039442431295e-01 	-9.96078300543392e-01	 -1.24346506638479e-02	6.94613909490491e-05		1.41149800076919e+00
2.55000000000000e+00    	-1.80308052714523e+00 	 3.09089775471342e-01   -9.51037843846474e-01 	-9.95869854969188e-01	 -1.44757735109786e-02	8.14047682051365e-05		1.41137037048460e+00
2.58000000000000e+00    	-1.82424939356408e+00 	 3.08772648673709e-01   -9.51035971162814e-01 	-9.96091434884048e-01	 -1.51118230271629e-02	9.48347265109218e-05		1.41153339416331e+00
2.61000000000000e+00    	-1.84542299208997e+00 	 3.08458602514127e-01   -9.51033821699852e-01 	-9.96749907777554e-01	 -1.41774592195561e-02	1.07032587446138e-04		1.41198845266541e+00
2.64000000000000e+00    	-1.86660602003004e+00 	 3.08181414524342e-01   -9.51031449077150e-01 	-9.97802116394111e-01	 -1.16668111659897e-02	1.15626795485725e-04		1.41270845942569e+00
2.67000000000000e+00    	-1.88780234201742e+00 	 3.07973110017781e-01   -9.51028943648342e-01 	-9.99156602712038e-01	 -7.74463599468295e-03	1.19682795647721e-04		1.41363853599629e+00
2.70000000000000e+00    	-1.90901444243016e+00 	 3.07860358441609e-01   -9.51026394083828e-01 	-1.00068198482743e+00	 -2.73936555891063e-03	1.20314536479142e-04		1.41469853797812e+00
2.73000000000000e+00    	-1.93024306983984e+00 	 3.07861250784742e-01   -9.51023844359579e-01 	-1.00222095028329e+00	 2.88225647789846e-03	1.20486963994542e-04		1.41578782135822e+00
2.76000000000000e+00    	-1.95148713265087e+00 	 3.07982834187325e-01   -9.51021264206385e-01 	-1.00360776879027e+00	 8.55720027119107e-03	1.23991135252620e-04		1.41679278464653e+00
2.79000000000000e+00    	-1.97274384506720e+00 	 3.08219706091759e-01   -9.51018547428251e-01 	-1.00468669043349e+00	 1.36811509593103e-02	1.33931574817916e-04		1.41759745265130e+00
2.82000000000000e+00    	-1.99400906710661e+00 	 3.08553861989408e-01   -9.51015542205534e-01 	-1.00532871961195e+00	 1.76712000103735e-02	1.51317805344228e-04		1.41809665703135e+00
2.85000000000000e+00    	-2.01527775073446e+00 	 3.08955863729499e-01   -9.51012104305761e-01 	-1.00544494155772e+00	 2.00298842673848e-02	1.74378203009807e-04		1.41821040652490e+00
2.88000000000000e+00    	-2.03654440609250e+00 	 3.09387265820260e-01   -9.51008153330025e-01 	-1.00499553173381e+00	 2.04038272768321e-02	1.98979488698543e-04		1.41789716642827e+00
2.91000000000000e+00    	-2.05780353367440e+00 	 3.09804117375843e-01   -9.51003708470790e-01 	-1.00399442492010e+00	 1.86305004868840e-02	2.20110695494042e-04		1.41716334600771e+00
2.94000000000000e+00    	-2.07905001448660e+00 	 3.10161252838660e-01   -9.50998886011444e-01 	-1.00251005736795e+00	 1.47674916597069e-02	2.33932804166630e-04		1.41606657635097e+00
2.97000000000000e+00    	-2.10027948875863e+00 	 3.10416995876234e-01   -9.50993854690191e-01 	-1.00066251166088e+00	 9.10007129687273e-03	2.39590785312440e-04		1.41471139493001e+00
3.00000000000000e+00    	-2.12148876453486e+00 	 3.10537829110327e-01   -9.50988762419445e-01 	-9.98616925419031e-01	 2.12473586450587e-03	2.39980185588727e-04		1.41323753694357e+00
3.03000000000000e+00    	-2.14267627052757e+00 	 3.10502535467368e-01   -9.50983661965277e-01 	-9.96572518886517e-01	 -5.49126607320879e-03	2.40999864697781e-04		1.41180274737084e+00
3.06000000000000e+00    	-2.16384250909793e+00 	 3.10305311318629e-01   -9.50978467543669e-01 	-9.94746488572973e-01	 -1.29717679773768e-02	2.49412881185433e-04		1.41056332913468e+00
3.09000000000000e+00    	-2.18499039839446e+00 	 3.09957406754127e-01   -9.50972965373303e-01 	-9.93352639155642e-01	 -1.95095111749720e-02	2.70060893720394e-04		1.40965604303910e+00
3.12000000000000e+00    	-2.20612535131561e+00 	 3.09486976154461e-01   -9.50966880779775e-01 	-9.92576020287942e-01	 -2.43522327886581e-02	3.03562022153377e-04		1.40918426028761e+00
3.15000000000000e+00    	-2.22725495354336e+00 	 3.08937016636022e-01   -9.50959979844680e-01 	-9.92546630796958e-01	 -2.68877303725544e-02	3.45557808592285e-04		1.40920966635954e+00
3.18000000000000e+00    	-2.24838818425180e+00 	 3.08361506589873e-01   -9.50952165447273e-01 	-9.93316753421237e-01	 -2.67181979235052e-02	3.88025995108430e-04		1.40974897953209e+00
3.21000000000000e+00    	-2.26953425237052e+00 	 3.07820092463146e-01   -9.50943525084183e-01 	-9.94846933246925e-01	 -2.37149306142141e-02	4.22327594554395e-04		1.41077389998732e+00
3.24000000000000e+00    	-2.29070125346163e+00 	 3.07371870339904e-01   -9.50934304177023e-01 	-9.97004553961000e-01	 -1.80463749623343e-02	4.42857439636393e-04		1.41221243033439e+00
3.27000000000000e+00    	-2.31189493371362e+00 	 3.07068940552497e-01   -9.50924808392130e-01 	-9.99576500821586e-01	 -1.01751948171552e-02	4.49782082342419e-04		1.41395081876571e+00
3.30000000000000e+00    	-2.33311783993116e+00 	 3.06950461087507e-01   -9.50915269749238e-01 	-1.00229421948822e+00	 -8.23259304837110e-04	4.49591173699537e-04		1.41583706064914e+00
3.33000000000000e+00    	-2.35436903348396e+00 	 3.07037881903881e-01   -9.50905730209456e-01 	-1.00486662624232e+00	 9.09304112226854e-03	4.53009553395133e-04		1.41768819743628e+00
3.36000000000000e+00    	-2.37564438609990e+00 	 3.07331911696464e-01   -9.50895993705441e-01 	-1.00701477475996e+00	 1.85513353242254e-02	4.70907271009287e-04		1.41930374845585e+00
3.39000000000000e+00    	-2.39693731550359e+00 	 3.07811570499108e-01   -9.50885672872337e-01 	-1.00850244229910e+00	 2.65269935394318e-02	5.09752703290366e-04		1.42048622568377e+00
3.42000000000000e+00    	-2.41823971881172e+00 	 3.08435450819552e-01   -9.50874319227453e-01 	-1.00915867900682e+00	 3.21014964988589e-02	5.68479712091570e-04		1.42106722876204e+00
3.45000000000000e+00    	-2.43954285612269e+00 	 3.09145088131397e-01   -9.50861590124269e-01 	-1.00889107438287e+00	 3.45643114256225e-02	6.38210196471933e-04		1.42093500868478e+00
3.48000000000000e+00    	-2.46083802268181e+00 	 3.09870159450040e-01   -9.50847386881048e-01 	-1.00769097042999e+00	 3.34977150572570e-02	7.05218896615297e-04		1.42005763479300e+00
3.51000000000000e+00    	-2.48211698742138e+00 	 3.10535092965487e-01   -9.50831904375907e-01 	-1.00563318169164e+00	 2.88354583831757e-02	7.56230146802718e-04		1.41849573551120e+00
3.54000000000000e+00    	-2.50337231131038e+00 	 3.11066564716900e-01   -9.50815562520479e-01 	-1.00287253976885e+00	 2.08881787360217e-02	7.84087620386636e-04		1.41640045955469e+00
3.57000000000000e+00    	-2.52459773359566e+00 	 3.11401255219936e-01   -9.50798835086373e-01 	-9.99637956709949e-01	 1.03309382908341e-02	7.91470205908423e-04		1.41399554426678e+00
3.60000000000000e+00    	-2.54578878863457e+00 	 3.11493132593916e-01   -9.50782035736264e-01 	-9.96222471789079e-01	 -1.84863277206616e-03	7.90865812695918e-04		1.41154640597091e+00
3.63000000000000e+00    	-2.56694368552655e+00 	 3.11319446800283e-01   -9.50765146923140e-01 	-9.92966064143124e-01	 -1.44391945026366e-02	8.00371694438186e-04		1.40932279321404e+00
3.66000000000000e+00    	-2.58806428688154e+00 	 3.10884619865708e-01   -9.50747770502874e-01 	-9.90228033965327e-01	 -2.61245789494413e-02	8.36624618625470e-04		1.40756340987427e+00
3.69000000000000e+00    	-2.60915684330979e+00 	 3.10221357002970e-01   -9.50729236474608e-01 	-9.88348094401510e-01	 -3.56211765414330e-02	9.07578636399180e-04		1.40645001604190e+00
3.72000000000000e+00    	-2.63023207304678e+00 	 3.09388600576269e-01   -9.50708841228395e-01 	-9.87599561311589e-01	 -4.18189145796498e-02	1.00824823569543e-03		1.40609485159571e+00
3.75000000000000e+00    	-2.65130428587079e+00 	 3.08466358353062e-01   -9.50686125712876e-01 	-9.88142642429092e-01	 -4.39096277255297e-02	1.12158414230873e-03		1.40654015056262e+00
3.78000000000000e+00    	-2.67238952597244e+00 	 3.07547870328551e-01   -9.50661076250964e-01 	-9.89988697118707e-01	 -4.14877190837851e-02	1.22461475078804e-03		1.40776430944205e+00
3.81000000000000e+00    	-2.69350305423914e+00 	 3.06729945367545e-01   -9.50634153152865e-01 	-9.92985769884739e-01	 -3.46110245119354e-02	1.29768751289078e-03		1.40968803151770e+00
3.84000000000000e+00    	-2.71465676414503e+00 	 3.06102546081370e-01   -9.50606119293868e-01 	-9.96831326882986e-01	 -2.38139560097825e-02	1.33310097960434e-03		1.41217618444525e+00
3.87000000000000e+00    	-2.73585720302849e+00 	 3.05738809488354e-01   -9.50577725612923e-01 	-1.00111119831883e+00	 -1.00697976492545e-02	1.33937907642928e-03		1.41503598051794e+00
3.90000000000000e+00    	-2.75710470544680e+00 	 3.05686655997551e-01   -9.50549376322730e-01 	-1.00535667443328e+00	 5.29569921349900e-03	1.33902924602195e-03		1.41801688292383e+00
3.93000000000000e+00    	-2.77839379355793e+00 	 3.05962954077859e-01   -9.50520913256714e-01 	-1.00910713095469e+00	 2.07317361471875e-02	1.36025577632960e-03		1.42081978340782e+00
3.96000000000000e+00    	-2.79971459852308e+00 	 3.06550884119859e-01   -9.50491616606950e-01 	-1.01196516223135e+00	 3.46181137633441e-02	1.42568563159811e-03		1.42312119510250e+00
3.99000000000000e+00    	-2.82105476529642e+00 	 3.07400737555695e-01   -9.50460434531851e-01 	-1.01363498829412e+00	 4.54327510671798e-02	1.54259298226841e-03		1.42461307166426e+00
4.02000000000000e+00    	-2.84240122922142e+00 	 3.08433991955671e-01   -9.50426361511385e-01 	-1.01394120729313e+00	 5.19135788058044e-02	1.69874276743617e-03		1.42505251736154e+00
4.05000000000000e+00    	-2.86374141057978e+00 	 3.09550211873279e-01   -9.50388822111257e-01 	-1.01283123220118e+00	 5.31985762856083e-02	1.86593018097395e-03		1.42431059644181e+00
4.08000000000000e+00    	-2.88506368717735e+00 	 3.10636172408426e-01   -9.50347906986041e-01 	-1.01036866531579e+00	 4.89304839168974e-02	2.01035019050026e-03		1.42240749211196e+00
4.11000000000000e+00    	-2.90635735178730e+00 	 3.11576540682640e-01   -9.50304355276884e-01 	-1.00672517739733e+00	 3.93157945910240e-02	2.10616833888366e-03		1.41952307147686e+00
4.14000000000000e+00    	-2.92761251486760e+00 	 3.12265382378748e-01   -9.50259267565350e-01 	-1.00217523270499e+00	 2.51304263501034e-02	2.14708114402854e-03		1.41597716977827e+00
4.17000000000000e+00    	-2.94882047419944e+00 	 3.12617606712033e-01   -9.50213638766994e-01 	-9.97092471413334e-01	 7.66747825637977e-03	2.15091680335376e-03		1.41218157940651e+00
4.20000000000000e+00    	-2.96997489037893e+00 	 3.12579229703559e-01   -9.50167884948135e-01 	-9.91940902066658e-01	 -1.13731588670217e-02	2.15458713315632e-03		1.40857401089937e+00
4.23000000000000e+00    	-2.99107370583750e+00 	 3.12135138797824e-01   -9.50121564638516e-01 	-9.87250996634090e-01	 -3.00469990437816e-02	2.20041788746423e-03		1.40555049512475e+00
4.26000000000000e+00    	-3.01212125656780e+00 	 3.11313059303159e-01   -9.50073439252124e-01 	-9.83572699335422e-01	 -4.63644909004133e-02	2.31874834199751e-03		1.40341380123194e+00
4.29000000000000e+00    	-3.03312967251568e+00 	 3.10182779950502e-01   -9.50021886336531e-01 	-9.81404859756698e-01	 -5.85060127872919e-02	2.51395203079435e-03		1.40234973249940e+00
