0.00000000000000e+00    	0.00000000000000e+00 	 9.51056516300000e+00  	3.09016994370000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-1.72992533633678e-13 	 9.51056516299349e+00   3.09016994370000e+00 	-2.82317172080580e-11	 -9.42220894352028e-10	2.72936559889811e-21		1.00000000000000e+00
6.00000000000000e-02    	-4.91519473371500e-12 	 9.51056516293031e+00   3.09016994370000e+00 	-3.87515677659734e-10	 -1.16020686418920e-09	-2.54293580793970e-19		1.00000000000000e+00
9.00000000000000e-02    	-3.20085565145878e-11 	 9.51056516352764e+00   3.09016994370000e+00 	-1.59211854758849e-09	 6.43681971863519e-08	4.39517538544276e-17		1.00000000000000e+00
1.20000000000000e-01    	-1.10377568706754e-10 	 9.51056516960544e+00   3.09016994370000e+00 	-3.75234578247821e-09	 4.19177465915988e-07	1.62826286121873e-15		1.00000000000009e+00
1.50000000000000e-01    	-2.57095874494605e-10 	 9.51056519606118e+00   3.09016994370000e+00 	-5.84577375027877e-09	 1.52159552746853e-06	2.00968401087962e-14		1.00000000000116e+00
1.80000000000000e-01    	-4.32777902947779e-10 	 9.51056527560602e+00   3.09016994370000e+00 	-5.02471757115598e-09	 4.10346811633851e-06	1.40560835984411e-13		1.00000000000842e+00
2.10000000000000e-01    	-4.78203689949177e-10 	 9.51056546693659e+00   3.09016994370001e+00 	3.92341723649307e-09	 9.15874260222954e-06	6.81482944310118e-13		1.00000000004194e+00
2.40000000000000e-01    	-3.84059677168757e-11 	 9.51056586170913e+00   3.09016994370006e+00 	2.88557173510343e-08	 1.78742296593473e-05	2.54188514316027e-12		1.00000000015974e+00
2.70000000000000e-01    	1.51657715634054e-09 	 9.51056658853930e+00   3.09016994370020e+00 	8.02031257722660e-08	 3.15008007316886e-05	7.75809152854299e-12		1.00000000049615e+00
3.00000000000000e-01    	5.16268595690534e-09 	 9.51056781229591e+00   3.09016994370059e+00 	1.70480555944797e-07	 5.11697996815811e-05	2.01539138781281e-11		1.00000000130919e+00
3.30000000000000e-01    	1.22712379634135e-08 	 9.51056972719930e+00   3.09016994370154e+00 	3.13332363688756e-07	 7.76660334358266e-05	4.57478014352390e-11		1.00000000301606e+00
3.60000000000000e-01    	2.46224651999256e-08 	 9.51057254266960e+00   3.09016994370355e+00 	5.22096039628437e-07	 1.11174819989513e-04	9.23611592395089e-11		1.00000000618006e+00
3.90000000000000e-01    	4.43689456056541e-08 	 9.51057646147436e+00   3.09016994370737e+00 	8.07905847981047e-07	 1.51025686302952e-04	1.67795694610602e-10		1.00000001140471e+00
4.20000000000000e-01    	7.39361406040578e-08 	 9.51058165046166e+00   3.09016994371395e+00 	1.17741544079417e-06	 1.95458945817982e-04	2.76180236177093e-10		1.00000001910279e+00
4.50000000000000e-01    	1.15850777430128e-07 	 9.51058820498308e+00   3.09016994372422e+00 	1.63029961807139e-06	 2.41443151124170e-04	4.12748818499362e-10		1.00000002914873e+00
4.80000000000000e-01    	1.72494116454928e-07 	 9.51059610895081e+00   3.09016994373881e+00 	2.15679791571752e-06	 2.84571030594638e-04	5.58391731803978e-10		1.00000004049266e+00
