0.00000000000000e+00    	0.00000000000000e+00 	 5.87785252290000e-01  	8.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-7.59776539851226e-13 	 5.87785252286375e-01   8.09016994370000e-01 	-1.26058479999608e-10	 -5.89748692916019e-10	-4.75677185104485e-21		1.00000000000000e+00
6.00000000000000e-02    	-2.35607119202144e-11 	 5.87785252188791e-01   8.09016994370000e-01 	-1.93164976630495e-09	 -7.91187817956974e-09	-2.39077402783824e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.70215587545465e-10 	 5.87785251646183e-01   8.09016994370000e-01 	-9.11858020850824e-09	 -3.14306190455148e-08	-7.68059012921199e-17		1.00000000000000e+00
1.20000000000000e-01    	-6.68819862345342e-10 	 5.87785250144320e-01   8.09016994370000e-01 	-2.60656011009793e-08	 -6.99168951672460e-08	-7.68581625365358e-16		1.00000000000000e+00
1.50000000000000e-01    	-1.86018745610269e-09 	 5.87785247566942e-01   8.09016994370000e-01 	-5.54666823949537e-08	 -9.54313779705103e-08	-3.71282957904460e-15		1.00000000000001e+00
1.80000000000000e-01    	-4.10584253022705e-09 	 5.87785245223460e-01   8.09016994370000e-01 	-9.55233358854462e-08	 -3.86860369085002e-08	-9.00403590682670e-15		1.00000000000001e+00
2.10000000000000e-01    	-7.60994564408953e-09 	 5.87785247261711e-01   8.09016994370000e-01 	-1.37084895765575e-07	 2.21555979360529e-07	1.13862973453194e-15		1.00000000000003e+00
2.40000000000000e-01    	-1.21600736620243e-08 	 5.87785262307442e-01   8.09016994370001e-01 	-1.61172536949652e-07	 8.62627945399652e-07	1.09606495939864e-13		1.00000000000039e+00
2.70000000000000e-01    	-1.68049765244230e-08 	 5.87785305106660e-01   8.09016994370010e-01 	-1.37324574792789e-07	 2.11373620356147e-06	5.57287067861982e-13		1.00000000000224e+00
3.00000000000000e-01    	-1.95000632248638e-08 	 5.87785397899622e-01   8.09016994370043e-01 	-2.31604930660631e-08	 4.24216196142576e-06	1.87464179680558e-12		1.00000000000900e+00
3.30000000000000e-01    	-1.67621810340588e-08 	 5.87785571232062e-01   8.09016994370140e-01 	2.34519435189711e-07	 7.52956895505456e-06	4.99953816736506e-12		1.00000000002837e+00
3.60000000000000e-01    	-3.38309077425938e-09 	 5.87785863914351e-01   8.09016994370374e-01 	6.96898699464281e-07	 1.22390890497411e-05	1.12677559337452e-11		1.00000000007514e+00
3.90000000000000e-01    	2.77450727448159e-08 	 5.87786321874833e-01   8.09016994370862e-01 	1.42851849327279e-06	 1.85748820643123e-05	2.21101827948597e-11		1.00000000017353e+00
4.20000000000000e-01    	8.56398584892520e-08 	 5.87786995719364e-01   8.09016994371755e-01 	2.49097096907929e-06	 2.66368433679668e-05	3.82847295186593e-11		1.00000000035786e+00
4.50000000000000e-01    	1.81027461090644e-07 	 5.87787936902397e-01   8.09016994373201e-01 	3.93519436128706e-06	 3.63739826040827e-05	5.85512396113412e-11		1.00000000066928e+00
