0.00000000000000e+00    	0.00000000000000e+00 	 -3.09016994370000e-01  	-9.51056516300000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-7.76923032936406e-13 	 -3.09016994365500e-01   -9.51056516300000e-01 	-1.28954778060470e-10	 7.40851283378251e-10	6.47567601534529e-21		1.00000000000000e+00
6.00000000000000e-02    	-2.41415566663207e-11 	 -3.09016994235940e-01   -9.51056516300000e-01 	-1.98096162358661e-09	 1.08025023433619e-08	3.28845683797871e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.74794806591614e-10 	 -3.09016993444177e-01   -9.51056516300000e-01 	-9.37729853053815e-09	 4.81019222272229e-08	1.13926269765635e-16		1.00000000000000e+00
1.20000000000000e-01    	-6.88495717464725e-10 	 -3.09016990919905e-01   -9.51056516300000e-01 	-2.68924798105444e-08	 1.27760344343602e-07	1.29090720803809e-15		1.00000000000001e+00
1.50000000000000e-01    	-1.92036642841700e-09 	 -3.09016985382607e-01   -9.51056516300000e-01 	-5.74600349076985e-08	 2.45795240425675e-07	7.70746202152917e-15		1.00000000000003e+00
1.80000000000000e-01    	-4.25338731347311e-09 	 -3.09016976174199e-01   -9.51056516300000e-01 	-9.95069227394412e-08	 3.61884843170410e-07	2.95224815797733e-14		1.00000000000007e+00
2.10000000000000e-01    	-7.91877305998701e-09 	 -3.09016964588880e-01   -9.51056516299998e-01 	-1.44016004133391e-07	 3.83919693367425e-07	7.81721482758231e-14		1.00000000000008e+00
2.40000000000000e-01    	-1.27326719691287e-08 	 -3.09016955605143e-01   -9.51056516299995e-01 	-1.71960781472249e-07	 1.57086280976381e-07	1.37274454315510e-13		1.00000000000003e+00
2.70000000000000e-01    	-1.77671227177580e-08 	 -3.09016959845427e-01   -9.51056516299991e-01 	-1.52560596370723e-07	 -5.40007753082927e-07	8.89200558577475e-14		1.00000000000016e+00
3.00000000000000e-01    	-2.09861732229098e-08 	 -3.09016995520375e-01   -9.51056516299994e-01 	-4.27656569013064e-08	 -1.99015046273196e-06	-4.11043136309095e-13		1.00000000000198e+00
3.30000000000000e-01    	-1.88892412707975e-08 	 -3.09017090064490e-01   -9.51056516300027e-01 	2.11699133020315e-07	 -4.52199025059139e-06	-2.07529777499252e-12		1.00000000001025e+00
3.60000000000000e-01    	-6.21198723065447e-09 	 -3.09017281144337e-01   -9.51056516300141e-01 	6.73520137855394e-07	 -8.48375872653271e-06	-6.04728027162476e-12		1.00000000003621e+00
3.90000000000000e-01    	2.42608364102498e-08 	 -3.09017616723912e-01   -9.51056516300427e-01 	1.40914674815837e-06	 -1.42068871699433e-05	-1.37153372329193e-11		1.00000000010191e+00
4.20000000000000e-01    	8.17166495021137e-08 	 -3.09018153906904e-01   -9.51056516301011e-01 	2.48241238889975e-06	 -2.19612234516645e-05	-2.60697090883486e-11		1.00000000024423e+00
4.50000000000000e-01    	1.77122250280699e-07 	 -3.09018956342563e-01   -9.51056516302032e-01 	3.94670414772734e-06	 -3.19045930636479e-05	-4.24264231221226e-11		1.00000000051674e+00
4.80000000000000e-01    	3.22779773776902e-07 	 -3.09020090078316e-01   -9.51056516303556e-01 	5.83613207366613e-06	 -4.40303668920302e-05	-5.84884108462770e-11		1.00000000098637e+00
