0.00000000000000e+00    	0.00000000000000e+00 	 -2.85316954890000e+00  	9.27050983120000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-7.13685146109783e-14 	 -2.85316954890154e+00   9.27050983120000e-01 	-1.20242461859399e-11	 -2.69865257230616e-10	-1.51797861710457e-21		1.00000000000000e+00
6.00000000000000e-02    	-2.38806653414985e-12 	 -2.85316954896178e+00   9.27050983120000e-01 	-2.01807655413557e-10	 -5.55018073695695e-09	-6.84309433959200e-19		1.00000000000000e+00
9.00000000000000e-02    	-1.86159039365853e-11 	 -2.85316954945620e+00   9.27050983120000e-01 	-1.04499945109258e-09	 -3.36431195065040e-08	-2.61290004712079e-17		1.00000000000000e+00
1.20000000000000e-01    	-7.91386171498255e-11 	 -2.85316955156841e+00   9.27050983120000e-01 	-3.29807582435301e-09	 -1.21230639023355e-07	-3.48553385899495e-16		1.00000000000001e+00
1.50000000000000e-01    	-2.39528694052291e-10 	 -2.85316955788698e+00   9.27050983120000e-01 	-7.85055524463256e-09	 -3.25066073203234e-07	-2.55920672110289e-15		1.00000000000005e+00
1.80000000000000e-01    	-5.81088402423630e-10 	 -2.85316957295958e+00   9.27050983120000e-01 	-1.54805753080194e-08	 -7.17853715327274e-07	-1.27033118472063e-14		1.00000000000026e+00
2.10000000000000e-01    	-1.20290399391279e-09 	 -2.85316960364072e+00   9.27050983119999e-01 	-2.65386464845802e-08	 -1.37863260358104e-06	-4.76056863392486e-14		1.00000000000095e+00
2.40000000000000e-01    	-2.20377039616330e-09 	 -2.85316965907356e+00   9.27050983119997e-01 	-4.05953321577308e-08	 -2.37812634379894e-06	-1.43825389795616e-13		1.00000000000283e+00
2.70000000000000e-01    	-3.65354612071260e-09 	 -2.85316975016960e+00   9.27050983119989e-01 	-5.60967229758604e-08	 -3.76015920031605e-06	-3.65125620759925e-13		1.00000000000707e+00
3.00000000000000e-01    	-5.55489132756543e-09 	 -2.85316988849234e+00   9.27050983119973e-01 	-7.00760541553097e-08	 -5.52081581952037e-06	-8.00092402480396e-13		1.00000000001524e+00
3.30000000000000e-01    	-7.79780718395075e-09 	 -2.85317008450800e+00   9.27050983119938e-01 	-7.79700534562437e-08	 -7.58748669879145e-06	-1.53938291874499e-12		1.00000000002879e+00
3.60000000000000e-01    	-1.01107989505535e-08 	 -2.85317034523643e+00   9.27050983119877e-01 	-7.35842808769611e-08	 -9.80024927746902e-06	-2.62576615630472e-12		1.00000000004803e+00
3.90000000000000e-01    	-1.20136909521271e-08 	 -2.85317067141051e+00   9.27050983119778e-01 	-4.92428430742985e-08	 -1.18981504945961e-05	-3.98267737503287e-12		1.00000000007078e+00
4.20000000000000e-01    	-1.27779971971657e-08 	 -2.85317105432871e+00   9.27050983119638e-01 	3.85516378237517e-09	 -1.35128585138451e-05	-5.34866882243239e-12		1.00000000009130e+00
4.50000000000000e-01    	-1.14011834230622e-08 	 -2.85317147265512e+00   9.27050983119462e-01 	9.50665058798887e-08	 -1.41718312163178e-05	-6.27147900201478e-12		1.00000000010043e+00
4.80000000000000e-01    	-6.60106115019481e-09 	 -2.85317188947837e+00   9.27050983119271e-01 	2.33534527766932e-07	 -1.33126147499365e-05	-6.23680373537984e-12		1.00000000008864e+00
5.10000000000000e-01    	3.16411174153158e-09 	 -2.85317224997849e+00   9.27050983119100e-01 	4.27251553160271e-07	 -1.03091603869198e-05	-5.00976777986674e-12		1.00000000005323e+00
5.40000000000000e-01    	1.96454835686208e-08 	 -2.85317248006495e+00   9.27050983118977e-01 	6.82003143981159e-07	 -4.51017057708875e-06	-3.23797565830876e-12		1.00000000001040e+00
5.70000000000000e-01    	4.47208258239234e-08 	 -2.85317248633469e+00   9.27050983118888e-01 	1.00026029226165e-06	 4.71149309630001e-06	-3.29556612418818e-12		1.00000000001160e+00
6.00000000000000e-01    	8.02787010184203e-08 	 -2.85317215765471e+00   9.27050983118711e-01 	1.38009776546178e-06	 1.79003244233141e-05	-1.02407029785306e-11		1.00000000016116e+00
6.30000000000000e-01    	1.28071639285411e-07 	 -2.85317136859952e+00   9.27050983118120e-01 	1.81422432654519e-06	 3.54535809752817e-05	-3.26325518127777e-11		1.00000000063012e+00
6.60000000000000e-01    	1.89543002953095e-07 	 -2.85316998487063e+00   9.27050983116476e-01 	2.28921301605383e-06	 5.75544431140366e-05	-8.28421605053664e-11		1.00000000165888e+00
6.90000000000000e-01    	2.65634838612810e-07 	 -2.85316787069864e+00   9.27050983112716e-01 	2.78501719977289e-06	 8.41074934189637e-05	-1.76440418971616e-10		1.00000000354091e+00
7.20000000000000e-01    	3.56586492756539e-07 	 -2.85316489808338e+00   9.27050983105286e-01 	3.27485106987214e-06	 1.14681562992509e-04	-3.30302516769382e-10		1.00000000658129e+00
7.50000000000000e-01    	4.61735971667579e-07 	 -2.85316095757284e+00   9.27050983092145e-01 	3.72550225304010e-06	 1.48465177343035e-04	-5.59266249060059e-10		1.00000001102789e+00
7.80000000000000e-01    	5.79337844193536e-07 	 -2.85315597012556e+00   9.27050983070893e-01 	4.09812946434163e-06	 1.84239690821844e-04	-8.71526709362027e-10		1.00000001698053e+00
8.10000000000000e-01    	7.06412807176962e-07 	 -2.85314989945535e+00   9.27050983039051e-01 	4.34957969004901e-06	 2.20374703070916e-04	-1.26340638197263e-09		1.00000002429196e+00
8.40000000000000e-01    	8.38644738424007e-07 	 -2.85314276413122e+00   9.27050982994489e-01 	4.43423664072990e-06	 2.54849501964859e-04	-1.71462453765920e-09		1.00000003248397e+00
8.70000000000000e-01    	9.70341009470540e-07 	 -2.85313464860977e+00   9.27050982935970e-01 	4.30638427656866e-06	 2.85303095049630e-04	-2.18557949745395e-09		1.00000004070820e+00
9.00000000000000e-01    	1.09447084974834e-06 	 -2.85312571232225e+00   9.27050982863732e-01 	3.92303515074827e-06	 3.09113917273762e-04	-2.61830687032828e-09		1.00000004778340e+00
9.30000000000000e-01    	1.20279445384788e-06 	 -2.85311619593063e+00   9.27050982779957e-01 	3.24713277494319e-06	 3.23508599484444e-04	-2.94255190964935e-09		1.00000005233418e+00
