0.00000000000000e+00    	0.00000000000000e+00 	 1.83697019870000e-16  	3.00000000000000e+00    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	1.54994867558671e-23 	 5.33563224239027e-13   3.00000000000000e+00 	5.67891834268178e-21	 1.06555946910763e-10	-1.26598185976581e-21		1.00000000000000e+00
6.00000000000000e-02    	3.10438591350143e-20 	 3.37918391372518e-11   3.00000000000000e+00 	5.66043510306304e-18	 3.36410318441763e-09	-6.12574294569638e-19		1.00000000000000e+00
9.00000000000000e-02    	2.58665794456137e-18 	 3.78571512095281e-10   3.00000000000000e+00 	3.12290342539453e-16	 2.49877425585832e-08	-2.13865789599944e-17		1.00000000000000e+00
1.20000000000000e-01    	5.81302061537934e-17 	 2.07845876216827e-09   3.00000000000000e+00 	5.21298073376312e-15	 1.02092949243526e-07	-2.47220174364191e-16		1.00000000000001e+00
1.50000000000000e-01    	6.32680288307651e-16 	 7.69617419703104e-09   3.00000000000000e+00 	4.48148304940694e-14	 2.99343785752595e-07	-1.51278751068530e-15		1.00000000000004e+00
1.80000000000000e-01    	4.32694860397957e-15 	 2.21548565820252e-08   3.00000000000000e+00 	2.51318627206206e-13	 7.08892511684547e-07	-5.95351871107689e-15		1.00000000000025e+00
2.10000000000000e-01    	2.13582686138478e-14 	 5.34795057294785e-08   3.00000000000000e+00 	1.04228788960136e-12	 1.44368675238975e-06	-1.62223999650801e-14		1.00000000000104e+00
2.40000000000000e-01    	8.26183765026277e-14 	 1.13234592433451e-07   3.00000000000000e+00 	3.44286621281836e-12	 2.62393593659335e-06	-2.93067211065801e-14		1.00000000000344e+00
2.70000000000000e-01    	2.63974724300869e-13 	 2.16459183317328e-07   3.00000000000000e+00 	9.49323754213653e-12	 4.35730656176707e-06	-1.89682834267422e-14		1.00000000000949e+00
3.00000000000000e-01    	7.21751101574229e-13 	 3.80929756919326e-07   3.00000000000000e+00 	2.25382553999360e-11	 6.71419312045143e-06	9.85140437942720e-14		1.00000000002254e+00
3.30000000000000e-01    	1.73074158710512e-12 	 6.25632214130805e-07   3.00000000000001e+00 	4.70357580940858e-11	 9.70012340423528e-06	5.14922505983907e-13		1.00000000004705e+00
3.60000000000000e-01    	3.70381872793828e-12 	 9.68395502913939e-07   3.00000000000004e+00 	8.74540316722049e-11	 1.32279410756915e-05	1.58497411369957e-12		1.00000000008749e+00
3.90000000000000e-01    	7.16097215537387e-12 	 1.42272509854030e-06   3.00000000000011e+00 	1.45987290196370e-10	 1.70928094083722e-05	3.85796072379895e-12		1.00000000014608e+00
4.20000000000000e-01    	1.26138367730583e-11 	 1.99396911122938e-06   3.00000000000029e+00 	2.19299646554040e-10	 2.09532533799992e-05	8.04512319038757e-12		1.00000000021952e+00
4.50000000000000e-01    	2.03494392846717e-11 	 2.67504570827496e-06   3.00000000000062e+00 	2.95310614450332e-10	 2.43213726315245e-05	1.48791302430325e-11		1.00000000029576e+00
4.80000000000000e-01    	3.01416676476424e-11 	 3.44204985464966e-06   3.00000000000121e+00 	3.51997967192005e-10	 2.65650018911613e-05	2.48398134655681e-11		1.00000000035285e+00
5.10000000000000e-01    	4.09910368284068e-11 	 4.25013198921970e-06   3.00000000000214e+00 	3.60981595910908e-10	 2.69239736006567e-05	3.77645658317511e-11		1.00000000036245e+00
5.40000000000000e-01    	5.10807240730560e-11 	 5.03009350289395e-06   3.00000000000350e+00 	2.98804471847925e-10	 2.45417740494178e-05	5.24308792644105e-11		1.00000000030115e+00
5.70000000000000e-01    	5.82133609300677e-11 	 5.68616712081348e-06   3.00000000000528e+00 	1.67879733183145e-10	 1.85128221122815e-05	6.62796438235787e-11		1.00000000017136e+00
6.00000000000000e-01    	6.10206640928904e-11 	 6.09543940186745e-06   3.00000000000743e+00 	2.67348566465588e-11	 7.94439805374143e-06	7.55166856470352e-11		1.00000000003156e+00
6.30000000000000e-01    	6.11748755969191e-11 	 6.10932443764456e-06   3.00000000000972e+00 	2.55256306464618e-11	 -7.96901823250106e-06	7.58539980045412e-11		1.00000000003175e+00
6.60000000000000e-01    	6.66448166331394e-11 	 5.55741168659769e-06   3.00000000001185e+00 	4.38388729888459e-10	 -2.98624920907004e-05	6.40981569277265e-11		1.00000000044588e+00
6.90000000000000e-01    	9.57231235506163e-11 	 4.25388851147032e-06   3.00000000001345e+00 	1.68015877504852e-09	 -5.81131027192038e-05	4.06390010778121e-11		1.00000000168857e+00
7.20000000000000e-01    	1.81137642479212e-10 	 2.00658383131243e-06   3.00000000001424e+00 	4.29279822079418e-09	 -9.27537330808540e-05	1.26367694436388e-11		1.00000000430163e+00
7.50000000000000e-01    	3.73129125054081e-10 	 -1.37149966424290e-06   3.00000000001433e+00 	8.88816614380517e-09	 -1.33394462680727e-04	-2.61763383804028e-12		1.00000000889704e+00
7.80000000000000e-01    	7.40052816762411e-10 	 -6.04849178243315e-06   3.00000000001451e+00 	1.60397052011398e-08	 -1.79158185370051e-04	2.49800297300049e-11		1.00000001604883e+00
8.10000000000000e-01    	1.36499144083508e-09 	 -1.21583254743358e-05   3.00000000001669e+00 	2.61265949152068e-08	 -2.28637017048308e-04	1.39269859475403e-10		1.00000002613744e+00
8.40000000000000e-01    	2.33719099360319e-09 	 -1.97844884734160e-05   3.00000000002429e+00 	3.91489294673783e-08	 -2.79875569024101e-04	3.95876636839806e-10		1.00000003916517e+00
8.70000000000000e-01    	3.73793623158978e-09 	 -2.89437419428263e-05   3.00000000004249e+00 	5.45490288523859e-08	 -3.30386231769087e-04	8.56534161187230e-10		1.00000005457753e+00
9.00000000000000e-01    	5.62176064748177e-09 	 -3.95708271589724e-05   3.00000000007831e+00 	7.10881988260618e-08	 -3.77200256816175e-04	1.57943872660693e-09		1.00000007114002e+00
9.30000000000000e-01    	7.99549622337119e-09 	 -5.15052696704043e-05   3.00000000014030e+00 	8.68354135992156e-08	 -4.16956684430325e-04	2.60630523014445e-09		1.00000008692644e+00
9.60000000000000e-01    	1.07993296782762e-08 	 -6.44814216613114e-05   3.00000000023785e+00 	9.93199480263084e-08	 -4.46029110413796e-04	3.94791612890416e-09		1.00000009947098e+00
9.90000000000000e-01    	1.38953433570694e-08 	 -7.81228493331757e-05   3.00000000038001e+00 	1.05880753755392e-07	 -4.60688009965970e-04	5.57105591337274e-09		1.00000010611672e+00
1.02000000000000e+00    	1.70695206412098e-08 	 -9.19420680173032e-05   3.00000000057409e+00 	1.04210814558301e-07	 -4.57293953153272e-04	7.39053179936669e-09		1.00000010455888e+00
1.05000000000000e+00    	2.00524642213040e-08 	 -1.05346452106691e-04   3.00000000082406e+00 	9.30479013459756e-08	 -4.32514683752331e-04	9.27019383964315e-09		1.00000009353448e+00
1.08000000000000e+00    	2.25618391485014e-08 	 -1.17650902416414e-04   3.00000000112917e+00 	7.29111330841192e-08	 -3.83556828564970e-04	1.10362299049874e-08		1.00000007355792e+00
1.11000000000000e+00    	2.43658061828133e-08 	 -1.28097547088810e-04   3.00000000148325e+00 	4.67360856376246e-08	 -3.08401097340282e-04	1.25043902890530e-08		1.00000004755562e+00
1.14000000000000e+00    	2.53618012535768e-08 	 -1.35882394614218e-04   3.00000000187489e+00 	2.02324537978030e-08	 -2.06028358205036e-04	1.35202502157879e-08		1.00000002122384e+00
1.17000000000000e+00    	2.56596697504803e-08 	 -1.40188463738505e-04   3.00000000228914e+00 	1.78971547792978e-09	 -7.66230507751807e-05	1.40084352168581e-08		1.00000000293555e+00
1.20000000000000e+00    	2.56534323771120e-08 	 -1.40224503102528e-04   3.00000000271060e+00 	1.79688275004056e-09	 7.82598710322983e-05	1.40234343882562e-08		1.00000000306230e+00
1.23000000000000e+00    	2.60630792716020e-08 	 -1.35268004141001e-04   3.00000000312801e+00 	3.13250678037227e-08	 2.55577819493886e-04	1.37919076681219e-08		1.00000003266001e+00
1.26000000000000e+00    	2.79279590137578e-08 	 -1.24710826490847e-04   3.00000000353980e+00 	1.00240536243453e-07	 4.50745410538579e-04	1.37350228341689e-08		1.00000010158571e+00
1.29000000000000e+00    	3.25374330638511e-08 	 -1.08105418985209e-04   3.00000000395989e+00 	2.14955914519978e-07	 6.57651406589065e-04	1.44600215334624e-08		1.00000021625269e+00
1.32000000000000e+00    	4.12927952219976e-08 	 -8.52093537561020e-05   3.00000000442267e+00 	3.76164295037836e-07	 8.68755201034276e-04	1.67133437760787e-08		1.00000037736780e+00
1.35000000000000e+00    	5.55064851980520e-08 	 -5.60257167702519e-05   3.00000000498598e+00 	5.77005391991635e-07	 1.07526692176262e-03	2.12932574096133e-08		1.00000057809948e+00
1.38000000000000e+00    	7.61589105437138e-08 	 -2.08368329936921e-05   3.00000000573088e+00 	8.02154009838280e-07	 1.26741134602626e-03	2.89275430291507e-08		1.00000080316576e+00
1.41000000000000e+00    	1.03647432204694e-07 	 1.97711381508919e-05   3.00000000675743e+00 	1.02827363705346e-06	 1.43477156428538e-03	4.01303314290315e-08		1.00000102928472e+00
1.44000000000000e+00    	1.37573371983320e-07 	 6.48950129917377e-05   3.00000000817612e+00 	1.22612868554457e-06	 1.56670389439630e-03	5.50601778991858e-08		1.00000122728055e+00
1.47000000000000e+00    	1.76618225177193e-07 	 1.13314753872096e-04   3.00000001009539e+00 	1.36440206552439e-06	 1.65281114063993e-03	7.34071268978261e-08		1.00000136589233e+00
1.50000000000000e+00    	2.18557006255652e-07 	 1.63508503416969e-04   3.00000001260655e+00 	1.41494556061220e-06	 1.68345713968085e-03	9.43381576533195e-08		1.00000141701397e+00
1.53000000000000e+00    	2.60443285697145e-07 	 2.13683418556380e-04   3.00000001576837e+00 	1.35884453036981e-06	 1.65030186606841e-03	1.16526694760322e-07		1.00000136174813e+00
