0.00000000000000e+00    	0.00000000000000e+00 	 8.09016994370000e-01  	5.87785252290000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.43906219510982e-13 	 8.09016994368467e-01   5.87785252290000e-01 	-7.35589411517706e-11	 -2.43787130474945e-10	-8.53134653465700e-22		1.00000000000000e+00
6.00000000000000e-02    	-1.36778186809111e-11 	 8.09016994332592e-01   5.87785252290000e-01 	-1.11837114960646e-09	 -2.71794192166531e-09	-4.71773421919686e-19		1.00000000000000e+00
9.00000000000000e-02    	-9.81323727087637e-11 	 8.09016994178775e-01   5.87785252290000e-01 	-5.23308621096643e-09	 -7.47690744046386e-09	-1.23180249157076e-17		1.00000000000000e+00
1.20000000000000e-01    	-3.82581315987198e-10 	 8.09016993966013e-01   5.87785252290000e-01 	-1.48029016955625e-08	 -3.34687581159985e-09	-6.45868724448057e-17		1.00000000000000e+00
1.50000000000000e-01    	-1.05433161986666e-09 	 8.09016994372306e-01   5.87785252290000e-01 	-3.10825429357911e-08	 4.11353401772404e-08	2.78270931840758e-16		1.00000000000000e+00
1.80000000000000e-01    	-2.30085953044007e-09 	 8.09016997412843e-01   5.87785252290000e-01 	-5.25461217261708e-08	 1.84511748252292e-07	5.06740252383536e-15		1.00000000000002e+00
2.10000000000000e-01    	-4.20136183669301e-09 	 8.09017007308716e-01   5.87785252290000e-01 	-7.32401180653124e-08	 5.15420238814551e-07	3.26971118765049e-14		1.00000000000014e+00
2.40000000000000e-01    	-6.57215127158445e-09 	 8.09017031374260e-01   5.87785252290003e-01 	-8.13967267534008e-08	 1.15065720161229e-06	1.40762066101601e-13		1.00000000000067e+00
2.70000000000000e-01    	-8.77756053867647e-09 	 8.09017080762198e-01   5.87785252290011e-01 	-5.85619379604844e-08	 2.22755634703947e-06	4.68524603840813e-13		1.00000000000248e+00
3.00000000000000e-01    	-9.52529947117612e-09 	 8.09017170891943e-01   5.87785252290036e-01 	2.05347460719379e-08	 3.89050868177958e-06	1.28948503318108e-12		1.00000000000757e+00
3.30000000000000e-01    	-6.67130842215964e-09 	 8.09017321390329e-01   5.87785252290098e-01 	1.87193015735638e-07	 6.27206328226498e-06	3.04762872989005e-12		1.00000000001969e+00
3.60000000000000e-01    	2.93659776435488e-09 	 8.09017555396648e-01   5.87785252290234e-01 	4.76932513769684e-07	 9.46967635982105e-06	6.32953641979796e-12		1.00000000004495e+00
3.90000000000000e-01    	2.35451518483225e-08 	 8.09017898124936e-01   5.87785252290499e-01 	9.26644987122826e-07	 1.35197669073184e-05	1.17120480386343e-11		1.00000000009182e+00
4.20000000000000e-01    	6.04819314058148e-08 	 8.09018374634017e-01   5.87785252290960e-01 	1.57078915453027e-06	 1.83712411129243e-05	1.94363313430552e-11		1.00000000016998e+00
4.50000000000000e-01    	1.20015301567718e-07 	 8.09019006826643e-01   5.87785252291683e-01 	2.43681101318849e-06	 2.38610186480954e-05	2.89067276209092e-11		1.00000000028764e+00
4.80000000000000e-01    	2.09068734860005e-07 	 8.09019809778502e-01   5.87785252292693e-01 	3.54006961255320e-06	 2.96942928519146e-05	3.81000181899718e-11		1.00000000044714e+00
5.10000000000000e-01    	3.34779961994690e-07 	 8.09020787580340e-01   5.87785252293927e-01 	4.87863381171730e-06	 3.54322546844848e-05	4.30851637297369e-11		1.00000000063962e+00
5.40000000000000e-01    	5.03907423015345e-07 	 8.09021928955582e-01   5.87785252295177e-01 	6.42838173340448e-06	 4.04897904344260e-05	3.79633230595843e-11		1.00000000084037e+00
5.70000000000000e-01    	7.22100114618308e-07 	 8.09023202985083e-01   5.87785252296032e-01 	8.13887478380796e-06	 4.41452229724824e-05	1.55950758904754e-11		1.00000000100752e+00
6.00000000000000e-01    	9.93061298966965e-07 	 8.09024555323500e-01   5.87785252295874e-01 	9.93048669697052e-06	 4.55635182929488e-05	-3.05674693613808e-11		1.00000000108732e+00
6.30000000000000e-01    	1.31765064279261e-06 	 8.09025905322422e-01   5.87785252293929e-01 	1.16932412698590e-05	 4.38335506484338e-05	-1.03424047302881e-10		1.00000000102906e+00
6.60000000000000e-01    	1.69298210084217e-06 	 8.09027144478934e-01   5.87785252289445e-01 	1.32877486248390e-05	 3.80190523279908e-05	-1.98183291017720e-10		1.00000000081101e+00
6.90000000000000e-01    	2.11158514003906e-06 	 8.09028136601479e-01   5.87785252281982e-01 	1.45485298370655e-05	 2.72218218701416e-05	-2.98051156158057e-10		1.00000000047634e+00
7.20000000000000e-01    	2.56070368208558e-06 	 8.09028720025901e-01   5.87785252271827e-01 	1.52898871996565e-05	 1.06546906182012e-05	-3.70873635259837e-10		1.00000000017365e+00
7.50000000000000e-01    	3.02180953426333e-06 	 8.09028712123995e-01   5.87785252260479e-01 	1.53143186191363e-05	 -1.22792784488773e-05	-3.68340482151726e-10		1.00000000019265e+00
7.80000000000000e-01    	3.47040442142415e-06 	 8.09027916227099e-01   5.87785252251089e-01 	1.44232984865014e-05	 -4.19057919889916e-05	-2.29445138248879e-10		1.00000000098206e+00
8.10000000000000e-01    	3.87617666392863e-06 	 8.09026130942988e-01   5.87785252248726e-01 	1.24300646829647e-05	 -7.82016769983140e-05	1.10469822093715e-10		1.00000000313500e+00
8.40000000000000e-01    	4.20356504898759e-06 	 8.09023161682187e-01   5.87785252260270e-01 	9.17387418565900e-06	 -1.20726194545207e-04	7.04664816132872e-10		1.00000000732949e+00
