0.00000000000000e+00    	0.00000000000000e+00 	 3.09016994370000e-01  	9.51056516300000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.91676701065778e-13 	 3.09016994367120e-01   9.51056516300000e-01 	-8.15562425018868e-11	 -4.74144821344215e-10	-1.91142619346128e-21		1.00000000000000e+00
6.00000000000000e-02    	-1.52274366889766e-11 	 3.09016994284202e-01   9.51056516300000e-01 	-1.24776692000802e-09	 -6.91360149580756e-09	-1.11847912455988e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.09859562214501e-10 	 3.09016993777473e-01   9.51056516300000e-01 	-5.87994461710207e-09	 -3.07852301434032e-08	-4.03263702240046e-17		1.00000000000000e+00
1.20000000000000e-01    	-4.30998387341875e-10 	 3.09016992161939e-01   9.51056516300000e-01 	-1.67732758999745e-08	 -8.17666197714656e-08	-4.65968973779988e-16		1.00000000000000e+00
1.50000000000000e-01    	-1.19657162999058e-09 	 3.09016988618069e-01   9.51056516300000e-01 	-3.56002155343240e-08	 -1.57308951522079e-07	-2.81589822976281e-15		1.00000000000001e+00
1.80000000000000e-01    	-2.63525960766950e-09 	 3.09016982724688e-01   9.51056516300000e-01 	-6.10913921757390e-08	 -2.31606294650218e-07	-1.08775987236696e-14		1.00000000000003e+00
2.10000000000000e-01    	-4.87027961879035e-09 	 3.09016975310083e-01   9.51056516299999e-01 	-8.71903208135100e-08	 -2.45708601648992e-07	-2.89845346626975e-14		1.00000000000003e+00
2.40000000000000e-01    	-7.75093910530919e-09 	 3.09016969560491e-01   9.51056516299998e-01 	-1.01464565102420e-07	 -1.00535246483003e-07	-5.11120203844735e-14		1.00000000000001e+00
2.70000000000000e-01    	-1.06439280678446e-08 	 3.09016972274271e-01   9.51056516299997e-01 	-8.40562651420928e-08	 3.45604842594297e-07	-3.28565537813771e-14		1.00000000000006e+00
3.00000000000000e-01    	-1.22044729059753e-08 	 3.09016995106232e-01   9.51056516299998e-01 	-7.42804946127311e-09	 1.27369598233935e-06	1.56726454208132e-13		1.00000000000081e+00
3.30000000000000e-01    	-1.01544203319170e-08 	 3.09017055614452e-01   9.51056516300011e-01 	1.62892774058218e-07	 2.89407317890560e-06	7.91701331942735e-13		1.00000000000420e+00
3.60000000000000e-01    	-1.09931385521753e-09 	 3.09017177905535e-01   9.51056516300055e-01 	4.66445251533684e-07	 5.42960489737415e-06	2.31826851012808e-12		1.00000000001485e+00
3.90000000000000e-01    	1.95810639914125e-08 	 3.09017392676449e-01   9.51056516300165e-01 	9.44809418388007e-07	 9.09240782069248e-06	5.29308818533652e-12		1.00000000004178e+00
