0.00000000000000e+00    	0.00000000000000e+00 	 -5.87785252290000e-01  	8.09016994370000e-01    0.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.00000000000000e+00
3.00000000000000e-02    	-4.79133792609482e-13 	 -5.87785252292789e-01   8.09016994370000e-01 	-7.97418968683963e-11	 -4.71119152264752e-10	-4.44939173130076e-21		1.00000000000000e+00
6.00000000000000e-02    	-1.50932518240705e-11 	 -5.87785252384482e-01   8.09016994370000e-01 	-1.24553281112048e-09	 -8.02119527964580e-09	-1.96477330349337e-18		1.00000000000000e+00
9.00000000000000e-02    	-1.10875576291339e-10 	 -5.87785253034868e-01   8.09016994370000e-01 	-6.00389195252762e-09	 -4.20838815889232e-08	-7.08505470650427e-17		1.00000000000000e+00
1.20000000000000e-01    	-4.43717785733057e-10 	 -5.87785255490537e-01   8.09016994370000e-01 	-1.75804405825752e-08	 -1.34503103120114e-07	-8.87593984315870e-16		1.00000000000001e+00
1.50000000000000e-01    	-1.26023378968134e-09 	 -5.87785262078944e-01   8.09016994370000e-01 	-3.85301678846777e-08	 -3.24247912952964e-07	-6.12153244842101e-15		1.00000000000005e+00
1.80000000000000e-01    	-2.85209082437868e-09 	 -5.87785276290304e-01   8.09016994370000e-01 	-6.89928694228920e-08	 -6.47990803490121e-07	-2.85624773286121e-14		1.00000000000021e+00
2.10000000000000e-01    	-5.45552718548232e-09 	 -5.87785302525283e-01   8.09016994369998e-01 	-1.04825839979261e-07	 -1.12743956247366e-06	-1.00593937685456e-13		1.00000000000064e+00
2.40000000000000e-01    	-9.09633223219723e-09 	 -5.87785345430454e-01   8.09016994369993e-01 	-1.35881745417061e-07	 -1.75478461910666e-06	-2.85130931953516e-13		1.00000000000155e+00
2.70000000000000e-01    	-1.33888421983061e-08 	 -5.87785408790165e-01   8.09016994369979e-01 	-1.44711372772162e-07	 -2.47799038963370e-06	-6.76680186306990e-13		1.00000000000308e+00
3.00000000000000e-01    	-1.73057478199558e-08 	 -5.87785493999074e-01   8.09016994369948e-01 	-1.05956638720638e-07	 -3.18788516198820e-06	-1.37784563205286e-12		1.00000000000509e+00
3.30000000000000e-01    	-1.89429273494266e-08 	 -5.87785598199615e-01   8.09016994369892e-01 	1.33412933572295e-08	 -3.70906379219904e-06	-2.44076011918289e-12		1.00000000000688e+00
3.60000000000000e-01    	-1.53093478832263e-08 	 -5.87785712227689e-01   8.09016994369799e-01 	2.52358812042052e-07	 -3.79649665297753e-06	-3.78147920176502e-12		1.00000000000724e+00
3.90000000000000e-01    	-2.17564103530464e-09 	 -5.87785818562631e-01   8.09016994369665e-01 	6.53957020617303e-07	 -3.13943542046099e-06	-5.10987820187767e-12		1.00000000000514e+00
4.20000000000000e-01    	2.59842816762913e-08 	 -5.87785889518476e-01   8.09016994369497e-01 	1.26102515480820e-06	 -1.37373328751394e-06	-5.96159344918636e-12		1.00000000000174e+00
4.50000000000000e-01    	7.59266022886261e-08 	 -5.87785885938164e-01   8.09016994369316e-01 	2.11183467026958e-06	 1.89692104806671e-06	-5.95599230961069e-12		1.00000000000403e+00
4.80000000000000e-01    	1.55419660228502e-07 	 -5.87785756656592e-01   8.09016994369146e-01 	3.23464712562977e-06	 7.07108298576728e-06	-5.41148382760179e-12		1.00000000003023e+00
5.10000000000000e-01    	2.72857241321624e-07 	 -5.87785438979892e-01   8.09016994368977e-01 	4.64191957273664e-06	 1.45119610760664e-05	-6.40201888509815e-12		1.00000000011607e+00
5.40000000000000e-01    	4.36697253215597e-07 	 -5.87784860385800e-01   8.09016994368695e-01 	6.32453547770152e-06	 2.45039676949218e-05	-1.42204651101047e-11		1.00000000032022e+00
5.70000000000000e-01    	6.54733766152616e-07 	 -5.87783941584270e-01   8.09016994367956e-01 	8.24654982254385e-06	 3.72059695892699e-05	-3.90294377274778e-11		1.00000000072614e+00
