0.00000000000000e+00    	0.00000000000000e+00 	 -3.09016994370000e-01  	-9.51056516300000e-01    1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
3.00000000000000e-02    	2.12132034356016e-02 	 -3.09016994370005e-01   -9.51056516300000e-01 	1.00000000000241e+00	 -1.05592330373299e-12	6.98098016527414e-25		1.41421356237480e+00
6.00000000000000e-02    	4.24264068713524e-02 	 -3.09016994370137e-01   -9.51056516300000e-01 	1.00000000003711e+00	 -1.57447458550478e-11	1.78257636698855e-22		1.41421356239934e+00
9.00000000000000e-02    	6.36396103079606e-02 	 -3.09016994370976e-01   -9.51056516300000e-01 	1.00000000018021e+00	 -7.37281007866151e-11	4.50486192151257e-21		1.41421356250052e+00
1.20000000000000e-01    	8.48528137471463e-02 	 -3.09016994373844e-01   -9.51056516300000e-01 	1.00000000054420e+00	 -2.13661729107732e-10	4.38531971100785e-20		1.41421356275790e+00
1.50000000000000e-01    	1.06066017191955e-01 	 -3.09016994380891e-01   -9.51056516300000e-01 	1.00000000126411e+00	 -4.73369151218475e-10	2.51624218583453e-19		1.41421356326696e+00
1.80000000000000e-01    	1.27279220646918e-01 	 -3.09016994394969e-01   -9.51056516300000e-01 	1.00000000248233e+00	 -8.79616705370744e-10	1.02783334839023e-18		1.41421356412837e+00
2.10000000000000e-01    	1.48492424118043e-01 	 -3.09016994419291e-01   -9.51056516300000e-01 	1.00000000433243e+00	 -1.43763892293424e-09	3.30247945040078e-18		1.41421356543659e+00
2.40000000000000e-01    	1.69705627612635e-01 	 -3.09016994456856e-01   -9.51056516300000e-01 	1.00000000692212e+00	 -2.12056699368749e-09	8.84745038146258e-18		1.41421356726777e+00
2.70000000000000e-01    	1.90918831138926e-01 	 -3.09016994509663e-01   -9.51056516300000e-01 	1.00000001031562e+00	 -2.85891557374106e-09	2.04840645135781e-17		1.41421356966734e+00
3.00000000000000e-01    	2.12132034705517e-01 	 -3.09016994577691e-01   -9.51056516300000e-01 	1.00000001451566e+00	 -3.53028438179913e-09	4.18914285887757e-17		1.41421357263721e+00
3.30000000000000e-01    	2.33345238320633e-01 	 -3.09016994657674e-01   -9.51056516300000e-01 	1.00000001944536e+00	 -3.94943090243469e-09	7.65453551598685e-17		1.41421357612304e+00
3.60000000000000e-01    	2.54558441991184e-01 	 -3.09016994741666e-01   -9.51056516300000e-01 	1.00000002493032e+00	 -3.85886906262949e-09	1.25120459175666e-16		1.41421358000149e+00
3.90000000000000e-01    	2.75771645721633e-01 	 -3.09016994815415e-01   -9.51056516300000e-01 	1.00000003068105e+00	 -2.92014597337065e-09	1.80486465865162e-16		1.41421358406787e+00
4.20000000000000e-01    	2.96984849512688e-01 	 -3.09016994856561e-01   -9.51056516300000e-01 	1.00000003627608e+00	 -7.05944743597877e-10	2.19245771510508e-16		1.41421358802416e+00
4.50000000000000e-01    	3.18198053359814e-01 	 -3.09016994832672e-01   -9.51056516300000e-01 	1.00000004114604e+00	 3.30684400016056e-09	1.88618896110404e-16		1.41421359146774e+00
4.80000000000000e-01    	3.39411257251589e-01 	 -3.09016994699153e-01   -9.51056516300000e-01 	1.00000004455885e+00	 9.74294588945889e-09	-1.25836635641668e-17		1.41421359388096e+00
5.10000000000000e-01    	3.60624461167902e-01 	 -3.09016994397036e-01   -9.51056516300000e-01 	1.00000004560641e+00	 1.93332937431839e-08	-5.60130682963356e-16		1.41421359462170e+00
5.40000000000000e-01    	3.81837665078026e-01 	 -3.09016993850691e-01   -9.51056516300000e-01 	1.00000004319288e+00	 3.29182665432704e-08	-1.73874271213254e-15		1.41421359291508e+00
5.70000000000000e-01    	4.03050868938569e-01 	 -3.09016992965483e-01   -9.51056516300000e-01 	1.00000003602494e+00	 5.14494675081824e-08	-3.98540657252795e-15		1.41421358784658e+00
6.00000000000000e-01    	4.24264072691341e-01 	 -3.09016991625409e-01   -9.51056516300000e-01 	1.00000002260409e+00	 7.59899435364847e-08	-7.94186700274434e-15		1.41421357835660e+00
6.30000000000000e-01    	4.45477276261143e-01 	 -3.09016989690741e-01   -9.51056516300000e-01 	1.00000000122133e+00	 1.07712760507946e-07	-1.45158313493349e-14		1.41421356323671e+00
6.60000000000000e-01    	4.66690479553521e-01 	 -3.09016986995730e-01   -9.51056516300000e-01 	9.99999969954320e-01	 1.47897862063352e-07	-2.49495213514753e-14		1.41421354112760e+00
6.90000000000000e-01    	4.87903682452498e-01 	 -3.09016983346380e-01   -9.51056516300001e-01 	9.99999926667224e-01	 1.97927153454533e-07	-4.08931050667943e-14		1.41421351051901e+00
7.20000000000000e-01    	5.09116884818320e-01 	 -3.09016978518358e-01   -9.51056516300002e-01 	9.99999869013400e-01	 2.59277766774926e-07	-6.44792571156568e-14		1.41421346975161e+00
7.50000000000000e-01    	5.30330086485251e-01 	 -3.09016972255062e-01   -9.51056516300004e-01 	9.99999794441032e-01	 3.33513479254544e-07	-9.83936549474967e-14		1.41421341702100e+00
7.80000000000000e-01    	5.51543287259436e-01 	 -3.09016964265886e-01   -9.51056516300006e-01 	9.99999700201845e-01	 4.22274272232691e-07	-1.45934664676935e-13		1.41421335038387e+00
8.10000000000000e-01    	5.72756486916879e-01 	 -3.09016954224735e-01   -9.51056516300010e-01 	9.99999583362967e-01	 5.27264034803830e-07	-2.11053857929032e-13		1.41421326776635e+00
8.40000000000000e-01    	5.93969685201564e-01 	 -3.09016941768814e-01   -9.51056516300015e-01 	9.99999440822003e-01	 6.50236432859276e-07	-2.98367400177456e-13		1.41421316697475e+00
8.70000000000000e-01    	6.15182881823747e-01 	 -3.09016926497739e-01   -9.51056516300023e-01 	9.99999269325354e-01	 7.92978981209296e-07	-4.13126842679524e-13		1.41421304570841e+00
9.00000000000000e-01    	6.36396076458468e-01 	 -3.09016907973002e-01   -9.51056516300033e-01 	9.99999065489775e-01	 9.57295373553228e-07	-5.61136526342484e-13		1.41421290157506e+00
9.30000000000000e-01    	6.57609268744302e-01 	 -3.09016885717829e-01   -9.51056516300047e-01 	9.99998825827171e-01	 1.14498614215408e-06	-7.48603766988874e-13		1.41421273210823e+00
9.60000000000000e-01    	6.78822458282391e-01 	 -3.09016859217470e-01   -9.51056516300066e-01 	9.99998546772554e-01	 1.35782773605172e-06	-9.81907343097543e-13		1.41421253478714e+00
9.90000000000000e-01    	7.00035644635794e-01 	 -3.09016827919942e-01   -9.51056516300089e-01 	9.99998224715102e-01	 1.59755012339765e-06	-1.26726965647734e-12		1.41421230705856e+00
1.02000000000000e+00    	7.21248827329177e-01 	 -3.09016791237263e-01   -9.51056516300120e-01 	9.99997856032196e-01	 1.86581303989684e-06	-1.61031838843991e-12		1.41421204636097e+00
1.05000000000000e+00    	7.42462005848877e-01 	 -3.09016748547209e-01   -9.51056516300158e-01 	9.99997437126307e-01	 2.16418102128128e-06	-2.01552462702144e-12		1.41421175015054e+00
1.08000000000000e+00    	7.63675179643384e-01 	 -3.09016699195604e-01   -9.51056516300206e-01 	9.99996964464563e-01	 2.49409737309924e-06	-2.48550638122355e-12		1.41421141592923e+00
1.11000000000000e+00    	7.84888348124237e-01 	 -3.09016642499176e-01   -9.51056516300264e-01 	9.99996434620798e-01	 2.85685724577178e-06	-3.02018919615449e-12		1.41421104127442e+00
1.14000000000000e+00    	8.06101510667398e-01 	 -3.09016577748995e-01   -9.51056516300334e-01 	9.99995844319873e-01	 3.25357999673021e-06	-3.61581928696777e-12		1.41421062387029e+00
1.17000000000000e+00    	8.27314666615092e-01 	 -3.09016504214496e-01   -9.51056516300418e-01 	9.99995190483999e-01	 3.68518103439958e-06	-4.26382924201880e-12		1.41421016154061e+00
1.20000000000000e+00    	8.48527815278154e-01 	 -3.09016421148108e-01   -9.51056516300516e-01 	9.99994470280811e-01	 4.15234335072896e-06	-4.94956189845692e-12		1.41420965228266e+00
