0.00000000000000e+00    	0.00000000000000e+00 	 -5.87785252290000e-01  	-8.09016994370000e-01    1.00000000000000e+00	 0.00000000000000e+00	0.00000000000000e+00		1.41421356237310e+00
3.00000000000000e-02    	2.12132034355981e-02 	 -5.87785252289997e-01   -8.09016994370000e-01 	1.00000000000076e+00	 6.71488289462180e-13	-6.83491576620937e-25		1.41421356237363e+00
6.00000000000000e-02    	4.24264068712387e-02 	 -5.87785252289902e-01   -8.09016994370000e-01 	1.00000000001009e+00	 1.19960287880872e-11	-1.95892172097064e-22		1.41421356238023e+00
9.00000000000000e-02    	6.36396103070799e-02 	 -5.87785252289188e-01   -8.09016994370000e-01 	1.00000000004025e+00	 6.69412901690572e-11	-5.54674528218354e-21		1.41421356240155e+00
1.20000000000000e-01    	8.48528137433674e-02 	 -5.87785252286302e-01   -8.09016994370000e-01 	1.00000000009272e+00	 2.30751734949670e-10	-6.05153476649458e-20		1.41421356243866e+00
1.50000000000000e-01    	1.06066017180233e-01 	 -5.87785252277892e-01   -8.09016994370000e-01 	1.00000000014179e+00	 6.09003129150861e-10	-3.90013132060951e-19		1.41421356247336e+00
1.80000000000000e-01    	1.27279220617318e-01 	 -5.87785252257877e-01   -8.09016994370000e-01 	1.00000000011827e+00	 1.35480167828111e-09	-1.79694880617800e-18		1.41421356245673e+00
2.10000000000000e-01    	1.48492424053232e-01 	 -5.87785252216365e-01   -8.09016994370000e-01 	9.99999999893509e-01	 2.67500609993013e-09	-6.55463497057083e-18		1.41421356229779e+00
2.40000000000000e-01    	1.69705627484832e-01 	 -5.87785252138461e-01   -8.09016994370000e-01 	9.99999999264033e-01	 4.83536041602605e-09	-2.01205518522110e-17		1.41421356185269e+00
2.70000000000000e-01    	1.90918830906359e-01 	 -5.87785252002970e-01   -8.09016994370000e-01 	9.99999997937061e-01	 8.16443572057765e-09	-5.40706236458104e-17		1.41421356091438e+00
3.00000000000000e-01    	2.12132034308412e-01 	 -5.87785251781038e-01   -8.09016994370000e-01 	9.99999995517047e-01	 1.30562905780859e-08	-1.30692590083501e-16		1.41421355920317e+00
3.30000000000000e-01    	2.33345237676799e-01 	 -5.87785251434745e-01   -8.09016994370000e-01 	9.99999991493552e-01	 1.99717719541365e-08	-2.89665264500212e-16		1.41421355635813e+00
3.60000000000000e-01    	2.54558440991255e-01 	 -5.87785250915684e-01   -8.09016994370000e-01 	9.99999985230642e-01	 2.94383915875874e-08	-5.97170609048300e-16		1.41421355192958e+00
3.90000000000000e-01    	2.75771644224062e-01 	 -5.87785250163565e-01   -8.09016994370000e-01 	9.99999975958008e-01	 4.20487263925962e-08	-1.15762343954185e-15		1.41421354537284e+00
4.20000000000000e-01    	2.96984847338593e-01 	 -5.87785249104864e-01   -8.09016994370000e-01 	9.99999962764020e-01	 5.84573057331061e-08	-2.12794916352948e-15		1.41421353604328e+00
4.50000000000000e-01    	3.18198050287775e-01 	 -5.87785247651552e-01   -8.09016994370000e-01 	9.99999944590874e-01	 7.93759631427824e-08	-3.73398875860826e-15		1.41421352319293e+00
4.80000000000000e-01    	3.39411253012528e-01 	 -5.87785245699951e-01   -8.09016994370000e-01 	9.99999920231999e-01	 1.05567645166624e-07	-6.28816444396108e-15		1.41421350596861e+00
